Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.23,-0.2,Elena Andreea TALOȘ,1995-02-24,ROU,"Stade de France, Paris (FRA)",2024-08-02,triple jump,29,F,0
14.23,+1.3,Shanieka RICKETTS,1992-02-02,JAM,"Stade Jean Adret, Sotteville-lès-Rouen (FRA)",2025-07-07,triple jump,33,F,0
14.23,0.0,Shanieka RICKETTS,1992-02-02,JAM,"Grand Bahama Sports Complex, Freeport (BAH)",2025-08-17,triple jump,33,F,0
14.22,+0.2,Niurka MONTALVO,1968-06-04,CUB,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,triple jump,25,F,0
14.22,0.0,Inna LASOVSKAYA,1969-12-17,RUS,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-12,triple jump,24,F,1
14.22,NWI,Olena HOVOROVA,1973-09-18,UKR,Lillehammer (NOR),1994-07-31,triple jump,20,F,0
14.22,0.0,Mariya SOKOVA,1970-09-02,RUS,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,triple jump,24,F,1
14.22,+0.8,Zhanna GUREYEVA,1970-06-10,BLR,"Ullevi Stadium, Göteborg (SWE)",1995-08-10,triple jump,25,F,0
14.22,0.0,Natalya KAYUKOVA,1966-12-10,RUS,Moskva (RUS) (i),1996-02-07,triple jump,29,F,1
14.22,+0.6,Yamilé ALDAMA,1972-08-14,CUB,La Habana (CUB),1996-02-09,triple jump,23,F,0
14.22,0.0,Natalya KAYUKOVA,1966-12-10,RUS,"Globe Arena, Stockholm (SWE) (i)",1996-03-09,triple jump,29,F,1
14.22,+1.3,Rodica MATEESCU,1971-03-13,ROU,Hengelo (NED),1996-05-27,triple jump,25,F,0
14.22,+0.8,Galina CHISTYAKOVA,1962-07-26,SVK,Paris (FRA),1996-06-28,triple jump,33,F,0
14.22,+0.3,Rodica MATEESCU,1971-03-13,ROU,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,triple jump,25,F,0
14.22,0.0,Natalya KAYUKOVA,1966-12-10,RUS,Moskva (RUS) (i),1997-02-18,triple jump,30,F,1
14.22,+1.1,Cristina NICOLAU,1977-08-09,ROU,"Paavo Nurmen Stadion, Turku (FIN)",1997-07-13,triple jump,19,F,0
14.22,-0.8,Gundega SPROĢE,1972-02-12,LAT,"Olympic Stadium, Athina (GRE)",1997-08-02,triple jump,25,F,0
14.22,0.0,Lingmei WU,1973-02-16,CHN,Shijiazhuang (CHN),1998-04-26,triple jump,25,F,0
14.22,0.0,Maria Constanza MORONI,1969-09-29,ITA,Roma (ITA),1998-07-10,triple jump,28,F,0
14.22,-0.2,Gundega SPROĢE,1972-02-12,LAT,Potchefstroom (RSA),1999-02-05,triple jump,26,F,0
14.22,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS) (i),1999-02-14,triple jump,22,F,1
14.22,+3.2,Yamilé ALDAMA,1972-08-14,CUB,Guadiana (POR),1999-06-06,triple jump,26,F,0
14.22,+4.9,Baya RAHOULI,1979-07-27,ALG,Palma de Mallorca (ESP),1999-07-11,triple jump,19,F,0
14.22,-0.2,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,"La Cartuja, Sevilla (ESP)",1999-08-22,triple jump,28,F,0
14.22,+3.5,Cristina NICOLAU,1977-08-09,ROU,Rethymno (GRE),2000-06-10,triple jump,22,F,0
14.22,+1.1,Oksana ROGOVA,1978-10-07,RUS,Moskva (RUS),2000-07-11,triple jump,21,F,0
14.22,+2.4,Cristina NICOLAU,1977-08-09,ROU,Thessaloniki (GRE),2000-08-30,triple jump,23,F,0
14.22,+2.7,Francoise MBANGO ETONE,1976-04-14,CMR,Montgeron (FRA),2001-05-26,triple jump,25,F,0
14.22,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Moskva (RUS),2001-06-23,triple jump,24,F,0
14.22,+0.4,Liliana ZAGACKA,1977-01-28,POL,Biala Podlaska (POL),2001-07-06,triple jump,24,F,0
14.22,-0.2,Francoise MBANGO ETONE,1976-04-14,CMR,Limoges (FRA),2001-07-11,triple jump,25,F,0
14.22,+2.2,Anna PYATYKH,1981-04-04,RUS,Lapinlahti (FIN),2001-07-22,triple jump,20,F,0
14.22,+0.9,Cristina NICOLAU,1977-08-09,ROU,Sotteville-lès-Rouen (FRA),2002-06-12,triple jump,24,F,0
14.22,+7.3,Trecia Kaye SMITH,1975-11-05,JAM,Kingston (JAM),2002-06-21,triple jump,26,F,0
14.22,+1.1,Viktoriya GUROVA,1982-05-22,RUS,Luzern (SUI),2002-06-26,triple jump,20,F,0
14.22,+0.4,Irina VASILYEVA,1979-04-09,RUS,Rethymno (GRE),2002-07-07,triple jump,23,F,0
14.22,-0.2,Ashia HANSEN,1971-12-05,GBR,"Olympiastadion, München (GER)",2002-08-08,triple jump,30,F,0
14.22,-0.5,Heli KOIVULA,1975-06-27,FIN,Rieti (ITA),2002-09-08,triple jump,27,F,0
14.22,0.0,Carlota CASTREJANA,1973-04-25,ESP,Valencia (ESP) (i),2003-03-02,triple jump,29,F,1
14.22,+0.9,Hao ZHANG,1978-02-26,CHN,Nanning (CHN),2003-06-28,triple jump,25,F,0
14.22,+2.4,Natalya KAYUKOVA,1966-12-10,RUS,Moskva (RUS),2003-07-27,triple jump,36,F,0
14.22,+1.7,Baya RAHOULI,1979-07-27,ALG,"Crystal Palace, London (GBR)",2003-08-08,triple jump,24,F,0
14.22,-0.5,Baya RAHOULI,1979-07-27,ALG,"Stade de France, Paris-St-Denis (FRA)",2003-08-24,triple jump,24,F,0
14.22,+6.0,Nicole MLADENIS,1975-09-22,AUS,Perth (AUS),2003-12-20,triple jump,28,F,0
14.22,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Bucureşti (ROU) (i),2004-01-24,triple jump,25,F,1
14.22,0.0,Olena HOVOROVA,1973-09-18,UKR,Zaporozhye (UKR) (i),2004-01-29,triple jump,30,F,1
14.22,0.0,Olga VASDEKI,1973-09-26,GRE,Peania (GRE) (i),2004-02-08,triple jump,30,F,1
14.22,+0.7,Tetyana SHCHURENKO,1976-02-26,UKR,Kyiv (UKR),2004-06-12,triple jump,28,F,0
14.22,+0.9,Carlota CASTREJANA,1973-04-25,ESP,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,triple jump,31,F,0
14.22,+1.3,Yusmay BICET,1983-12-08,CUB,Kazan (RUS),2004-07-09,triple jump,20,F,0
14.22,-0.5,Natallia SAFRONAVA,1974-04-11,BLR,"Olympic Stadium, Athina (GRE)",2004-08-23,triple jump,30,F,0
14.22,0.0,Viktoriya GUROVA,1982-05-22,RUS,Samara (RUS) (i),2005-02-02,triple jump,22,F,1
14.22,+1.1,Yusmay BICET,1983-12-08,CUB,Alcalá de Henáres (ESP),2005-06-18,triple jump,21,F,0
14.22,-0.3,Simona LA MANTIA,1983-04-14,ITA,"Stadio Olimpico, Roma (ITA)",2005-07-08,triple jump,22,F,0
14.22,-0.2,Qiuyan HUANG,1980-01-25,CHN,"Olympiastadion, Helsinki (FIN)",2005-08-06,triple jump,25,F,0
14.22,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Pireaus (GRE) (i),2006-02-25,triple jump,29,F,1
14.22,-0.3,Yamilé ALDAMA,1972-08-14,SUD,"National Stadium, Kingston (JAM)",2006-05-06,triple jump,33,F,0
14.22,+2.4,Irene DIMITRAKI,1980-08-08,GRE,Chania (GRE),2006-07-17,triple jump,25,F,0
14.22,+1.5,Magdelín MARTÍNEZ,1976-02-10,ITA,Padova (ITA),2007-07-28,triple jump,31,F,0
14.22,0.0,Biljana TOPIĆ,1977-10-17,SRB,Kalamata (GRE),2008-06-04,triple jump,30,F,0
14.22,-0.5,Yamilé ALDAMA,1972-08-14,SUD,Milano (ITA),2008-07-02,triple jump,35,F,0
14.22,+0.3,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2008-07-19,triple jump,25,F,0
14.22,+0.1,Yamilé ALDAMA,1972-08-14,SUD,"Stade Louis II, Monaco (MON)",2009-07-28,triple jump,36,F,0
14.22,0.0,Natalya ALEKSEYEVA,1986-11-28,RUS,Moskva (RUS) (i),2010-02-14,triple jump,23,F,1
14.22,+2.6,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2010-02-18,triple jump,25,F,0
14.22,0.0,Mabel GAY,1983-05-05,CUB,Madrid (ESP) (i),2010-02-20,triple jump,26,F,1
14.22,+1.6,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2010-05-21,triple jump,25,F,0
14.22,+1.7,Olga RYPAKOVA,1984-11-30,KAZ,Vila Real de Santo António (POR),2011-05-28,triple jump,26,F,0
14.22,0.0,Katja DEMUT,1983-12-21,GER,Kassel (GER),2011-07-24,triple jump,27,F,0
14.22,0.0,Yekaterina KONEVA,1988-09-25,RUS,Volgograd (RUS) (i),2012-01-21,triple jump,23,F,1
14.22,0.0,Yargelis SAVIGNE,1984-11-13,CUB,Düsseldorf (GER) (i),2012-02-10,triple jump,27,F,1
14.22,0.0,Yana BORODINA,1992-04-21,RUS,Moskva (RUS) (i),2012-02-24,triple jump,19,F,1
14.22,0.0,Mabel GAY,1983-05-05,CUB,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-09,triple jump,28,F,1
14.22,0.0,Zhanna KNYAZHEVA,1989-09-25,UKR,Yalta (UKR),2012-05-29,triple jump,22,F,0
14.22,+1.0,Anna KRYLOVA,1985-10-03,RUS,Moskva (RUS),2012-06-11,triple jump,26,F,0
14.22,-0.7,Athanasia PERRA,1983-02-02,GRE,"Olympiastadion, Helsinki (FIN)",2012-06-27,triple jump,29,F,0
14.22,+0.8,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Olympic Stadium, London (GBR)",2012-08-03,triple jump,31,F,0
14.22,0.0,Caterine IBARGUEN,1984-02-12,COL,Baie Mahault (FRA),2013-05-08,triple jump,29,F,0
14.22,+0.1,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2013-06-13,triple jump,30,F,0
14.22,+1.0,Nubia SOARES,1996-03-26,BRA,São Paulo (BRA),2014-10-12,triple jump,18,F,0
14.22,0.0,Susana COSTA,1984-09-22,POR,"Stade Senghor, Dakar (SEN)",2015-05-23,triple jump,30,F,0
14.22,-1.3,Hanna MINENKO,1989-09-25,ISR,"Bislett Stadion, Oslo (NOR)",2015-06-11,triple jump,25,F,0
14.22,+2.0,Simona LA MANTIA,1983-04-14,ITA,"Olympic Stadium, Cheboksary (RUS)",2015-06-20,triple jump,32,F,0
14.22,+2.0,Yosiris URRUTIA,1986-06-26,COL,"CIBC, Toronto (CAN)",2015-07-21,triple jump,29,F,0
14.22,+0.6,Kimberly WILLIAMS,1988-11-03,JAM,"Olympiastadion, Stockholm (SWE)",2015-07-30,triple jump,26,F,0
14.22,+1.2,Ana Lucia JOSE TIMA,1989-10-10,DOM,"Moratalaz, Madrid (ESP)",2016-06-23,triple jump,26,F,0
14.22,+2.0,Natallia VYATKINA,1987-02-10,BLR,Grodno (BLR),2016-06-24,triple jump,29,F,0
14.22,+0.5,Kimberly WILLIAMS,1988-11-03,JAM,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,triple jump,27,F,0
14.22,+0.7,Ana PELETEIRO,1995-12-02,ESP,Torrent (ESP),2017-07-02,triple jump,21,F,0
14.22,0.0,Rouguy DIALLO,1995-02-05,FRA,Val-de-Reuil (FRA) (i),2018-01-27,triple jump,22,F,1
14.22,0.0,Andreea PANȚUROIU,1995-02-24,ROU,Bucureşti (ROU) (i),2018-02-03,triple jump,22,F,1
14.22,0.0,Ana PELETEIRO,1995-12-02,ESP,Valencia (ESP) (i),2018-02-17,triple jump,22,F,1
14.22,-0.8,Ana Lucia JOSE TIMA,1989-10-10,DOM,Kingston (JAM),2018-06-09,triple jump,28,F,0
14.22,+2.8,Imani OLIVER,1993-03-07,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21,triple jump,25,F,0
14.22,0.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Ostrava (CZE),2018-09-08,triple jump,29,F,0
14.22,0.0,Patrícia MAMONA,1988-11-21,POR,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",2019-02-20,triple jump,30,F,1
14.22,+1.6,Gabriela PETROVA,1992-06-29,BUL,"Paavo Nurmen Stadion, Turku (FIN)",2019-06-11,triple jump,26,F,0
14.22,+1.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Patra (GRE),2019-07-27,triple jump,30,F,0
14.22,0.0,Patrícia MAMONA,1988-11-21,POR,"Estádio Municipal de Leiria, Pombal (POR) (i)",2020-02-08,triple jump,31,F,1
14.22,+0.5,Neja FILIPIČ,1995-04-22,SLO,"Atletski stadion Poljane, Maribor (SLO)",2020-06-23,triple jump,25,F,0
14.22,0.0,Tori FRANKLIN,1992-10-07,USA,"Gallur, Madrid (ESP) (i)",2021-02-24,triple jump,28,F,1
14.22,0.0,Senni SALMINEN,1996-01-29,FIN,"Arena, Toruń (POL) (i)",2021-03-06,triple jump,25,F,1
14.22,+1.2,Thea LAFOND,1994-04-05,DMA,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,triple jump,27,F,0
14.22,+0.5,Naomi OGBETA,1998-04-18,GBR,"Paavo Nurmen Stadion, Turku (FIN)",2021-06-08,triple jump,23,F,0
14.22,+0.1,Davisleydi VELAZCO,1999-09-04,CUB,"Estadio Panamericano, La Habana (CUB)",2022-03-19,triple jump,22,F,0
14.22,+1.7,Ottavia CESTONARO,1995-01-12,ITA,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,triple jump,27,F,0
14.22,+0.1,Patrícia MAMONA,1988-11-21,POR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,triple jump,33,F,0
14.22,+0.6,Tori FRANKLIN,1992-10-07,USA,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,triple jump,30,F,0
14.22,-1.6,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Estadio Panamericano, La Habana (CUB)",2023-10-20,triple jump,21,F,0
14.22,-1.2,Thea LAFOND,1994-04-05,DMA,"National Stadium, Kingston (JAM)",2024-05-11,triple jump,30,F,0
14.22,+0.2,Keturah ORJI,1996-03-05,USA,"Hayward Field, Eugene, OR (USA)",2024-06-22,triple jump,28,F,0
14.22,+0.9,Gabriele SANTOS,1995-02-23,BRA,"COTP Stadium, São Paulo (BRA)",2024-08-23,triple jump,29,F,0
14.22,0.0,Shanieka RICKETTS,1992-02-02,JAM,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,triple jump,32,F,0
14.22,+0.6,Jasmine MOORE,2001-05-01,USA,"National Stadium, Tokyo (JPN)",2025-09-16,triple jump,24,F,0
14.21,+4.3,Sheila HUDSON,1967-06-30,USA,Stockholm (SWE),1994-07-12,triple jump,27,F,0
14.21,0.0,Mariya SOKOVA,1970-09-02,RUS,Gateshead (GBR),1995-07-02,triple jump,24,F,0
14.21,0.0,Olena HOVOROVA,1973-09-18,UKR,Zaporozhye (UKR) (i),1996-02-17,triple jump,22,F,1
14.21,0.0,Sheila HUDSON,1967-06-30,USA,"Atlanta, GA (USA) (i)",1996-03-02,triple jump,28,F,1
14.21,+0.5,Ashia HANSEN,1971-12-05,GBR,Bratislava (SVK),1996-05-29,triple jump,24,F,0
14.21,+0.1,Rodica MATEESCU,1971-03-13,ROU,"Olympic Stadium, Atlanta, GA (USA)",1996-07-31,triple jump,25,F,0
14.21,+0.1,Olena HOVOROVA,1973-09-18,UKR,Bruxelles (BEL),1997-08-22,triple jump,23,F,0
14.21,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Stuttgart (GER) (i),1998-02-01,triple jump,26,F,1
14.21,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Bucureşti (ROU),1998-06-21,triple jump,19,F,0
14.21,+2.5,Jelena BLAZEVICA,1970-05-11,LAT,Riga (LAT),1998-06-22,triple jump,28,F,0
14.21,-0.2,Iva PRANDZHEVA,1972-02-15,BUL,"Stadio Olimpico, Roma (ITA)",1999-07-07,triple jump,27,F,0
14.21,+4.1,Natallia SAFRONAVA,1974-04-11,BLR,Palma de Mallorca (ESP),1999-07-11,triple jump,25,F,0
14.21,+0.4,Mariya SOKOVA,1970-09-02,UZB,Tula (RUS),1999-07-31,triple jump,28,F,0
14.21,-0.6,Yelena LEBEDYENKO,1971-01-16,RUS,Köln (GER),1999-08-08,triple jump,28,F,0
14.21,0.0,Olena HOVOROVA,1973-09-18,UKR,"La Cartuja, Sevilla (ESP)",1999-08-22,triple jump,25,F,0
14.21,0.0,Natallia SAFRONAVA,1974-04-11,BLR,Minsk (BLR),2000-05-21,triple jump,26,F,0
14.21,-0.6,Chunqing MIAO,1979-02-27,CHN,Jinzhou (CHN),2000-06-08,triple jump,21,F,0
14.21,+2.0,Mariya DIMITROVA,1976-08-07,BUL,Ljubljana (SLO),2000-06-10,triple jump,23,F,0
14.21,+1.6,Olga RUBLYOVA,1974-10-28,RUS,Rostov (RUS),2000-06-28,triple jump,25,F,0
14.21,0.0,Yamilé ALDAMA,1972-08-14,CUB,Athina (GRE),2000-06-28,triple jump,27,F,0
14.21,0.0,Galina SHAROVA,1979-01-30,RUS,Moskva (RUS),2001-06-23,triple jump,22,F,0
14.21,0.0,Magdelín MARTÍNEZ,1976-02-10,ITA,Nice (FRA),2001-07-09,triple jump,25,F,0
14.21,+1.0,Anna PYATYKH,1981-04-04,RUS,Tula (RUS),2001-07-15,triple jump,20,F,0
14.21,0.0,Cristina NICOLAU,1977-08-09,ROU,Bucureşti (ROU) (i),2002-02-16,triple jump,24,F,1
14.21,0.0,Ashia HANSEN,1971-12-05,GBR,Pireaus (GRE) (i),2002-02-20,triple jump,30,F,1
14.21,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Pireaus (GRE) (i),2002-02-20,triple jump,25,F,1
14.21,0.0,Oksana ROGOVA,1978-10-07,RUS,Liévin (FRA) (i),2002-02-24,triple jump,23,F,1
14.21,-0.9,Maurren Higa MAGGI,1976-06-25,BRA,Sâo Caetano do Sul (BRA),2002-03-09,triple jump,25,F,0
14.21,+4.7,Nicole MLADENIS,1975-09-22,AUS,Perth (AUS),2002-03-16,triple jump,26,F,0
14.21,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Cuxhaven (GER),2002-07-20,triple jump,25,F,0
14.21,-0.1,Simona LA MANTIA,1983-04-14,ITA,Palermo (ITA),2003-05-17,triple jump,20,F,0
14.21,-0.1,Yelena OLEYNIKOVA,1976-12-09,RUS,"Arsenal Stadium, Tula (RUS)",2003-06-08,triple jump,26,F,0
14.21,+2.1,Viktoriya GUROVA,1982-05-22,RUS,Cheboksary (RUS),2003-06-27,triple jump,21,F,0
14.21,+0.6,Anastasiya ZHURAVLYEVA,1981-10-09,UZB,Tashkent (UZB),2003-09-05,triple jump,21,F,0
14.21,0.0,Anastasiya ZHURAVLYEVA,1981-10-09,UZB,Manila (PHI),2003-09-20,triple jump,21,F,0
14.21,0.0,Mariana SOLOMON,1980-09-08,ROU,Bucureşti (ROU) (i),2004-02-14,triple jump,23,F,1
14.21,0.0,Anna PYATYKH,1981-04-04,RUS,Tallinn (EST) (i),2004-02-25,triple jump,22,F,1
14.21,+1.6,Irene DIMITRAKI,1980-08-08,GRE,"Filothei Stadium, Athina (GRE)",2004-05-26,triple jump,23,F,0
14.21,+1.0,Simona LA MANTIA,1983-04-14,ITA,Lignano (ITA),2004-06-06,triple jump,21,F,0
14.21,0.0,Mariana SOLOMON,1980-09-08,ROU,Bucureşti (ROU),2004-08-08,triple jump,23,F,0
14.21,0.0,Natallia SAFRONAVA,1974-04-11,BLR,Rovereto (ITA),2004-09-08,triple jump,30,F,0
14.21,0.0,Carlota CASTREJANA,1973-04-25,ESP,Madrid (ESP) (i),2005-02-24,triple jump,31,F,1
14.21,+1.6,Mabel GAY,1983-05-05,CUB,Padova (ITA),2005-07-03,triple jump,22,F,0
14.21,-0.2,Yelena IVANOVA,1979-03-16,RUS,Tula (RUS),2005-07-13,triple jump,26,F,0
14.21,+0.6,Qiuyan HUANG,1980-01-25,CHN,"Olympiastadion, Helsinki (FIN)",2005-08-07,triple jump,25,F,0
14.21,+0.5,Magdelín MARTÍNEZ,1976-02-10,ITA,Rieti (ITA),2005-08-28,triple jump,29,F,0
14.21,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-10,triple jump,24,F,1
14.21,+0.1,Tereza MARINOVA,1977-09-25,BUL,Thessaloniki (GRE),2006-06-17,triple jump,28,F,0
14.21,0.0,Simona LA MANTIA,1983-04-14,ITA,Torino (ITA),2006-07-08,triple jump,23,F,0
14.21,+0.3,Natallia SAFRONAVA,1974-04-11,BLR,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,triple jump,32,F,0
14.21,0.0,Natallia SAFRONAVA,1974-04-11,BLR,"Stadio Quercia, Rovereto (ITA)",2006-08-30,triple jump,32,F,0
14.21,+1.8,Dailenys ALCÁNTARA,1991-08-10,CUB,La Habana (CUB),2007-03-01,triple jump,15,F,0
14.21,+1.1,Olha SALADUKHA,1983-06-04,UKR,Athina (GRE),2007-05-30,triple jump,23,F,0
14.21,+2.6,Adelina GAVRILĂ,1978-11-26,ROU,Istanbul (TUR),2007-06-30,triple jump,28,F,0
14.21,+0.4,Yargelis SAVIGNE,1984-11-13,CUB,"Stade Olympique de la Pontaise, Lausanne (SUI)",2007-07-10,triple jump,22,F,0
14.21,-0.3,Chinoye OHADUGHA,1986-03-24,NGR,Algiers (ALG),2007-07-18,triple jump,21,F,0
14.21,-0.7,Yelena IVANOVA,1979-03-16,RUS,Tula (RUS),2007-08-03,triple jump,28,F,0
14.21,0.0,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2008-06-07,triple jump,23,F,0
14.21,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Istanbul (TUR),2008-06-21,triple jump,29,F,0
14.21,-0.2,Alsu MURTAZINA,1987-12-12,RUS,Tula (RUS),2008-07-06,triple jump,20,F,0
14.21,+3.5,Gisele LIMA DE OLIVEIRA,1980-08-01,BRA,Thessaloniki (GRE),2008-07-09,triple jump,27,F,0
14.21,-0.6,Biljana TOPIĆ,1977-10-17,SRB,Athina (GRE),2009-05-27,triple jump,31,F,0
14.21,+0.1,Trecia Kaye SMITH,1975-11-05,JAM,"Olympiastadion, Berlin (GER)",2009-08-15,triple jump,33,F,0
14.21,+1.0,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Sochi (RUS),2010-05-28,triple jump,23,F,0
14.21,+2.7,Anna PYATYKH,1981-04-04,RUS,"FBK Stadium, Hengelo (NED)",2010-05-30,triple jump,29,F,0
14.21,+0.9,Andriyana BANOVA,1987-05-01,BUL,Sofia (BUL),2010-06-13,triple jump,23,F,0
14.21,+1.9,Snežana VUKMIROVIČ,1982-08-19,SLO,"Puskás Ferenc Stadion, Budapest (HUN)",2010-06-19,triple jump,27,F,0
14.21,+0.4,Svetlana BOLSHAKOVA,1984-10-14,BEL,Liège (BEL),2010-07-13,triple jump,25,F,0
14.21,+2.7,Dailenys ALCÁNTARA,1991-08-10,CUB,São Paulo (BRA),2011-05-22,triple jump,19,F,0
14.21,+2.1,Valeriya ZAVYALOVA,1988-01-16,RUS,Krasnodar (RUS),2011-06-01,triple jump,23,F,0
14.21,+1.3,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Olympiastadion, Stockholm (SWE)",2011-07-29,triple jump,30,F,0
14.21,+0.1,Cristina-Ioana BUJIN,1988-04-12,ROU,"National Stadium, Shenzhen (CHN)",2011-08-20,triple jump,23,F,0
14.21,+0.1,Nataliya YASTREBOVA,1984-10-12,UKR,"DS, Daegu (KOR)",2011-08-30,triple jump,26,F,0
14.21,+0.1,Biljana TOPIĆ,1977-10-17,SRB,"DS, Daegu (KOR)",2011-08-30,triple jump,33,F,0
14.21,0.0,Limei XIE,1986-06-27,CHN,Nanjing (CHN) (i),2012-02-14,triple jump,25,F,1
14.21,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-09,triple jump,30,F,1
14.21,0.0,Anna KRYLOVA,1985-10-03,RUS,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-10,triple jump,26,F,1
14.21,+1.0,Katja DEMUT,1983-12-21,GER,Wesel (GER),2012-05-28,triple jump,28,F,0
14.21,-0.9,Francoise MBANGO ETONE,1976-04-14,FRA,Reims (FRA),2012-07-04,triple jump,36,F,0
14.21,+1.2,Patrícia MAMONA,1988-11-21,POR,Lisboa (POR),2012-07-08,triple jump,23,F,0
14.21,0.0,Veronika SEMASHKO,1990-10-17,RUS,"Scandinavium, Göteborg (SWE) (i)",2013-03-03,triple jump,22,F,1
14.21,+0.3,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Patra (GRE),2013-06-12,triple jump,24,F,0
14.21,+3.4,Keila COSTA,1983-02-06,BRA,Cartagena de Indias (COL),2013-07-05,triple jump,30,F,0
14.21,-0.4,Anna JAGACIAK,1990-02-10,POL,"Central Stadium, Kazan (RUS)",2013-07-11,triple jump,23,F,0
14.21,-0.5,Hanna MINENKO,1989-09-25,ISR,"Boudewijnstadion, Bruxelles (BEL)",2013-09-06,triple jump,23,F,0
14.21,-0.9,Kimberly WILLIAMS,1988-11-03,JAM,"Hampden Park, Glasgow (GBR)",2014-07-29,triple jump,25,F,0
14.21,-0.1,Yekaterina KONEVA,1988-09-25,RUS,"Letzigrund, Zürich (SUI)",2014-08-13,triple jump,25,F,0
14.21,-0.1,Yosiris URRUTIA,1986-06-26,COL,"Boudewijnstadion, Bruxelles (BEL)",2014-09-05,triple jump,28,F,0
14.21,0.0,Natallia VYATKINA,1987-02-10,BLR,"O2 Arena, Praha (CZE) (i)",2015-03-07,triple jump,28,F,1
14.21,0.0,Gabriela PETROVA,1992-06-29,BUL,"O2 Arena, Praha (CZE) (i)",2015-03-07,triple jump,22,F,1
14.21,0.0,Yanmei LI,1990-02-06,CHN,Xianlin (CHN) (i),2015-03-09,triple jump,25,F,1
14.21,+2.1,Keila COSTA,1983-02-06,BRA,"Hayward Field, Eugene, OR (USA)",2015-05-30,triple jump,32,F,0
14.21,+1.7,Dovilė DZINDZALETAITĖ,1993-07-14,LTU,Bilbao (ESP),2015-06-20,triple jump,21,F,0
14.21,+3.3,Ana Lucia JOSE TIMA,1989-10-10,DOM,San José (CRC),2015-08-07,triple jump,25,F,0
14.21,0.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Bucureşti (ROU) (i),2016-02-20,triple jump,26,F,1
14.21,0.0,Yulimar ROJAS,1995-10-21,VEN,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,triple jump,20,F,0
14.21,+0.3,Kimberly WILLIAMS,1988-11-03,JAM,"Stadio Olimpico, Roma (ITA)",2017-06-08,triple jump,28,F,0
14.21,+0.3,Paraskevi PAPACHRISTOU,1989-04-17,GRE,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2017-07-16,triple jump,28,F,0
14.21,+2.4,Viyaleta SKVARTSOVA,1998-04-15,BLR,"Stadio Zecchini, Grosseto (ITA)",2017-07-21,triple jump,19,F,0
14.21,+1.1,Darya NIDBAYKINA,1994-12-26,RUS,Zhukovskiy (RUS),2017-07-30,triple jump,22,F,0
14.21,+1.1,Shanieka RICKETTS,1992-02-02,JAM,"Olympic Stadium, London (GBR)",2017-08-05,triple jump,25,F,0
14.21,-1.5,Caterine IBARGUEN,1984-02-12,COL,"Olympic Stadium, London (GBR)",2017-08-05,triple jump,33,F,0
