Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score,Age_category,Event
1719,6.87,+3.2,Brigitte WUJAK,06 MAR 1955,GDR,1,,Dresden (GER),30 JUN 1977,1170,senior,long jump
1719,6.87,+2.9,Angela VOIGT,18 MAY 1951,GDR,1,,Dresden (GER),12 AUG 1978,1172,senior,long jump
1719,6.87,+0.4,Sigrun SIEGL,29 OCT 1954,GDR,5,,"Lenin Stadium, Moskva (URS)",31 JUL 1980,1189,senior,long jump
1719,6.87,,Yelena CHICHEROVA,09 AUG 1958,URS,1,,Krasnodar (URS),06 AUG 1983,1189,senior,long jump
1719,6.87,,Helga RADTKE,16 MAY 1962,GDR,2,,Senftenberg (GER) (i),02 FEB 1985,1189,senior,long jump
1719,6.87,,Irena OZHENKO,13 NOV 1962,URS,1,,Lipetsk (URS),18 JUL 1986,1189,senior,long jump
1719,6.87,NWI,Lyudmila NINOVA,25 JUN 1960,BUL,1,,Praha (TCH),23 JUN 1987,1159,senior,long jump
1719,6.87,NWI,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,2,,London (GBR),10 JUL 1987,1159,senior,long jump
1719,6.87,NWI,Marieta ILCU,16 OCT 1962,ROU,2,,Bucureşti (ROU),19 JUN 1988,1159,senior,long jump
1719,6.87,+0.1,Nicole BOEGMAN,05 MAR 1967,AUS,1,,Gateshead (GBR),14 AUG 1988,1189,senior,long jump
1719,6.87,+3.1,Anke BEHMER,05 JUN 1961,GDR,2,,Berlin (GER),13 SEP 1988,1171,senior,long jump
1719,6.87,NWI,Helga RADTKE,16 MAY 1962,GDR,2,,Bryansk (URS),15 JUL 1989,1159,senior,long jump
1719,6.87,NWI,Marieta ILCU,16 OCT 1962,ROU,4,,Gateshead (GBR),06 AUG 1989,1159,senior,long jump
1719,6.87,+1.9,Larisa BEREZHNAYA,28 FEB 1961,URS,2q1,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1189,senior,long jump
1719,6.87,+0.5,Heike DRECHSLER,16 DEC 1964,GER,1q2,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1189,senior,long jump
1719,6.87,,Irina MUSHAYILOVA,06 JAN 1967,RUS,2,,Zürich (SUI),04 AUG 1993,1189,senior,long jump
1719,6.87,+0.5,Larisa BEREZHNAYA,28 FEB 1961,UKR,1q2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1189,senior,long jump
1719,6.87,-0.2,Olga RUBLYOVA,28 OCT 1974,RUS,1,,St. Petersburg (RUS),04 JUL 1996,1190,senior,long jump
1719,6.87,+3.1,Heike DRECHSLER,16 DEC 1964,GER,2,,"Arena Civica Gianni Brera, Milano (ITA)",07 SEP 1996,1171,senior,long jump
1719,6.87,0.0,Dawn BURRELL,01 NOV 1973,USA,2,,"Philadelphia, PA (USA)",25 APR 1998,1189,senior,long jump
1719,6.87,+0.4,Heike DRECHSLER,16 DEC 1964,GER,3,,Sevilla (ESP),30 MAY 1998,1189,senior,long jump
1719,6.87,+0.5,Lacena GOLDING-CLARKE,20 MAR 1975,JAM,1,,Kingston (JAM),27 JUN 1998,1189,senior,long jump
1719,6.87,+1.0,Dawn BURRELL,01 NOV 1973,USA,2,,Linz (AUT),05 JUL 1998,1189,senior,long jump
1719,6.87,+0.4,Adrien SAWYER,13 DEC 1975,USA,2,,Milano (ITA),09 JUN 1999,1189,senior,long jump
1719,6.87,-0.4,Tatyana KOTOVA,11 DEC 1976,RUS,2,,Nürnberg (GER),13 JUN 1999,1191,senior,long jump
1719,6.87,+0.1,Heike DRECHSLER,16 DEC 1964,GER,3,,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1189,senior,long jump
1719,6.87,+1.4,Heike DRECHSLER,16 DEC 1964,GER,2,,Jena (GER),03 JUN 2000,1189,senior,long jump
1719,6.87,+1.2,Meosha HUBBARD,,USA,1,,"Flagstaff, AZ (USA)",06 JUL 2000,1189,senior,long jump
1719,6.87,+1.2,Olga RUBLYOVA,28 OCT 1974,RUS,1,,"International Stadium, Gateshead (GBR)",16 JUL 2000,1189,senior,long jump
1719,6.87,+2.8,Shana WILLIAMS,07 APR 1972,USA,3,,"Sacramento, CA (USA)",16 JUL 2000,1173,senior,long jump
1719,6.87,+2.1,Viorica ŢIGĂU,12 AUG 1979,ROU,1,,Bucureşti (ROU),06 AUG 2000,1177,senior,long jump
1719,6.87,+0.6,Niurka MONTALVO,04 JUN 1968,ESP,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 OCT 2000,1189,senior,long jump
1719,6.87,,Fiona MAY,12 DEC 1969,ITA,4,,"Atlantic Pavillion, Lisboa (POR) (i)",10 MAR 2001,1189,senior,long jump
1719,6.87,+1.2,Erica JOHANSSON,05 FEB 1974,SWE,1,,Fort-de-France (FRA),28 APR 2001,1189,senior,long jump
1719,6.87,+2.7,Jade JOHNSON,07 JUN 1980,GBR,1,,Bedford (GBR),28 MAY 2001,1173,senior,long jump
1719,6.87,-0.3,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Sevilla (ESP),08 JUN 2001,1190,senior,long jump
1719,6.87,+1.4,Eunice BARBER,17 NOV 1974,FRA,1,,Strasbourg (FRA),19 JUN 2001,1189,senior,long jump
1719,6.87,+3.1,Elva GOULBOURNE,21 JAN 1980,JAM,1,,Kingston (JAM),20 JUN 2002,1171,senior,long jump
1719,6.87,-0.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Gateshead (GBR),27 JUN 2004,1191,senior,long jump
1719,6.87,+2.1,Grace UPSHAW,25 SEP 1975,USA,3,,Madrid (ESP),16 JUL 2005,1177,senior,long jump
1719,6.87,+2.8,Niurka MONTALVO,04 JUN 1968,ESP,4,,Madrid (ESP),16 JUL 2005,1173,senior,long jump
1719,6.87,+0.2,Carolina KLÜFT,02 FEB 1983,SWE,1ce1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1189,senior,long jump
1719,6.87,+2.7,Viktoriya RYBALKO,26 OCT 1982,UKR,1,,Kyiv (UKR),21 JUL 2006,1173,senior,long jump
1719,6.87,+2.2,Chelsea HAMMOND,02 AUG 1983,JAM,1,,Kingston (JAM),22 JUN 2007,1176,senior,long jump
1719,6.87,-1.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Tallinn (EST),22 JUL 2007,1200,senior,long jump
1719,6.87,+0.7,Naide GOMES,20 NOV 1979,POR,4,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1189,senior,long jump
1719,6.87,,Olga KUCHERENKO,05 NOV 1985,RUS,1,,Krasnodar (RUS) (i),15 JAN 2008,1189,senior,long jump
1719,6.87,,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2008,1189,senior,long jump
1719,6.87,,Brittney REESE,09 SEP 1986,USA,1,,"Fayetteville, AR (USA) (i)",02 MAR 2008,1189,senior,long jump
1719,6.87,+0.4,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,São Paulo (BRA),22 MAY 2008,1189,senior,long jump
1719,6.87,+1.9,Carolina KLÜFT,02 FEB 1983,SWE,1,,Istanbul (TUR),22 JUN 2008,1189,senior,long jump
1719,6.87,+1.1,Brittney REESE,09 SEP 1986,USA,1q2,,"National Stadium, Beijing (CHN)",19 AUG 2008,1189,senior,long jump
1719,6.87,,Ksenija BALTA,01 NOV 1986,EST,1,,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1189,senior,long jump
1719,6.87,+1.7,Karin MEY MELIS,31 MAY 1983,TUR,1,,Leverkusen (GER),31 JUL 2009,1189,senior,long jump
1719,6.87,,Darya KLISHINA,15 JAN 1991,RUS,1,,Moskva (RUS) (i),07 FEB 2010,1189,senior,long jump
1719,6.87,,Blessing OKAGBARE,09 OCT 1988,NGR,1f1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1189,senior,long jump
1719,6.87,+5.0,Funmi JIMOH,29 MAY 1984,USA,1,,Dakar (SEN),24 APR 2010,1159,senior,long jump
1719,6.87,+2.6,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1q1,,"Estadio Olímpico, Barcelona (ESP)",27 JUL 2010,1174,senior,long jump
1719,6.87,+0.1,Ksenija BALTA,01 NOV 1986,EST,1,,Tallinn (EST),08 AUG 2010,1189,senior,long jump
1719,6.87,+1.5,Maurren Higa MAGGI,25 JUN 1976,BRA,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2011,1189,senior,long jump
1719,6.87,-0.1,Funmi JIMOH,29 MAY 1984,USA,2,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1189,senior,long jump
1719,6.87,+1.3,Brianna GLENN,18 APR 1980,USA,,,"Chula Vista, CA (USA)",16 JUN 2011,1189,senior,long jump
1719,6.87,+2.0,Viktoriya RYBALKO,26 OCT 1982,UKR,1,,Donetsk (UKR),03 AUG 2011,1189,senior,long jump
1719,6.87,+4.8,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"Gainesville, FL (USA)",21 APR 2012,1161,senior,long jump
1719,6.87,+4.1,Caterine IBARGUEN,12 FEB 1984,COL,1,,Bogotá (COL),30 JUN 2012,1165,senior,long jump
1719,6.87,+0.4,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,3,,Cheboksary (RUS),04 JUL 2012,1189,senior,long jump
1719,6.87,-1.2,Yelena SOKOLOVA,23 JUL 1986,RUS,4,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1196,senior,long jump
1719,6.87,,Svetlana BIRYUKOVA,01 APR 1991,RUS,1,,Moskva (RUS) (i),18 FEB 2014,1189,senior,long jump
1719,6.87,+2.6,Brittney REESE,09 SEP 1986,USA,1,,"Chula Vista, CA (USA)",24 APR 2014,1174,senior,long jump
1719,6.87,+1.0,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1189,senior,long jump
1719,6.87,+2.3,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,2,,"Eintracht-Stadion, Braunschweig (GER)",22 JUN 2014,1176,senior,long jump
1719,6.87,-0.2,Brittney REESE,09 SEP 1986,USA,2,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1190,senior,long jump
1719,6.87,+0.2,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1189,senior,long jump
1719,6.87,0.0,Yuliya PIDLUZHNAYA,01 OCT 1988,RUS,1,,Cheboksary (RUS),04 AUG 2015,1189,senior,long jump
1719,6.87,+0.1,Lorraine UGEN,22 AUG 1991,GBR,1q2,,"National Stadium, Beijing (CHN)",27 AUG 2015,1189,senior,long jump
1719,6.87,+1.6,Brittney REESE,09 SEP 1986,USA,,,"Chula Vista, CA (USA)",26 JUN 2016,1189,senior,long jump
1719,6.87,-0.3,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1q1,,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,1190,senior,long jump
1719,6.87,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Berlin (GER) (i),10 FEB 2017,1189,senior,long jump
1719,6.87,+0.7,Brittney REESE,09 SEP 1986,USA,2,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1189,senior,long jump
1719,6.87,+0.5,Caterine IBARGUEN,12 FEB 1984,COL,1,,Marseille (FRA),16 JUN 2018,1189,senior,long jump
1719,6.87,-1.4,Caterine IBARGUEN,12 FEB 1984,COL,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1197,senior,long jump
1719,6.87,+1.3,Florentina Costina IUSCO,08 APR 1996,ROU,1,,Cluj-Napoca (ROU),08 JUN 2019,1189,senior,long jump
1719,6.87,-0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1190,senior,long jump
1719,6.87,+2.8,Christabel NETTEY,02 JUN 1991,CAN,1,,"CVEATC, Chula Vista, CA (USA)",29 MAY 2022,1173,senior,long jump
1719,6.87,+0.8,Brooke BUSCHKUEHL,12 JUL 1993,AUS,5,,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1189,senior,long jump
1719,6.87,+2.7,Khaddi SAGNIA,20 APR 1994,SWE,6,,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1173,senior,long jump
1719,6.87,-0.5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2q1,,"Olympiastadion, München (GER)",16 AUG 2022,1192,senior,long jump
1719,6.87,,Ruth USORO,08 OCT 1997,NGR,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",27 JAN 2023,1189,senior,long jump
1719,6.87,,Malaika MIHAMBO,03 FEB 1994,GER,2q1,,"Ataköy Arena, Istanbul (TUR) (i)",04 MAR 2023,1189,senior,long jump
1719,6.87,-0.7,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1193,senior,long jump
1719,6.87,-0.1,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1q1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",19 AUG 2023,1189,senior,long jump
1719,6.87,,Ruth USORO,08 OCT 1997,NGR,1f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1189,senior,long jump
1719,6.87,-1.2,Natalia LINARES,03 JAN 2003,COL,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1196,senior,long jump
1719,6.87,-0.1,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Olympic Stadium, London (GBR)",20 JUL 2024,1189,senior,long jump
1719,6.87,+0.1,Larissa IAPICHINO,18 JUL 2002,ITA,1q2,,"Stade de France, Paris (FRA)",06 AUG 2024,1189,senior,long jump
1719,6.87,-0.1,Larissa IAPICHINO,18 JUL 2002,ITA,4,,"Stade de France, Paris (FRA)",08 AUG 2024,1189,senior,long jump
1816,6.86,+5.6,Heidemarie WYCISK,02 FEB 1949,GDR,2,,Dresden (GER),09 MAY 1976,1154,senior,long jump
1816,6.86,,Sigrid ULBRICHT,25 JUL 1958,GDR,1,,Zagreb (CRO),15 AUG 1981,1187,senior,long jump
1816,6.86,,Heike DAUTE,16 DEC 1964,GDR,1,,Senftenberg (GER) (i),19 FEB 1983,1187,senior,long jump
1816,6.86,,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Praha (TCH),24 JUL 1983,1187,senior,long jump
1816,6.86,-0.2,Sabine PAETZ,16 OCT 1957,GDR,ce,,Potsdam (GDR),06 MAY 1984,1188,senior,long jump
1816,6.86,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,4,,Kiev (URS),23 JUN 1984,1187,senior,long jump
1816,6.86,+1.5,Robyn LORRAWAY,20 JUL 1961,AUS,1,,Canberra (AUS),23 FEB 1986,1187,senior,long jump
1816,6.86,,Lyudmila NINOVA,25 JUN 1960,BUL,1,,Budapest (HUN),06 JUL 1987,1187,senior,long jump
1816,6.86,0.0,Galina CHISTYAKOVA,26 JUL 1962,URS,2q1,,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1187,senior,long jump
1816,6.86,+2.9,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1q2,,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1170,senior,long jump
1816,6.86,,Yelena MEDVEDYEVA,09 JUL 1965,URS,1,,Vilnius (LTU) (i),30 JAN 1988,1187,senior,long jump
1816,6.86,,Larisa BEREZHNAYA,28 FEB 1961,URS,3,,Moskva (URS) (i),21 FEB 1988,1187,senior,long jump
1816,6.86,+0.5,Olena SEMIRAZ,21 NOV 1965,URS,2,,Kharkov (URS),18 JUN 1988,1187,senior,long jump
1816,6.86,,Anna BIRYUKOVA,27 SEP 1967,URS,4,,Gomel (BLR) (i),04 FEB 1989,1187,senior,long jump
1816,6.86,,Yolanda CHEN,26 JUL 1961,URS,2,,"Sporthal Houtrust, Den Haag (NED) (i)",18 FEB 1989,1187,senior,long jump
1816,6.86,,Marieta ILCU,16 OCT 1962,ROU,2,,"Budapest Sportcsarnok, Budapest (HUN) (i)",04 MAR 1989,1187,senior,long jump
1816,6.86,+4.3,Nijolé MEDVEDEVA,20 OCT 1960,URS,3,,Volgograd (URS),11 JUN 1989,1162,senior,long jump
1816,6.86,,Marieta ILCU,16 OCT 1962,ROU,1,,"Letzigrund, Zürich (SUI)",16 AUG 1989,1187,senior,long jump
1816,6.86,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Karlsruhe (GER) (i),11 FEB 1990,1187,senior,long jump
1816,6.86,+0.3,Fiona MAY,12 DEC 1969,GBR,1,,Edinburgh (GBR),06 JUL 1990,1187,senior,long jump
1816,6.86,+1.5,Irina MUSHAYILOVA,06 JAN 1967,EUN,1q2,,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,1187,senior,long jump
1816,6.86,,Ludmila NINOVA,25 JUN 1960,AUT,4,,Zürich (SUI),19 AUG 1992,1187,senior,long jump
1816,6.86,w,Daphne SAUNDERS,18 DEC 1971,BAH,1,,"Knoxville, TN (USA)",15 MAY 1993,1157,senior,long jump
1816,6.86,+1.1,Fiona MAY,12 DEC 1969,GBR,3,,Sestriere (ITA),28 JUL 1993,1187,senior,long jump
1816,6.86,+0.5,Niurka MONTALVO,04 JUN 1968,CUB,2,,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1187,senior,long jump
1816,6.86,,Heike DRECHSLER,16 DEC 1964,GER,1,,Chemnitz (GER) (i),26 JAN 1996,1187,senior,long jump
1816,6.86,+1.1,Fiona MAY,12 DEC 1969,ITA,1,,Rio de Janeiro (BRA),05 MAY 1996,1187,senior,long jump
1816,6.86,+1.9,Natallia SAZANOVICH,15 AUG 1973,BLR,1,,Gomel (BLR),22 JUN 1996,1187,senior,long jump
1816,6.86,+3.9,Fiona MAY,12 DEC 1969,ITA,2,,Padova (ITA),07 JUL 1996,1164,senior,long jump
1816,6.86,+0.2,Fiona MAY,12 DEC 1969,ITA,3,,"Arena Civica Gianni Brera, Milano (ITA)",07 SEP 1996,1187,senior,long jump
1816,6.86,,Fiona MAY,12 DEC 1969,ITA,1,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",09 MAR 1997,1187,senior,long jump
1816,6.86,+1.3,Niki XANTHOU,11 OCT 1973,GRE,2,,Chania (GRE),31 MAY 1997,1187,senior,long jump
1816,6.86,+1.5,Susen TIEDTKE,23 JAN 1969,GER,1,,Frankfurt (GER),28 JUN 1997,1187,senior,long jump
1816,6.86,0.0,Yingnan GUAN,25 APR 1977,CHN,2,,Shanghai (CHN),22 OCT 1997,1187,senior,long jump
1816,6.86,,Eunice BARBER,17 NOV 1974,SLE,1,,Bordeaux (FRA) (i),15 FEB 1998,1187,senior,long jump
1816,6.86,+1.9,Nicole BOEGMAN,05 MAR 1967,AUS,2,,"Eugene, OR (USA)",31 MAY 1998,1187,senior,long jump
1816,6.86,+0.4,Niurka MONTALVO,04 JUN 1968,CUB,3,,Ingolstadt (GER),26 JUL 1998,1187,senior,long jump
1816,6.86,,Tatyana KOTOVA,11 DEC 1976,RUS,1,,"Green Dome, Maebashi (JPN) (i)",06 MAR 1999,1187,senior,long jump
1816,6.86,-0.3,Eunice BARBER,17 NOV 1974,FRA,1ce1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1188,senior,long jump
1816,6.86,,Heike DRECHSLER,16 DEC 1964,GER,2,,"Topsporthal Vlaanderen, Gent (BEL) (i)",27 FEB 2000,1187,senior,long jump
1816,6.86,+2.0,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Kyiv (UKR),05 AUG 2000,1187,senior,long jump
1816,6.86,+0.3,Fiona MAY,12 DEC 1969,ITA,3,,Zürich (SUI),11 AUG 2000,1187,senior,long jump
1816,6.86,+1.8,Niurka MONTALVO,04 JUN 1968,ESP,1,,Cagliari (ITA),23 AUG 2000,1187,senior,long jump
1816,6.86,+0.6,Heike DRECHSLER,16 DEC 1964,GER,2,,Bruxelles (BEL),25 AUG 2000,1187,senior,long jump
1816,6.86,+0.4,Elva GOULBOURNE,21 JAN 1980,JAM,1,,"Tucson, AZ (USA)",01 MAY 2001,1187,senior,long jump
1816,6.86,-0.4,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Nürnberg (GER),17 JUN 2001,1189,senior,long jump
1816,6.86,+0.3,Olga RUBLYOVA,28 OCT 1974,RUS,2,,Tula (RUS),14 JUL 2001,1187,senior,long jump
1816,6.86,+1.3,Tünde VASZI,18 APR 1972,HUN,4,,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,1187,senior,long jump
1816,6.86,+2.5,Tatyana KOTOVA,11 DEC 1976,RUS,2,,"Stade Charléty, Paris (FRA)",14 SEP 2002,1172,senior,long jump
1816,6.86,+0.9,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Rio de Janeiro (BRA),29 SEP 2002,1187,senior,long jump
1816,6.86,,Yuliya AKULENKO,03 JUN 1977,UKR,1,,Zaporozhye (UKR) (i),02 MAR 2003,1187,senior,long jump
1816,6.86,+0.5,Carolina KLÜFT,02 FEB 1983,SWE,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 JUL 2003,1187,senior,long jump
1816,6.86,+0.1,Irina MELESHINA,25 MAY 1982,RUS,1,,Cuxhaven (GER),26 JUN 2004,1187,senior,long jump
1816,6.86,+0.2,Tatyana KOTOVA,11 DEC 1976,RUS,1q,,Tula (RUS),29 JUL 2004,1187,senior,long jump
1816,6.86,+1.1,Oksana UDMURTOVA,01 FEB 1982,RUS,1,,Kazan (RUS),25 JUN 2005,1187,senior,long jump
1816,6.86,+1.6,Kumiko IMURA,10 JAN 1981,JPN,1,,Osaka (JPN),06 MAY 2006,1187,senior,long jump
1816,6.86,+2.2,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Tunja (COL),30 SEP 2006,1174,senior,long jump
1816,6.86,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Rethymno (GRE),18 JUL 2007,1192,senior,long jump
1816,6.86,,Blessing OKAGBARE,09 OCT 1988,NGR,1,,Abuja (NGR),02 JUL 2008,1187,senior,long jump
1816,6.86,0.0,Tatyana KOTOVA,11 DEC 1976,RUS,1,,Kazan (RUS),20 JUL 2008,1187,senior,long jump
1816,6.86,+4.0,Blessing OKAGBARE,09 OCT 1988,NGR,1,,"El Paso, TX (USA)",11 APR 2009,1163,senior,long jump
1816,6.86,+0.2,Naide GOMES,20 NOV 1979,POR,1q1,,"Olympiastadion, Berlin (GER)",21 AUG 2009,1187,senior,long jump
1816,6.86,,Brittney REESE,09 SEP 1986,USA,2,,"Albuquerque, NM (USA) (i)",27 FEB 2011,1187,senior,long jump
1816,6.86,+1.8,Lauma GRĪVA,27 OCT 1984,LAT,1,,Valmiera (LAT),10 JUN 2011,1187,senior,long jump
1816,6.86,0.0,Olga KUCHERENKO,05 NOV 1985,RUS,2,,Cheboksary (RUS),22 JUL 2011,1187,senior,long jump
1816,6.86,-0.1,Maurren Higa MAGGI,25 JUN 1976,BRA,1q2,,"DS, Daegu (KOR)",27 AUG 2011,1187,senior,long jump
1816,6.86,,Darya KLISHINA,15 JAN 1991,RUS,1,,Moskva (RUS) (i),05 FEB 2012,1187,senior,long jump
1816,6.86,,Brittney REESE,09 SEP 1986,USA,2,,"Albuquerque, NM (USA) (i)",26 FEB 2012,1187,senior,long jump
1816,6.86,,Shara PROCTOR,16 SEP 1988,GBR,2q,,"Ataköy Arena, Istanbul (TUR) (i)",10 MAR 2012,1187,senior,long jump
1816,6.86,+5.0,Chelsea HAYES,09 FEB 1988,USA,1f1,,"Austin, TX (USA)",31 MAR 2012,1157,senior,long jump
1816,6.86,+0.7,Yelena SOKOLOVA,23 JUL 1986,RUS,,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1187,senior,long jump
1816,6.86,,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"New York, NY (USA) (i)",15 FEB 2014,1187,senior,long jump
1816,6.86,+0.1,Blessing OKAGBARE,09 OCT 1988,NGR,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1187,senior,long jump
1816,6.86,+1.6,Brittney REESE,09 SEP 1986,USA,4,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1187,senior,long jump
1816,6.86,-2.3,Tianna BARTOLETTA,30 AUG 1985,USA,2,,"Sacramento, CA (USA)",28 JUN 2014,1200,senior,long jump
1816,6.86,0.0,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,Reims (FRA),13 JUL 2014,1187,senior,long jump
1816,6.86,,Sosthene MOGUENARA-TAROUM,17 OCT 1989,GER,,,Saarbrücken (GER) (i),11 JAN 2015,1187,senior,long jump
1816,6.86,0.0,Christabel NETTEY,02 JUN 1991,CAN,1,,Burnaby (CAN),08 JUN 2015,1187,senior,long jump
1816,6.86,+0.6,Olga SUDARAVA,22 FEB 1984,BLR,2,,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,1187,senior,long jump
1816,6.86,+1.4,Shara PROCTOR,16 SEP 1988,GBR,1,,Birmingham (GBR),05 JUL 2015,1187,senior,long jump
1816,6.86,-1.1,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1193,senior,long jump
1816,6.86,+2.8,Jazmin SAWYERS,21 MAY 1994,GBR,2,,"Olympisch Stadion, Amsterdam (NED)",08 JUL 2016,1171,senior,long jump
1816,6.86,+1.7,Claudia SALMAN-RATH,25 APR 1986,GER,1ce1,,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017,1187,senior,long jump
1816,6.86,-0.6,Brittney REESE,09 SEP 1986,USA,,,"Sacramento, CA (USA)",24 JUN 2017,1190,senior,long jump
1816,6.86,+0.2,Jazmin SAWYERS,21 MAY 1994,GBR,2,,Birmingham (GBR),01 JUL 2018,1187,senior,long jump
1816,6.86,+0.1,Lorraine UGEN,22 AUG 1991,GBR,1,,London (GBR),14 JUL 2018,1187,senior,long jump
1816,6.86,+2.2,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,Lutsk (UKR),19 JUL 2018,1174,senior,long jump
1816,6.86,+0.1,Malaika MIHAMBO,03 FEB 1994,GER,3,,Ostrava (CZE),09 SEP 2018,1187,senior,long jump
1816,6.86,+0.9,Nafissatou THIAM,19 AUG 1994,BEL,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1187,senior,long jump
1816,6.86,+1.6,Abigail IROZURU,03 JAN 1990,GBR,1,,"Alexander Stadium, Birmingham (GBR)",25 AUG 2019,1187,senior,long jump
1816,6.86,+2.5,Tara DAVIS,20 MAY 1999,USA,2q1,,"Cushing Stadium, College Station, TX (USA)",27 MAY 2021,1172,senior,long jump
1816,6.86,+1.8,Brittney REESE,09 SEP 1986,USA,1q1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2021,1187,senior,long jump
1816,6.86,+0.9,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1187,senior,long jump
1816,6.86,+0.3,Brittney REESE,09 SEP 1986,USA,1q1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1187,senior,long jump
1816,6.86,+1.7,Monae' NICHOLS,24 NOV 1998,USA,,,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,1187,senior,long jump
1816,6.86,+0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Maria-Theresien-Straße, Innsbruck (AUT)",11 JUN 2022,1187,senior,long jump
