Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
6.83,0.0,Sosthene MOGUENARA-TAROUM,1989-10-17,GER,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,senior,long jump,28,F,1
6.83,+1.1,Christabel NETTEY,1991-06-02,CAN,"Olympiastadion, Stockholm (SWE)",2018-06-10,senior,long jump,27,F,0
6.83,+2.6,Juliet ITOYA,1986-08-17,ESP,Tarragona (ESP),2018-06-27,senior,long jump,31,F,0
6.83,+2.9,Caterine IBARGUEN,1984-02-12,COL,Barranquilla (COL),2018-07-30,senior,long jump,34,F,0
6.83,+0.5,Ese BRUME,1996-01-20,NGR,"Stephen Keshi Stadium, Asaba (NGR)",2018-08-03,senior,long jump,22,F,0
6.83,0.0,Malaika MIHAMBO,1994-02-03,GER,"Emirates Arena, Glasgow (GBR) (i)",2019-03-03,senior,long jump,25,F,1
6.83,+2.3,Kendell WILLIAMS,1995-06-14,USA,"Drake Stadium, Des Moines, IA (USA)",2019-07-28,senior,long jump,24,F,0
6.83,0.0,Malaika MIHAMBO,1994-02-03,GER,"Messehalle, Karlsruhe (GER) (i)",2020-01-31,senior,long jump,25,F,1
6.83,+1.6,Khaddi SAGNIA,1994-04-20,SWE,"Olympiastadion, Stockholm (SWE)",2020-08-23,senior,long jump,26,F,0
6.83,+0.4,Jasmine MOORE,2001-05-01,USA,"Spec Towns Track, Athens, GA (USA)",2021-04-09,senior,long jump,19,F,0
6.83,+1.9,Brittney REESE,1986-09-09,USA,"Chula Vista, CA (USA)",2021-05-29,senior,long jump,34,F,0
6.83,NWI,Darya REZNICHENKO,1991-04-03,UZB,Bishkek (KGZ),2021-06-12,senior,long jump,30,F,0
6.83,+1.2,Brooke STRATTON,1993-07-12,AUS,"National Stadium, Tokyo (JPN)",2021-08-03,senior,long jump,28,F,0
6.83,+0.8,Khaddi SAGNIA,1994-04-20,SWE,"Sechseläutenplatz, Zürich (SUI)",2021-09-08,senior,long jump,27,F,0
6.83,+2.6,Ivana VULETA,1990-05-10,SRB,"Stadionul de atletism ""Nicolae Mărășescu"", Craiova (ROU)",2022-06-19,senior,long jump,32,F,0
6.83,+1.9,Milica GARDAŠEVIĆ,1998-09-28,SRB,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,senior,long jump,23,F,0
6.83,-1.5,Milica GARDAŠEVIĆ,1998-09-28,SRB,"Olympiastadion, München (GER)",2022-08-16,senior,long jump,23,F,0
6.83,+0.7,Ese BRUME,1996-01-20,NGR,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,senior,long jump,26,F,0
6.83,0.0,Malaika MIHAMBO,1994-02-03,GER,"ISS Dome, Düsseldorf (GER) (i)",2023-01-29,senior,long jump,28,F,1
6.83,0.0,Malaika MIHAMBO,1994-02-03,GER,"Ataköy Arena, Istanbul (TUR) (i)",2023-03-05,senior,long jump,29,F,1
6.83,+1.7,Tara DAVIS-WOODHALL,1999-05-20,USA,"Flora Duffy Stadium, Devonshire (BER)",2023-05-21,senior,long jump,24,F,0
6.83,-1.8,Larissa IAPICHINO,2002-07-18,ITA,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2023-05-24,senior,long jump,20,F,0
6.83,+1.1,Lex BROWN,2001-04-26,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2024-05-10,senior,long jump,23,F,0
6.83,+2.3,Annik KÄLIN,2000-04-27,SUI,"Stadio Olimpico, Roma (ITA)",2024-06-11,senior,long jump,24,F,0
6.83,-0.7,Ackelia SMITH,2002-02-05,JAM,"Bregyó Athletic Center, Székesfehérvár (HUN)",2024-07-09,senior,long jump,22,F,0
6.83,0.0,Annik KÄLIN,2000-04-27,SUI,"Sports Training Center, Nanjing (CHN) (i)",2025-03-23,senior,long jump,24,F,1
6.83,-1.1,Hilary KPATCHA,1998-05-05,FRA,"Stadion Śląski, Chorzów (POL)",2025-08-16,senior,long jump,27,F,0
6.83,-0.5,Claire BRYANT,2001-08-25,USA,"Stadion Śląski, Chorzów (POL)",2025-08-16,senior,long jump,23,F,0
6.82,0.0,Viorica VISCOPOLEANU,1939-08-08,ROU,"Estadio Olímpico, Ciudad de México (MEX)",1968-10-14,senior,long jump,29,F,0
6.82,0.0,Angela VOIGT,1951-05-18,GDR,Warszawa (POL),1976-08-19,senior,long jump,25,F,0
6.82,0.0,Vilma BARDAUSKIENÉ,1953-06-15,URS,Krasnodar (URS),1977-09-22,senior,long jump,24,F,0
6.82,0.0,Vilma BARDAUSKIENÉ,1953-06-15,URS,Tbilisi (GEO),1978-09-16,senior,long jump,25,F,0
6.82,0.0,Jennifer INNISS,1959-11-21,GUY,Nice (FRA),1982-08-14,senior,long jump,22,F,0
6.82,0.0,Tatyana PROSKURYAKOVA,1956-01-13,URS,Moskva (URS),1983-06-20,senior,long jump,27,F,0
6.82,0.0,Natalya SHEVCHENKO,1966-12-28,URS,Novokuznetsk (RUS),1983-07-17,senior,long jump,16,F,0
6.82,0.0,Carol LEWIS,1963-08-08,USA,Stockholm (SWE),1983-07-26,senior,long jump,19,F,0
6.82,0.0,Sabine PAETZ,1957-10-16,GDR,Senftenberg (GER) (i),1984-01-21,senior,long jump,26,F,1
6.82,+2.1,Eva MURKOVÁ,1962-05-29,TCH,Praha (TCH),1984-05-13,senior,long jump,21,F,0
6.82,+0.1,Yolanda CHEN,1961-07-26,URS,Sofia (BUL),1984-05-19,senior,long jump,22,F,0
6.82,0.0,Olga ANUFRIYEVA,1955-06-25,URS,Kiev (URS),1984-06-23,senior,long jump,28,F,0
6.82,0.0,Heidrun GEISSLER,1961-11-16,GDR,Berlin (GER) (i),1986-01-25,senior,long jump,24,F,1
6.82,0.0,Galina SALO,1959-06-14,URS,Lipetsk (URS),1986-07-18,senior,long jump,27,F,0
6.82,+1.9,Valentina KRAVCHENKO,1963-01-01,URS,Poltava (URS),1986-07-20,senior,long jump,23,F,0
6.82,0.0,Eva MURKOVÁ,1962-05-29,TCH,Banská Bystrica (TCH) (i),1987-01-24,senior,long jump,24,F,1
6.82,0.0,Yelena SINCHUKOVA,1961-01-23,URS,Penza (URS) (i),1987-02-06,senior,long jump,26,F,1
6.82,NWI,Nijolé MEDVEDEVA,1960-10-20,URS,Šiauliai (LTU),1987-07-05,senior,long jump,26,F,0
6.82,+2.0,Silvia KHRISTOVA-MONEVA,1965-08-22,BUL,Sofia (BUL),1987-08-16,senior,long jump,21,F,0
6.82,+0.9,Irina VALYUKEVICH,1959-11-19,URS,"Stadio Olimpico, Roma (ITA)",1987-09-03,senior,long jump,27,F,0
6.82,0.0,Yelena CHICHEROVA,1958-08-09,URS,Shakhty (URS) (i),1988-01-09,senior,long jump,29,F,1
6.82,NWI,Yelena MEDVEDYEVA,1965-07-09,URS,Šiauliai (LTU),1988-05-21,senior,long jump,22,F,0
6.82,NWI,Alla NECHIPORETS,1964-10-21,URS,Dnepropetrovsk (URS),1988-07-16,senior,long jump,23,F,0
6.82,+1.7,Fiona MAY,1969-12-12,GBR,"Laurentian University Stadium, Sudbury (CAN)",1988-07-30,senior,long jump,18,F,0
6.82,+1.6,Nicole BOEGMAN,1967-03-05,AUS,Birmingham (GBR),1988-08-06,senior,long jump,21,F,0
6.82,0.0,Marieta ILCU,1962-10-16,ROU,Bucureşti (ROU) (i),1989-02-04,senior,long jump,26,F,1
6.82,0.0,Valy IONESCU-CONSTANTIN,1960-08-31,ROU,Bucureşti (ROU) (i),1989-02-04,senior,long jump,28,F,1
6.82,0.0,Larisa BEREZHNAYA,1961-02-28,URS,"Budapest Sportcsarnok, Budapest (HUN) (i)",1989-03-04,senior,long jump,28,F,1
6.82,+3.6,Nicole BOEGMAN,1967-03-05,AUS,Portsmouth (GBR),1989-06-11,senior,long jump,22,F,0
6.82,NWI,Fiona MAY,1969-12-12,GBR,Gateshead (GBR),1989-08-06,senior,long jump,19,F,0
6.82,0.0,Vera OLENCHENKO,1959-03-21,URS,Volgograd (URS) (i),1990-01-20,senior,long jump,30,F,1
6.82,-0.1,Inessa KRAVETS,1966-10-05,URS,Moskva (URS),1990-06-10,senior,long jump,23,F,0
6.82,+1.4,Fiona MAY,1969-12-12,GBR,Gateshead (GBR),1990-06-29,senior,long jump,20,F,0
6.82,0.0,Marieta ILCU,1962-10-16,ROU,"Poljud Stadion, Split (CRO)",1990-08-27,senior,long jump,27,F,0
6.82,NWI,Inessa KRAVETS,1966-10-05,URS,Athina (GRE),1990-09-07,senior,long jump,23,F,0
6.82,0.0,Heike DRECHSLER,1964-12-16,GER,"Palacio de los Deportes, Sevilla (ESP) (i)",1991-03-09,senior,long jump,26,F,1
6.82,0.0,Juan YANG,1969-09-05,CHN,Beijing (CHN) (i),1992-03-13,senior,long jump,22,F,1
6.82,0.0,Irina BELOVA,1968-03-27,EUN,"Estadio Olímpico, Barcelona (ESP)",1992-08-02,senior,long jump,24,F,0
6.82,0.0,Olena KHLOPOTNOVA,1963-08-04,UKR,Liévin (FRA) (i),1993-02-13,senior,long jump,29,F,1
6.82,0.0,Irina MUSHAYILOVA,1967-01-06,RUS,"Stade Louis II, Monaco (MON)",1993-08-07,senior,long jump,26,F,0
6.82,0.0,Daphne SAUNDERS,1971-12-18,BAH,"Gainesville, FL (USA) (i)",1994-02-26,senior,long jump,22,F,1
6.82,-0.5,Inessa KRAVETS,1966-10-05,UKR,"Stadio Olimpico, Roma (ITA)",1994-06-08,senior,long jump,27,F,0
6.82,+1.2,Renata NIELSEN,1966-05-18,DEN,"Olympiastadion, Helsinki (FIN)",1994-08-12,senior,long jump,28,F,0
6.82,+2.1,Tünde VASZI,1972-04-18,HUN,Pietersburg (RSA),1996-04-03,senior,long jump,23,F,0
6.82,+1.2,Fiona MAY,1969-12-12,ITA,Milano (ITA),1996-06-12,senior,long jump,26,F,0
6.82,0.0,Claudia GERHARDT,1966-01-18,GER,Gladbeck (GER),1996-07-19,senior,long jump,30,F,0
6.82,+2.2,Ludmila NINOVA,1960-06-25,AUT,"Arena Civica Gianni Brera, Milano (ITA)",1996-09-07,senior,long jump,36,F,0
6.82,0.0,Fiona MAY,1969-12-12,ITA,Moskva (RUS) (i),1998-01-31,senior,long jump,28,F,1
6.82,0.0,Yingnan GUAN,1977-04-25,CHN,Shanghai (CHN),1998-04-12,senior,long jump,20,F,0
6.82,-2.2,Tatyana KOTOVA,1976-12-11,RUS,Kalamata (GRE),1998-05-23,senior,long jump,21,F,0
6.82,+2.4,Linda FERGA-KHODADIN,1976-12-24,FRA,Bonneuil-sur-Marne (FRA),1998-05-24,senior,long jump,21,F,0
6.82,+1.6,Chioma AJUNWA,1971-12-25,NGR,Kaohsiung (TPE),1998-05-24,senior,long jump,26,F,0
6.82,-0.5,Dawn BURRELL,1973-11-01,USA,Bellinzona (SUI),1998-07-01,senior,long jump,24,F,0
6.82,0.0,Susen TIEDTKE,1969-01-23,GER,Berlin (GER),1998-07-05,senior,long jump,29,F,0
6.82,+2.7,Dawn BURRELL,1973-11-01,USA,"New York, NY (USA)",1998-07-19,senior,long jump,24,F,0
6.82,+0.8,Iva PRANDZHEVA,1972-02-15,BUL,Stockholm (SWE),1998-08-05,senior,long jump,26,F,0
6.82,+1.3,Fiona MAY,1969-12-12,ITA,Stockholm (SWE),1998-08-05,senior,long jump,28,F,0
6.82,+0.4,Fiona MAY,1969-12-12,ITA,Zürich (SUI),1998-08-12,senior,long jump,28,F,0
6.82,+2.9,Tünde VASZI,1972-04-18,HUN,"Népstadion, Budapest (HUN)",1998-08-22,senior,long jump,26,F,0
6.82,0.0,Tünde VASZI,1972-04-18,HUN,Chemnitz (GER) (i),1999-01-29,senior,long jump,26,F,1
6.82,0.0,Shana WILLIAMS,1972-04-07,USA,"Green Dome, Maebashi (JPN) (i)",1999-03-06,senior,long jump,26,F,1
6.82,+3.5,Lacena GOLDING-CLARKE,1975-03-20,JAM,"Walnut, CA (USA)",1999-04-18,senior,long jump,24,F,0
6.82,0.0,Niurka MONTALVO,1968-06-04,ESP,Athina (GRE),1999-06-06,senior,long jump,31,F,0
6.82,+3.9,Adrien SAWYER,1975-12-13,USA,"Raleigh, NC (USA)",1999-06-12,senior,long jump,23,F,0
6.82,+0.4,Eunice BARBER,1974-11-17,FRA,"Stade Charléty, Paris (FRA)",1999-06-19,senior,long jump,24,F,0
6.82,-0.3,Erica JOHANSSON,1974-02-05,SWE,Göteborg (SWE),1999-06-19,senior,long jump,25,F,0
6.82,0.0,Erica JOHANSSON,1974-02-05,SWE,Göteborg (SWE),1999-06-26,senior,long jump,25,F,0
6.82,+0.7,Olga RUBLYOVA,1974-10-28,RUS,Tula (RUS),1999-07-30,senior,long jump,24,F,0
6.82,0.0,Niki XANTHOU,1973-10-11,GRE,Patra (GRE),1999-08-01,senior,long jump,25,F,0
6.82,0.0,Lyudmila GALKINA,1972-01-20,RUS,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,long jump,27,F,0
6.82,+0.3,Valentīna GOTOVSKA,1965-09-03,LAT,Kalamata (GRE),2000-06-04,senior,long jump,34,F,0
6.82,+0.9,Chunfang GUO,1979-01-04,CHN,Jinzhou (CHN),2000-06-07,senior,long jump,21,F,0
6.82,+1.2,Iva PRANDZHEVA,1972-02-15,BUL,Sofia (BUL),2000-06-11,senior,long jump,28,F,0
6.82,+0.8,Fiona MAY,1969-12-12,ITA,"Crystal Palace, London (GBR)",2000-08-05,senior,long jump,30,F,0
6.82,+0.4,Fiona MAY,1969-12-12,ITA,Bruxelles (BEL),2000-08-25,senior,long jump,30,F,0
6.82,0.0,Niurka MONTALVO,1968-06-04,ESP,Valencia (ESP) (i),2001-02-24,senior,long jump,32,F,1
6.82,+7.0,Jackie EDWARDS,1971-04-14,BAH,"El Paso, TX (USA)",2001-04-14,senior,long jump,30,F,0
6.82,0.0,Tatyana KOTOVA,1976-12-11,RUS,Athina (GRE),2001-05-31,senior,long jump,24,F,0
6.82,+1.6,Maho HANAOKA,1976-08-03,JPN,Tokyo (JPN),2001-06-10,senior,long jump,24,F,0
6.82,+2.7,Tünde VASZI,1972-04-18,HUN,Budapest (HUN),2001-06-24,senior,long jump,29,F,0
6.82,+0.2,Tatyana KOTOVA,1976-12-11,RUS,"Commonwealth Stadium, Edmonton (CAN)",2001-08-07,senior,long jump,24,F,0
6.82,+1.1,Elva GOULBOURNE,1980-01-21,JAM,"Starkville, MS (USA)",2002-05-11,senior,long jump,22,F,0
6.82,-0.5,Elva GOULBOURNE,1980-01-21,JAM,"Baton Rouge, LA (USA)",2002-05-30,senior,long jump,22,F,0
6.82,+0.8,Maurren Higa MAGGI,1976-06-25,BRA,Thessaloniki (GRE),2002-07-24,senior,long jump,26,F,0
6.82,-0.5,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS),2003-09-20,senior,long jump,27,F,0
6.82,+2.3,Anju Bobby GEORGE,1977-04-19,IND,Doha (QAT),2004-05-14,senior,long jump,27,F,0
6.82,-0.3,Tatyana LEBEDEVA,1976-07-21,RUS,Tula (RUS),2004-07-29,senior,long jump,28,F,0
6.82,-0.1,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS),2004-09-05,senior,long jump,28,F,0
6.82,0.0,Tianna MADISON,1985-08-30,USA,"Knoxville, TN (USA)",2005-04-09,senior,long jump,19,F,0
6.82,+2.3,Maho HANAOKA,1976-08-03,JPN,Osaka (JPN),2005-05-07,senior,long jump,28,F,0
6.82,+3.4,Oksana UDMURTOVA,1982-02-01,RUS,Madrid (ESP),2005-07-16,senior,long jump,23,F,0
6.82,+1.8,Naide GOMES,1979-11-20,POR,Bad Langensalza (GER),2006-07-08,senior,long jump,26,F,0
6.82,+1.7,Elva GOULBOURNE,1980-01-21,JAM,Patra (GRE),2006-07-10,senior,long jump,26,F,0
6.82,+0.7,Viktoriya RYBALKO,1982-10-26,UKR,Kyiv (UKR),2006-07-21,senior,long jump,23,F,0
6.82,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS) (i),2007-01-28,senior,long jump,30,F,1
6.82,+0.3,Akiba MCKINNEY,1979-03-09,USA,"Walnut, CA (USA)",2007-04-15,senior,long jump,28,F,0
6.82,+1.9,Rhonda WATKINS,1987-12-09,TTO,"Eugene, OR (USA)",2007-05-25,senior,long jump,19,F,0
6.82,0.0,Lyudmila KOLCHANOVA,1979-10-01,RUS,Samara (RUS) (i),2008-02-02,senior,long jump,28,F,1
6.82,+3.8,Brittney REESE,1986-09-09,USA,"Oxford, MS (USA)",2008-05-03,senior,long jump,21,F,0
6.82,+1.0,Tabia CHARLES,1985-04-06,CAN,Chania (GRE),2008-06-07,senior,long jump,23,F,0
6.82,+2.2,Grace UPSHAW,1975-09-25,USA,"Chula Vista, CA (USA)",2008-06-13,senior,long jump,32,F,0
6.82,0.0,Olga KUCHERENKO,1985-11-05,RUS,"Oval Lingotto, Torino (ITA) (i)",2009-03-07,senior,long jump,23,F,1
6.82,+1.1,Naide GOMES,1979-11-20,POR,Doha (QAT),2009-05-08,senior,long jump,29,F,0
6.82,+0.6,Naide GOMES,1979-11-20,POR,Castellón (ESP),2009-05-31,senior,long jump,29,F,0
6.82,+1.4,Viktoriya MOLCHANOVA,1982-05-26,UKR,Yalta (UKR),2009-06-04,senior,long jump,27,F,0
6.82,+3.5,Brianna GLENN,1980-04-18,USA,"Eugene, OR (USA)",2009-06-28,senior,long jump,29,F,0
6.82,+0.9,Irina MELESHINA,1982-05-25,RUS,Moskva (RUS),2009-07-01,senior,long jump,27,F,0
6.82,+2.2,Ksenija BALTA,1986-11-01,EST,Stockholm (SWE),2009-07-31,senior,long jump,22,F,0
6.82,+2.1,Funmi JIMOH,1984-05-29,USA,Luzern (SUI),2010-08-08,senior,long jump,26,F,0
6.82,0.0,Darya KLISHINA,1991-01-15,RUS,Moskva (RUS) (i),2011-02-06,senior,long jump,20,F,1
6.82,+0.4,Brittney REESE,1986-09-09,USA,"Stade Louis II, Monaco (MON)",2011-07-22,senior,long jump,24,F,0
6.82,+0.1,Brittney REESE,1986-09-09,USA,"DS, Daegu (KOR)",2011-08-28,senior,long jump,24,F,0
6.82,0.0,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Gomel (BLR) (i),2012-01-27,senior,long jump,22,F,1
6.82,+1.4,Funmi JIMOH,1984-05-29,USA,"Chula Vista, CA (USA)",2012-05-24,senior,long jump,27,F,0
6.82,+2.4,Whitney GIPSON,1990-09-20,USA,"Des Moines, IA (USA)",2012-06-07,senior,long jump,21,F,0
6.82,0.0,Yelena SOKOLOVA,1986-07-23,RUS,"Olympiastadion, Stockholm (SWE)",2012-08-17,senior,long jump,26,F,0
6.82,0.0,Janay DELOACH,1985-10-12,USA,"Lawrence, KS (USA) (i)",2013-04-18,senior,long jump,27,F,1
6.82,-0.6,Janay DELOACH,1985-10-12,USA,Tokyo (JPN),2013-05-05,senior,long jump,27,F,0
6.82,+1.6,Shara PROCTOR,1988-09-16,GBR,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,senior,long jump,24,F,0
6.82,+0.1,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,senior,long jump,23,F,0
6.82,-0.1,Olga SUDARAVA,1984-02-22,BLR,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,senior,long jump,29,F,0
6.82,+2.1,Ivana ŠPANOVIĆ,1990-05-10,SRB,Valence (FRA),2013-08-31,senior,long jump,23,F,0
6.82,+0.7,Tori BOWIE,1990-08-27,USA,"Hayward Field, Eugene, OR (USA)",2014-05-30,senior,long jump,23,F,0
6.82,+1.2,Sosthene MOGUENARA-TAROUM,1989-10-17,GER,Bad Langensalza (GER),2014-06-28,senior,long jump,24,F,0
6.82,+1.2,Shara PROCTOR,1988-09-16,GBR,"Hampden Park, Glasgow (GBR)",2014-07-11,senior,long jump,25,F,0
6.82,0.0,Yekaterina KONEVA,1988-09-25,RUS,"CSKA, Moskva (RUS) (i)",2015-02-01,senior,long jump,26,F,1
6.82,0.0,Aiga GRABUSTE,1988-03-24,LAT,Tbilisi (GEO) (i),2015-02-08,senior,long jump,26,F,1
6.82,+1.9,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Grodno (BLR),2015-07-25,senior,long jump,26,F,0
6.82,+3.5,Lorraine UGEN,1991-08-22,GBR,"Des Moines, IA (USA)",2016-04-29,senior,long jump,24,F,0
6.82,+1.5,Tianna BARTOLETTA,1985-08-30,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02,senior,long jump,30,F,0
6.82,-0.7,Malaika MIHAMBO,1994-02-03,GER,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,senior,long jump,22,F,0
6.82,0.0,Sha'keela SAUNDERS,1993-12-12,USA,"Nashville, TN (USA) (i)",2017-02-24,senior,long jump,23,F,1
6.82,+0.2,Quanesha BURKS,1995-03-15,USA,"Columbia, SC (USA)",2017-05-12,senior,long jump,22,F,0
6.82,+0.8,Yelena SOKOLOVA,1986-07-23,RUS,Zhukovskiy (RUS),2017-07-02,senior,long jump,30,F,0
6.82,+0.2,Ese BRUME,1996-01-20,NGR,"National Stadium, Kingston (JAM)",2018-05-19,senior,long jump,22,F,0
6.82,+1.7,Tissanna HICKLING,1998-01-07,JAM,Kingston (JAM),2019-06-01,senior,long jump,21,F,0
6.82,+2.8,Aliyah WHISBY,1998-02-23,USA,Queretaro (MEX),2019-07-05,senior,long jump,21,F,0
6.82,-0.5,Brittney REESE,1986-09-09,USA,"Olympic Stadium, London (GBR)",2019-07-21,senior,long jump,32,F,0
6.82,0.0,Darya KLISHINA,1991-01-15,ANA,Cheboksary (RUS),2019-07-25,senior,long jump,28,F,0
6.82,0.0,Ese BRUME,1996-01-20,NGR,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,senior,long jump,24,F,1
6.82,+0.4,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Maria-Theresien-Straße, Innsbruck (AUT)",2020-09-05,senior,long jump,25,F,0
6.82,0.0,Khaddi SAGNIA,1994-04-20,SWE,"Helmut-Körnig-Halle, Dortmund (GER) (i)",2021-02-07,senior,long jump,26,F,1
6.82,0.0,Ruth USORO,1997-10-08,NGR,"Sports Performance Center, Lubbock, TX (USA) (i)",2021-02-26,senior,long jump,23,F,1
6.82,+3.8,Jazmin SAWYERS,1994-05-21,GBR,"CVEATC, Chula Vista, CA (USA)",2021-04-24,senior,long jump,26,F,0
6.82,+3.9,Jasmine TODD,1993-12-23,USA,"CVEATC, Chula Vista, CA (USA)",2021-04-24,senior,long jump,27,F,0
6.82,0.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2021-05-26,senior,long jump,31,F,0
6.82,+1.2,Yelena SOKOLOVA,1986-07-23,ANA,"Znamenskikh Stadion, Moskva (RUS)",2021-06-05,senior,long jump,34,F,0
6.82,+0.3,Malaika MIHAMBO,1994-02-03,GER,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,senior,long jump,27,F,0
6.82,+2.0,Fátima DIAME,1996-09-22,ESP,Castellón (ESP),2021-06-29,senior,long jump,24,F,0
6.82,+2.1,Evelise VEIGA,1996-03-03,POR,Castellón (ESP),2021-06-29,senior,long jump,25,F,0
6.82,-0.6,Chantel MALONE,1991-12-02,IVB,"National Stadium, Tokyo (JPN)",2021-08-01,senior,long jump,29,F,0
6.82,0.0,Lorraine UGEN,1991-08-22,GBR,"Štark Arena, Beograd (SRB) (i)",2022-03-20,senior,long jump,30,F,1
6.82,+2.6,Tyra GITTENS,1998-06-06,TTO,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-26,senior,long jump,23,F,0
6.82,+2.0,Jasmine MOORE,2001-05-01,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,senior,long jump,20,F,0
6.82,+1.9,Ese BRUME,1996-01-20,NGR,"Hayward Field, Eugene, OR (USA)",2022-05-28,senior,long jump,26,F,0
6.82,+1.8,Ese BRUME,1996-01-20,NGR,"Hayward Field, Eugene, OR (USA)",2022-07-23,senior,long jump,26,F,0
6.82,+0.4,Maryna BEKH-ROMANCHUK,1995-07-18,UKR,"Hayward Field, Eugene, OR (USA)",2022-07-24,senior,long jump,27,F,0
6.82,+2.5,Ruth USORO,1997-10-08,NGR,"Ansin Sports Complex, Miramar, FL (USA)",2023-04-08,senior,long jump,25,F,0
6.82,+1.2,Ruth USORO,1997-10-08,NGR,"Flora Duffy Stadium, Devonshire (BER)",2023-05-21,senior,long jump,25,F,0
6.82,+0.1,Milica GARDAŠEVIĆ,1998-09-28,SRB,"Stadion Śląski, Chorzów (POL)",2023-06-22,senior,long jump,24,F,0
6.82,+0.5,Milica GARDAŠEVIĆ,1998-09-28,SRB,"Tingvalla IP, Karlstad (SWE)",2023-07-05,senior,long jump,24,F,0
6.82,+0.3,Quanesha BURKS,1995-03-15,USA,"Hayward Field, Eugene, OR (USA)",2023-07-09,senior,long jump,28,F,0
6.82,-0.5,Ivana VULETA,1990-05-10,SRB,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-19,senior,long jump,33,F,0
6.82,+0.8,Larissa IAPICHINO,2002-07-18,ITA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-20,senior,long jump,21,F,0
6.82,+0.5,Fátima DIAME,1996-09-22,ESP,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-20,senior,long jump,26,F,0
6.82,+0.9,Natalia LINARES,2003-01-03,COL,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-05-10,senior,long jump,21,F,0
6.82,+0.8,Hilary KPATCHA,1998-05-05,FRA,"Stadio Olimpico, Roma (ITA)",2024-06-11,senior,long jump,26,F,0
6.82,-0.7,Annik KÄLIN,2000-04-27,SUI,"Stadio Olimpico, Roma (ITA)",2024-06-12,senior,long jump,24,F,0
6.82,+0.6,Annik KÄLIN,2000-04-27,SUI,"Stadion Deutweg, Winterthur (SUI)",2024-06-28,senior,long jump,24,F,0
6.82,0.0,Larissa IAPICHINO,2002-07-18,ITA,"Stade Charléty, Paris (FRA)",2024-07-07,senior,long jump,21,F,0
6.82,0.0,Monae' NICHOLS,1998-11-24,USA,"Stadio Olimpico, Roma (ITA)",2024-08-30,senior,long jump,25,F,0
6.82,+0.6,Anthaya CHARLTON,2003-07-28,BAH,"Percy Beard Track, Gainesville, FL (USA)",2025-04-18,senior,long jump,21,F,0
6.82,+0.2,Fátima DIAME,1996-09-22,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2025-05-30,senior,long jump,28,F,0
6.82,+0.5,Jasmine MOORE,2001-05-01,USA,"Hayward Field, Eugene, OR (USA)",2025-07-31,senior,long jump,24,F,0
6.82,+1.9,Malaika MIHAMBO,1994-02-03,GER,"Heinz-Steyer-Stadion, Dresden (GER)",2025-08-03,senior,long jump,31,F,0
6.82,+4.7,Jazmin SAWYERS,1994-05-21,GBR,"Alexander Stadium, Birmingham (GBR)",2025-08-03,senior,long jump,31,F,0
6.82,-0.1,Hilary KPATCHA,1998-05-05,FRA,"National Stadium, Tokyo (JPN)",2025-09-14,senior,long jump,27,F,0
6.81,+3.5,Anke WEIGT,1957-06-13,FRG,Rhede (GER),1981-05-17,senior,long jump,23,F,0
6.81,0.0,Jennifer INNISS,1959-11-21,GUY,"Indianapolis, IN (USA)",1983-06-18,senior,long jump,23,F,0
6.81,+1.4,Zsuzsa VANYEK,1960-01-18,HUN,"Olympiastadion, Helsinki (FIN)",1983-08-14,senior,long jump,23,F,0
6.81,0.0,Eva MURKOVÁ,1962-05-29,TCH,London (GBR),1983-08-21,senior,long jump,21,F,0
