Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
17.1,0.0,Max HEß,1996-07-13,GER,"Emirates Arena, Glasgow (GBR) (i)",2019-03-03,senior,triple jump,22,M,1
17.1,+1.9,Necati ER,1997-02-24,TUR,Bursa (TUR),2019-08-20,senior,triple jump,22,M,0
17.1,+0.6,Alexis COPELLO,1985-08-12,AZE,"Khalifa International Stadium, Doha (QAT)",2019-09-29,senior,triple jump,34,M,0
17.1,0.0,Alexsandro MELO,1995-09-26,BRA,Cochabamba (BOL) (i),2020-02-02,senior,triple jump,24,M,1
17.1,+1.3,Yasser Mohammed TRIKI,1997-03-24,ALG,"Stade Annexe du 5 Juillet, Algiers (ALG)",2021-05-28,senior,triple jump,24,M,0
17.1,0.0,Karthik UNNIKRISHNAN,1993-06-03,IND,Bhubaneshwar (IND),2022-05-21,senior,triple jump,28,M,0
17.1,-1.1,Almir DOS SANTOS,1993-09-04,BRA,"Letzigrund, Zürich (SUI)",2022-09-08,senior,triple jump,29,M,0
17.1,0.0,Jaydon HIBBERT,2005-01-17,JAM,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2023-02-25,senior,triple jump,18,M,1
17.1,+1.8,Cristian NÁPOLES,1998-11-27,CUB,"Estadio Iberoamericano, Huelva (ESP)",2023-06-06,senior,triple jump,24,M,0
17.1,-0.4,Lázaro MARTÍNEZ,1997-11-03,CUB,"Le Grand Stade, Marrakech (MAR)",2024-05-19,senior,triple jump,26,M,0
17.1,0.0,Jordan SCOTT,1997-06-29,JAM,"Sports Training Center, Nanjing (CHN) (i)",2025-03-21,senior,triple jump,27,M,1
17.09,+3.0,Nikolay DUDKIN,1947-06-05,URS,"Estadio Olímpico, Ciudad de México (MEX)",1968-10-17,senior,triple jump,21,M,0
17.09,0.0,Anatoliy PISKULIN,1952-12-01,URS,Helsinki (FIN),1977-08-14,senior,triple jump,24,M,0
17.09,+0.5,Ian CAMPBELL,1957-04-18,AUS,Melbourne (AUS),1980-01-17,senior,triple jump,22,M,0
17.09,0.0,Mike MARLOW,1956-07-31,USA,San José (USA),1980-04-12,senior,triple jump,23,M,0
17.09,+0.6,Willie BANKS,1956-03-11,USA,Helsinki (FIN),1981-06-15,senior,triple jump,25,M,0
17.09,0.0,Keith CONNOR,1957-09-16,GBR,London (GBR),1982-08-07,senior,triple jump,24,M,0
17.09,0.0,Keith CONNOR,1957-09-16,GBR,"Fort Worth, TX (USA) (i)",1983-02-18,senior,triple jump,25,M,1
17.09,+1.1,Dan SIMION,1958-01-28,ROU,Sofia (BUL),1983-05-21,senior,triple jump,25,M,0
17.09,0.0,Vladimir PLEKHANOV,1958-04-11,URS,Moskva (URS) (i),1984-02-18,senior,triple jump,25,M,1
17.09,-0.3,Stoicha ILIEV,1960-01-16,BUL,Sofia (BUL),1984-06-02,senior,triple jump,24,M,0
17.09,+0.7,Jacek PASTUSIŃSKI,1964-09-08,POL,Cagliari (ITA),1985-09-17,senior,triple jump,21,M,0
17.09,0.0,Frank RUTHERFORD,1964-11-23,BAH,"Oklahoma City, OK (USA) (i)",1987-03-14,senior,triple jump,22,M,1
17.09,NWI,Andrey KAYUKOV,1964-04-12,URS,Vladivostok (URS),1988-09-14,senior,triple jump,24,M,0
17.09,NWI,Yanping CHEN,1966-01-17,CHN,Hefei (CHN),1989-05-28,senior,triple jump,23,M,0
17.09,NWI,Frank RUTHERFORD,1964-11-23,BAH,Nassau (BAH),1991-06-20,senior,triple jump,26,M,0
17.09,+0.8,Yuriy GORBACHENKO,1966-07-19,URS,Kiev (URS),1991-06-21,senior,triple jump,24,M,0
17.09,+0.5,Nikolay RAEV,1971-01-29,BUL,Sofia (BUL),1992-05-23,senior,triple jump,21,M,0
17.09,0.0,Oleg SAKIRKIN,1966-01-23,KAZ,Moskva (RUS) (i),1993-02-27,senior,triple jump,27,M,1
17.09,-2.2,Denis KAPUSTIN,1970-10-05,RUS,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-15,senior,triple jump,22,M,0
17.09,+0.1,Serge HÉLAN,1964-02-24,FRA,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-16,senior,triple jump,29,M,0
17.09,+1.7,Yuriy SOTNIKOV,1969-03-10,RUS,Bratislava (SVK),1994-06-01,senior,triple jump,25,M,0
17.09,0.0,Volodimir INOZEMTSEV,1964-05-25,UKR,Zaporozhye (UKR) (i),1996-02-18,senior,triple jump,31,M,1
17.09,-0.7,Robert HOWARD,1975-11-26,USA,"Atlanta, GA (USA)",1996-06-14,senior,triple jump,20,M,0
17.09,0.0,Vasiliy SOKOV,1968-04-07,RUS,Moskva (RUS),1996-07-12,senior,triple jump,28,M,0
17.09,0.0,Yoelbi QUESADA,1973-08-04,CUB,Camagüey (CUB),1997-01-18,senior,triple jump,23,M,0
17.09,0.0,Andrew MURPHY,1969-12-18,AUS,Brisbane (AUS),1997-03-15,senior,triple jump,27,M,0
17.09,+0.4,Volodimir KRAVCHENKO,1969-12-22,UKR,Praha (CZE),1997-06-08,senior,triple jump,27,M,0
17.09,-0.4,Rogel NACHUM,1967-05-21,ISR,Tel Aviv (ISR),1997-07-06,senior,triple jump,30,M,0
17.09,-0.2,Aleksandr GLAVATSKIY,1970-05-02,BLR,"Olympiastadion, Berlin (GER)",1998-09-01,senior,triple jump,28,M,0
17.09,0.0,Carlos CALADO,1975-10-05,POR,Espinho (POR) (i),1999-02-21,senior,triple jump,23,M,1
17.09,+1.2,Shixin ZHOU,1967-08-05,CHN,Shijiazhuang (CHN),1999-04-24,senior,triple jump,31,M,0
17.09,+2.8,Rostislav DIMITROV,1974-12-26,BUL,Istanbul (TUR),1999-06-27,senior,triple jump,24,M,0
17.09,+0.4,Serhiy IZMAYLOV,1975-05-01,UKR,Belaya Tserkva (UKR),1999-07-24,senior,triple jump,24,M,0
17.09,+0.5,LaMark CARTER,1970-08-23,USA,Winnipeg (CAN),1999-07-30,senior,triple jump,28,M,0
17.09,0.0,Gennadiy MARKOV,1967-06-15,RUS,Samara (RUS) (i),2000-01-30,senior,triple jump,32,M,1
17.09,+2.9,Brian WELLMAN,1967-09-08,BER,"El Paso, TX (USA)",2000-04-15,senior,triple jump,32,M,0
17.09,+1.3,Karl TAILLEPIERRE,1976-08-13,FRA,Madrid (ESP),2001-05-27,senior,triple jump,24,M,0
17.09,+0.2,Christian OLSSON,1980-01-25,SWE,Lahti (FIN),2002-06-16,senior,triple jump,22,M,0
17.09,+0.1,Aleksandr GLAVATSKIY,1970-05-02,BLR,Stockholm (SWE),2002-07-16,senior,triple jump,32,M,0
17.09,+0.5,Alexander MARTÍNEZ,1977-08-23,CUB,"Stade Charléty, Paris (FRA)",2002-09-14,senior,triple jump,25,M,0
17.09,0.0,Marian OPREA,1982-06-06,ROU,Bucureşti (ROU) (i),2003-02-01,senior,triple jump,20,M,1
17.09,0.0,Jadel GREGÓRIO,1980-09-16,BRA,"National Indoor Arena, Birmingham (GBR) (i)",2003-02-21,senior,triple jump,22,M,1
17.09,-0.7,Walter DAVIS,1979-07-02,USA,"Stade Louis II, Monaco (MON)",2003-09-14,senior,triple jump,24,M,0
17.09,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,Moskva (RUS) (i),2004-01-18,senior,triple jump,24,M,1
17.09,+1.4,Yanxi LI,1984-06-26,CHN,Shijiazhuang (CHN),2004-05-21,senior,triple jump,19,M,0
17.09,0.0,Alexander MARTÍNEZ,1977-08-23,CUB,Zürich (SUI),2004-08-06,senior,triple jump,26,M,0
17.09,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,Volgograd (RUS) (i),2005-02-12,senior,triple jump,25,M,1
17.09,-0.4,Marian OPREA,1982-06-06,ROU,Doha (QAT),2005-05-13,senior,triple jump,22,M,0
17.09,-0.1,Kenta BELL,1977-03-16,USA,"Carson, CA (USA)",2005-05-22,senior,triple jump,28,M,0
17.09,+0.3,Viktor YASTREBOV,1982-01-13,UKR,Alcalá de Henáres (ESP),2005-06-18,senior,triple jump,23,M,0
17.09,+2.5,Christos MELETOGLOU,1972-01-02,GRE,Almería (ESP),2005-06-29,senior,triple jump,33,M,0
17.09,+2.6,Alexis COPELLO,1985-08-12,CUB,Nassau (BAH),2005-07-11,senior,triple jump,19,M,0
17.09,+0.1,Walter DAVIS,1979-07-02,USA,Stockholm (SWE),2005-07-26,senior,triple jump,26,M,0
17.09,+0.7,David GIRAT,1984-08-26,CUB,"Olympiastadion, Helsinki (FIN)",2005-08-11,senior,triple jump,20,M,0
17.09,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,Moskva (RUS) (i),2006-02-18,senior,triple jump,26,M,1
17.09,0.0,Walter DAVIS,1979-07-02,USA,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-11,senior,triple jump,26,M,1
17.09,0.0,Christian OLSSON,1980-01-25,SWE,Karlskrona (SWE),2006-06-12,senior,triple jump,26,M,0
17.09,0.0,Aleksandr PETRENKO,1983-02-08,RUS,Tula (RUS),2006-07-16,senior,triple jump,23,M,0
17.09,+2.2,Christian OLSSON,1980-01-25,SWE,Göteborg (SWE),2006-07-20,senior,triple jump,26,M,0
17.09,0.0,Yevgeniy PLOTNIR,1977-06-26,RUS,Volgograd (RUS) (i),2007-02-10,senior,triple jump,29,M,1
17.09,+0.2,Mykola SAVOLAINEN,1980-03-25,UKR,"Olympiastadion, München (GER)",2007-06-24,senior,triple jump,27,M,0
17.09,+2.5,Bo WU,1984-06-17,CHN,Guangzhou (CHN),2007-07-24,senior,triple jump,23,M,0
17.09,-0.4,Randy LEWIS,1978-11-15,GRN,Stockholm (SWE),2007-08-07,senior,triple jump,28,M,0
17.09,-0.9,Phillips IDOWU,1978-12-30,GBR,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-27,senior,triple jump,28,M,0
17.09,+2.3,Charles Michael FRIEDEK,1971-08-26,GER,Luzern (SUI),2008-07-16,senior,triple jump,36,M,0
17.09,0.0,Aleksandr SERGEYEV,1983-07-29,RUS,Kazan (RUS),2008-07-20,senior,triple jump,24,M,0
17.09,+0.6,Onochie ACHIKE,1975-01-31,GBR,"Crystal Palace, London (GBR)",2008-07-25,senior,triple jump,33,M,0
17.09,+0.1,Leevan SANDS,1981-08-16,BAH,"Stade Louis II, Monaco (MON)",2008-07-29,senior,triple jump,26,M,0
17.09,+0.6,Alexis COPELLO,1985-08-12,CUB,"National Stadium, Beijing (CHN)",2008-08-18,senior,triple jump,23,M,0
17.09,+0.1,Jadel GREGÓRIO,1980-09-16,BRA,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2008-09-13,senior,triple jump,27,M,0
17.09,+1.4,Osniel TOSCA,1984-06-30,CUB,La Habana (CUB),2009-02-19,senior,triple jump,24,M,0
17.09,+1.2,Yoandri BETANZOS,1982-02-15,CUB,La Habana (CUB),2009-02-19,senior,triple jump,27,M,0
17.09,-0.6,Jefferson DIAS SABINO,1982-11-04,BRA,Fortaleza (BRA),2009-05-10,senior,triple jump,26,M,0
17.09,0.0,Alexis COPELLO,1985-08-12,CUB,Montreuil-sous-Bois (FRA),2009-06-11,senior,triple jump,23,M,0
17.09,0.0,Fabrizio SCHEMBRI,1981-01-27,ITA,Pescara (ITA),2009-06-30,senior,triple jump,28,M,0
17.09,-0.1,Dmitrij VAĽUKEVIČ,1981-05-31,SVK,Minsk (BLR),2009-08-01,senior,triple jump,28,M,0
17.09,+1.9,Tumelo THAGANE,1984-03-07,RSA,Durban (RSA),2010-03-21,senior,triple jump,26,M,0
17.09,+2.9,Christian TAYLOR,1990-06-18,USA,"Eugene, OR (USA)",2010-06-09,senior,triple jump,19,M,0
17.09,+0.6,David GIRAT,1984-08-26,CUB,"Meteor, Zhukovskiy (RUS)",2010-06-26,senior,triple jump,25,M,0
17.09,+0.1,Alexis COPELLO,1985-08-12,CUB,"International Stadium, Gateshead (GBR)",2010-07-10,senior,triple jump,24,M,0
17.09,+1.9,Leevan SANDS,1981-08-16,BAH,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,senior,triple jump,29,M,0
17.09,+2.4,Will CLAYE,1991-06-13,USA,"Hayward Field, Eugene, OR (USA)",2011-06-23,senior,triple jump,20,M,0
17.09,-0.5,Samyr LAINE,1984-07-17,HAI,Mayagüez (PUR),2011-07-17,senior,triple jump,27,M,0
17.09,+0.7,Henry FRAYNE,1990-04-14,AUS,Perth (AUS),2012-02-11,senior,triple jump,21,M,0
17.09,-0.6,Lyukman ADAMS,1988-09-24,RUS,"Bislett Stadion, Oslo (NOR)",2012-06-07,senior,triple jump,23,M,0
17.09,+0.7,Karol HOFFMANN,1989-06-01,POL,"Olympiastadion, Helsinki (FIN)",2012-06-28,senior,triple jump,23,M,0
17.09,0.0,Will CLAYE,1991-06-13,USA,Baie Mahault (FRA),2013-05-08,senior,triple jump,21,M,0
17.09,+1.3,Zlatozar ATANASOV,1989-12-12,BUL,Burgas (BUL),2013-05-19,senior,triple jump,23,M,0
17.09,+2.5,Chris BENARD,1990-04-09,USA,"Walnut, CA (USA)",2014-04-19,senior,triple jump,24,M,0
17.09,+1.7,Chris CARTER,1989-03-11,USA,"Austin, TX (USA)",2014-05-03,senior,triple jump,25,M,0
17.09,0.0,Benjamin COMPAORÉ,1987-08-05,FRA,"Oregon Convention Center, Portland, OR (USA) (i)",2016-03-19,senior,triple jump,28,M,1
17.09,0.0,Jhon MURILLO,1984-07-13,COL,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,senior,triple jump,32,M,0
17.09,-0.7,Jean-Marc PONTVIANNE,1994-08-06,FRA,Nimes (FRA),2017-05-07,senior,triple jump,22,M,0
17.09,+1.4,Alexis COPELLO,1985-08-12,AZE,"Hayward Field, Eugene, OR (USA)",2017-05-27,senior,triple jump,31,M,0
17.09,+2.7,Godfrey Khotso MOKOENA,1985-03-06,RSA,Pretoria (RSA),2018-03-16,senior,triple jump,33,M,0
17.09,0.0,Arpinder SINGH,1992-12-30,IND,Guwahati (IND),2018-06-29,senior,triple jump,25,M,0
17.09,+0.7,Jordan A. DÍAZ FORTUN,2001-02-23,CUB,"Ratinan Stadion, Tampere (FIN)",2018-07-13,senior,triple jump,17,M,0
17.09,0.0,Hugues Fabrice ZANGO,1993-06-25,BUR,Liévin (FRA) (i),2019-02-10,senior,triple jump,25,M,1
17.09,+0.3,Ruiting WU,1995-11-29,CHN,Daqing (CHN),2019-08-24,senior,triple jump,23,M,0
17.09,+0.2,Yaming ZHU,1994-05-04,CHN,"Five Rings Sports Center, Wuhan (CHN)",2019-10-26,senior,triple jump,25,M,0
17.09,-0.6,Tomáš VESZELKA,1995-07-09,SVK,"Five Rings Sports Center, Wuhan (CHN)",2019-10-26,senior,triple jump,24,M,0
17.09,+1.6,Pablo TORRIJOS,1992-05-12,ESP,Castellón (ESP),2020-07-29,senior,triple jump,28,M,0
17.09,0.0,Melvin RAFFIN,1998-08-09,FRA,"Stadium Miramas Métropole, Miramas (FRA) (i)",2021-02-20,senior,triple jump,22,M,1
17.09,+1.2,Andy HECHAVARRÍA,2000-09-14,CUB,"Estadio Panamericano, La Habana (CUB)",2022-02-05,senior,triple jump,21,M,0
17.09,+0.3,Hugues Fabrice ZANGO,1993-06-25,BUR,"Polideportivo Municipal, Andújar (ESP)",2022-06-04,senior,triple jump,28,M,0
17.09,0.0,Andy DÍAZ HERNÁNDEZ,1995-12-25,CUB,"Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i)",2023-02-04,senior,triple jump,27,M,1
17.09,+2.0,O'Brien WASOME,1997-01-24,JAM,"Mike A. Myers Stadium, Austin, TX (USA)",2024-03-30,senior,triple jump,27,M,0
17.09,0.0,Wen SU,1999-02-10,CHN,"Sports Training Center, Nanjing (CHN) (i)",2025-03-21,senior,triple jump,26,M,1
17.09,+0.8,Hugues Fabrice ZANGO,1993-06-25,BUR,"Stade Louis II, Monaco (MON)",2025-07-11,senior,triple jump,32,M,0
17.09,+1.7,Will CLAYE,1991-06-13,USA,"Hayward Field, Eugene, OR (USA)",2025-08-03,senior,triple jump,34,M,0
17.09,+0.7,Pedro PICHARDO,1993-06-30,POR,"National Stadium, Tokyo (JPN)",2025-09-17,senior,triple jump,32,M,0
17.08,0.0,Carol CORBU,1946-02-08,ROU,Madrid (ESP),1971-09-11,senior,triple jump,25,M,0
17.08,0.0,Keith CONNOR,1957-09-16,GBR,"Dallas, TX (USA) (i)",1981-01-31,senior,triple jump,23,M,1
17.08,0.0,Willie BANKS,1956-03-11,USA,London (GBR),1982-06-09,senior,triple jump,26,M,0
17.08,0.0,Vasiliy GRISHCHENKOV,1958-01-23,URS,Budapest (HUN),1982-06-30,senior,triple jump,24,M,0
17.08,0.0,Béla BAKOSI,1957-06-18,HUN,Arles (FRA),1982-07-04,senior,triple jump,25,M,0
17.08,0.0,Aleksandr POKUSAYEV,1960-04-30,URS,Krasnodar (URS),1983-08-07,senior,triple jump,23,M,0
17.08,0.0,Vyacheslav BORDUKOV,1959-01-01,URS,Dnepropetrovsk (URS),1983-09-24,senior,triple jump,24,M,0
17.08,w,Byron CRIDDLE,1962-02-21,USA,"Houston, TX (USA)",1984-04-14,senior,triple jump,22,M,0
17.08,0.0,Al JOYNER,1960-01-19,USA,Osaka (JPN) (i),1985-01-15,senior,triple jump,24,M,1
17.08,0.0,Vladimir PLEKHANOV,1958-04-11,URS,Moskva (URS) (i),1987-02-15,senior,triple jump,28,M,1
17.08,NWI,Igor LAPSHIN,1963-08-08,URS,Moskva (URS),1987-06-06,senior,triple jump,23,M,0
17.08,+1.6,Đorđe KOŽUL,1963-12-31,YUG,Ljubljana (SLO),1987-08-23,senior,triple jump,23,M,0
17.08,+2.0,Oleg PROTSENKO,1963-08-11,URS,"Stadio Olimpico, Roma (ITA)",1987-08-30,senior,triple jump,24,M,0
17.08,+2.6,Andrzej GRABARCZYK,1964-01-12,POL,Grudziadz (POL),1988-08-14,senior,triple jump,24,M,0
17.08,0.0,Volodimir INOZEMTSEV,1964-05-25,URS,Berlin (GER),1989-08-12,senior,triple jump,25,M,0
17.08,+1.8,Ralf JAROS,1965-12-13,FRG,Bologna (ITA),1990-07-18,senior,triple jump,24,M,0
17.08,+1.9,Yanping CHEN,1966-01-17,CHN,Beijing (CHN),1990-10-03,senior,triple jump,24,M,0
17.08,+1.8,Pierre CAMARA,1965-09-10,FRA,Dijon (FRA),1991-07-27,senior,triple jump,25,M,0
17.08,+1.6,Kenny HARRISON,1965-02-13,USA,"National Stadium, Tokyo (JPN)",1991-08-25,senior,triple jump,26,M,0
17.08,+1.4,Eugeniusz BEDENICZUK,1961-01-06,POL,Lublin (POL),1992-06-06,senior,triple jump,31,M,0
17.08,+0.1,Edrick FLORÉAL,1966-10-05,CAN,San José (USA),1994-05-28,senior,triple jump,27,M,0
17.08,+1.8,Māris BRUŽIKS,1962-08-25,LAT,Stockholm (SWE),1994-07-12,senior,triple jump,31,M,0
17.08,0.0,Shixin ZHOU,1967-08-05,CHN,Changchun (CHN),1995-09-07,senior,triple jump,28,M,0
17.08,+1.3,Carlos CALADO,1975-10-05,POR,Lisboa (POR),1996-06-21,senior,triple jump,20,M,0
17.08,-0.5,Igor SAUTKIN,1972-02-23,RUS,St. Petersburg (RUS),1996-07-04,senior,triple jump,24,M,0
17.08,+2.5,Yoel GARCÍA,1973-11-25,CUB,Jena (GER),1997-05-25,senior,triple jump,23,M,0
17.08,+0.5,Robert HOWARD,1975-11-26,USA,Catania (ITA),1997-08-27,senior,triple jump,21,M,0
17.08,+2.9,LaMark CARTER,1970-08-23,USA,"Baton Rouge, LA (USA)",1998-04-17,senior,triple jump,27,M,0
17.08,+1.7,Andrew OWUSU,1972-07-08,GHA,St-Denis (FRA),1998-06-04,senior,triple jump,25,M,0
17.08,-1.9,Aliecer URRUTIA,1974-09-22,CUB,La Habana (CUB),2000-02-18,senior,triple jump,25,M,0
17.08,+5.2,Walter DAVIS,1979-07-02,USA,"Austin, TX (USA)",2000-04-08,senior,triple jump,20,M,0
17.08,+2.3,Rostislav DIMITROV,1974-12-26,BUL,Milano (ITA),2000-06-07,senior,triple jump,25,M,0
17.08,+0.7,Jonathan EDWARDS,1966-05-10,GBR,"Olympic Stadium, Sydney (AUS)",2000-09-23,senior,triple jump,34,M,0
17.08,-0.3,Yoel GARCÍA,1973-11-25,CUB,"Olympic Stadium, Sydney (AUS)",2000-09-23,senior,triple jump,26,M,0
17.08,0.0,Phillips IDOWU,1978-12-30,GBR,"Olympic Stadium, Sydney (AUS)",2000-09-25,senior,triple jump,21,M,0
17.08,0.0,Charles Michael FRIEDEK,1971-08-26,GER,Karlsruhe (GER) (i),2001-01-27,senior,triple jump,29,M,1
17.08,+1.3,Christian OLSSON,1980-01-25,SWE,Helsinki (FIN),2001-06-14,senior,triple jump,21,M,0
17.08,+0.2,Igor SPASOVKHODSKIY,1979-08-01,RUS,"Olympisch Stadion, Amsterdam (NED)",2001-07-13,senior,triple jump,21,M,0
17.08,+1.5,Jadel GREGÓRIO,1980-09-16,BRA,São Paulo (BRA),2002-04-09,senior,triple jump,21,M,0
17.08,0.0,Marian OPREA,1982-06-06,ROU,Constanta (ROU),2002-05-19,senior,triple jump,19,M,0
17.08,0.0,Mykola SAVOLAINEN,1980-03-25,UKR,Donetsk (UKR),2002-08-21,senior,triple jump,22,M,0
17.08,0.0,Kenta BELL,1977-03-16,USA,"Stade de France, Paris-St-Denis (FRA)",2003-08-25,senior,triple jump,26,M,0
17.08,0.0,Marian OPREA,1982-06-06,ROU,Stockholm (SWE) (i),2004-02-12,senior,triple jump,21,M,1
17.08,0.0,Yoandri BETANZOS,1982-02-15,CUB,Budapest (HUN) (i),2004-02-23,senior,triple jump,22,M,1
17.08,+0.2,Melvin LISTER,1977-08-29,USA,"Sacramento, CA (USA)",2004-07-15,senior,triple jump,26,M,0
17.08,-0.5,Leevan SANDS,1981-08-16,BAH,"Stade de France, Paris-St-Denis (FRA)",2004-07-23,senior,triple jump,22,M,0
17.08,+0.1,Danil BURKENYA,1978-07-20,RUS,"Olympic Stadium, Athina (GRE)",2004-08-20,senior,triple jump,26,M,0
17.08,0.0,Osniel TOSCA,1984-06-30,CUB,La Habana (CUB),2005-02-18,senior,triple jump,20,M,0
17.08,-0.8,Jadel GREGÓRIO,1980-09-16,BRA,Rethymno (GRE),2005-07-10,senior,triple jump,24,M,0
17.08,-0.2,Danil BURKENYA,1978-07-20,RUS,Tula (RUS),2005-07-13,senior,triple jump,26,M,0
17.08,+0.6,Walter DAVIS,1979-07-02,USA,"Olympiastadion, Helsinki (FIN)",2005-08-10,senior,triple jump,26,M,0
17.08,0.0,Danil BURKENYA,1978-07-20,RUS,Moskva (RUS) (i),2006-02-18,senior,triple jump,27,M,1
17.08,+1.0,Aarik WILSON,1982-10-25,USA,Zürich (SUI),2006-08-18,senior,triple jump,23,M,0
17.08,0.0,Osniel TOSCA,1984-06-30,CUB,Valladolid (ESP) (i),2007-02-24,senior,triple jump,22,M,1
17.08,0.0,Osniel TOSCA,1984-06-30,CUB,Baie Mahault (FRA),2007-05-01,senior,triple jump,22,M,0
17.08,+2.3,Jadel GREGÓRIO,1980-09-16,BRA,Fortaleza (BRA),2007-05-16,senior,triple jump,26,M,0
17.08,+0.9,Aleksandr PETRENKO,1983-02-08,RUS,Sochi (RUS),2007-05-27,senior,triple jump,24,M,0
17.08,+2.9,Nathan DOUGLAS,1982-12-04,GBR,Madrid (ESP),2008-07-05,senior,triple jump,25,M,0
17.08,+0.5,Dmitrij VAĽUKEVIČ,1981-05-31,SVK,"National Stadium, Beijing (CHN)",2008-08-18,senior,triple jump,27,M,0
17.08,+1.5,Dmitrij VAĽUKEVIČ,1981-05-31,SVK,Trebic (CZE),2008-09-06,senior,triple jump,27,M,0
17.08,+0.9,Osviel HERNÁNDEZ,1989-05-31,CUB,La Habana (CUB),2009-02-13,senior,triple jump,19,M,0
17.08,-0.6,Alexis COPELLO,1985-08-12,CUB,Rio de Janeiro (BRA),2009-05-17,senior,triple jump,23,M,0
17.08,-0.3,Momchil KARAILIEV,1982-05-21,BUL,"Štadión SNP, Banská Bystrica (SVK)",2009-06-21,senior,triple jump,27,M,0
17.08,+1.4,Randy LEWIS,1978-11-15,GRN,Montreuil-sous-Bois (FRA),2010-06-08,senior,triple jump,31,M,0
17.08,+2.0,Fabrizio DONATO,1976-08-14,ITA,Torino (ITA),2010-06-12,senior,triple jump,33,M,0
17.08,-0.2,Fabrizio SCHEMBRI,1981-01-27,ITA,"Stadio Olimpico, Roma (ITA)",2011-05-26,senior,triple jump,30,M,0
17.08,+1.6,Karl TAILLEPIERRE,1976-08-13,FRA,Forbach (FRA),2011-05-29,senior,triple jump,34,M,0
17.08,0.0,David GIRAT,1984-08-26,CUB,"Alexander Stadium, Birmingham (GBR)",2011-07-10,senior,triple jump,26,M,0
17.08,+1.3,Leevan SANDS,1981-08-16,BAH,Sotteville-lès-Rouen (FRA),2012-07-10,senior,triple jump,30,M,0
17.08,0.0,Benjamin COMPAORÉ,1987-08-05,FRA,"Olympic Stadium, London (GBR)",2012-08-09,senior,triple jump,25,M,0
17.08,-0.6,Christian TAYLOR,1990-06-18,USA,"Stadio Olimpico, Roma (ITA)",2013-06-06,senior,triple jump,22,M,0
17.08,+0.9,Will CLAYE,1991-06-13,USA,"Luzhniki Stadion, Moskva (RUS)",2013-08-16,senior,triple jump,22,M,0
17.08,+1.2,Dmitriy CHIZHIKOV,1993-12-06,RUS,"Kadrioru staadion, Tallinn (EST)",2015-07-11,senior,triple jump,21,M,0
17.08,+1.2,Harold CORREA,1988-06-26,FRA,Villeneuve d'Ascq (FRA),2016-05-22,senior,triple jump,27,M,0
17.08,-1.5,Omar CRADDOCK,1991-04-26,USA,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,senior,triple jump,26,M,0
17.08,+2.4,Lázaro MARTÍNEZ,1997-11-03,CUB,La Habana (CUB),2018-02-23,senior,triple jump,20,M,0
17.08,+1.1,Jordan SCOTT,1997-06-29,JAM,"Charlottesville, VA (USA)",2019-05-11,senior,triple jump,21,M,0
17.08,0.0,Hugues Fabrice ZANGO,1993-06-25,BUR,Montreuil (FRA),2019-06-11,senior,triple jump,25,M,0
17.08,+0.8,Levon AGHASYAN,1995-01-19,ARM,Artashat (ARM),2019-07-05,senior,triple jump,24,M,0
17.08,+0.2,Yasser Mohammed TRIKI,1997-03-24,ALG,"Five Rings Sports Center, Wuhan (CHN)",2019-10-26,senior,triple jump,22,M,0
17.08,+2.0,Lázaro MARTÍNEZ,1997-11-03,CUB,"Estadio Panamericano, La Habana (CUB)",2020-03-21,senior,triple jump,22,M,0
17.08,+1.4,Lasha GULELAURI,1993-05-26,GEO,"New District Stadium, Tbilisi (GEO)",2021-05-30,senior,triple jump,28,M,0
17.08,+0.4,Cristian NÁPOLES,1998-11-27,CUB,"National Stadium, Tokyo (JPN)",2021-08-03,senior,triple jump,22,M,0
17.08,0.0,Jean-Marc PONTVIANNE,1994-08-06,FRA,"AccorHotels Arena de Bercy, Paris (FRA) (i)",2022-03-06,senior,triple jump,27,M,1
17.08,+0.3,Yaming ZHU,1994-05-04,CHN,"Hayward Field, Eugene, OR (USA)",2022-07-21,senior,triple jump,28,M,0
17.08,0.0,Tiago Luis PEREIRA,1993-09-19,POR,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-02,senior,triple jump,30,M,1
17.08,-0.2,Tiago Luis PEREIRA,1993-09-19,POR,"Stadio Olimpico, Roma (ITA)",2024-06-11,senior,triple jump,30,M,0
17.08,+0.9,Jonathan SEREMES,2000-09-03,FRA,"Stade Charléty, Paris (FRA)",2025-06-20,senior,triple jump,24,M,0
