Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
1.96,Vanessa BROWNE,1963-01-05,AUS,Perth (AUS),1988-03-27,senior,high jump,25,F,0
1.96,Olga TURCHAK,1967-03-05,URS,Sochi (URS),1988-05-31,senior,high jump,21,F,0
1.96,Biljana PETROVIĆ,1961-02-28,YUG,Ankara (TUR),1988-07-16,senior,high jump,27,F,0
1.96,Trish KING,1962-08-27,USA,"Indianapolis, IN (USA)",1988-07-23,senior,high jump,25,F,0
1.96,Coleen SOMMER,1960-06-16,USA,"Indianapolis, IN (USA)",1988-07-23,senior,high jump,28,F,0
1.96,Yelena YELESINA,1970-04-04,URS,"Laurentian University Stadium, Sudbury (CAN)",1988-07-29,senior,high jump,18,F,0
1.96,Danuta BUŁKOWSKA,1959-01-31,POL,Grudziadz (POL),1988-08-13,senior,high jump,29,F,0
1.96,Heike HENKEL,1964-05-05,FRG,Linz (AUT),1988-08-15,senior,high jump,24,F,0
1.96,Olga TURCHAK,1967-03-05,URS,"Olympic Stadium, Seoul (KOR)",1988-09-30,senior,high jump,21,F,0
1.96,Alina ASTAFEI,1969-06-07,ROU,"Sporthal Houtrust, Den Haag (NED) (i)",1989-02-18,senior,high jump,19,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,"Sporthal Houtrust, Den Haag (NED) (i)",1989-02-18,senior,high jump,21,F,1
1.96,Louise RITTER,1958-02-18,USA,"New York, NY (USA) (i)",1989-02-24,senior,high jump,31,F,1
1.96,Tamara BYKOVA,1958-12-21,URS,Moskva (URS) (i),1989-02-26,senior,high jump,30,F,1
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Madrid (ESP) (i),1989-03-10,senior,high jump,23,F,1
1.96,Tamara BYKOVA,1958-12-21,URS,Chelyabinsk (URS) (i),1989-03-11,senior,high jump,30,F,1
1.96,Tamara BYKOVA,1958-12-21,URS,Volgograd (URS),1989-06-11,senior,high jump,30,F,0
1.96,Silvia COSTA,1964-05-04,CUB,Sevilla (ESP),1989-06-20,senior,high jump,25,F,0
1.96,Heike HENKEL,1964-05-05,FRG,Hamburg (GER),1989-08-12,senior,high jump,25,F,0
1.96,Yelena PONIKAROVSKIKH,1959-12-04,URS,Chelyabinsk (URS) (i),1990-02-04,senior,high jump,30,F,1
1.96,Yelena TOPCHINA,1966-09-28,URS,Chelyabinsk (URS) (i),1990-02-04,senior,high jump,23,F,1
1.96,Alina ASTAFEI,1969-06-07,ROU,Berlin (GER) (i),1990-02-23,senior,high jump,20,F,1
1.96,Andrea BAUMERT,1967-05-05,FRG,Berlin (GER) (i),1990-02-23,senior,high jump,22,F,1
1.96,Yelena TOPCHINA,1966-09-28,URS,Moskva (URS) (i),1990-02-25,senior,high jump,23,F,1
1.96,Heike HENKEL,1964-05-05,FRG,Schwechat (AUT),1990-06-03,senior,high jump,26,F,0
1.96,Yolanda HENRY,1964-12-02,USA,"Norwalk, CA (USA)",1990-06-16,senior,high jump,25,F,0
1.96,Valentina GOTOVSKA,1965-09-03,URS,Kiev (URS),1990-07-06,senior,high jump,24,F,0
1.96,Heike HENKEL,1964-05-05,FRG,Boswil (SUI),1990-08-04,senior,high jump,26,F,0
1.96,Biljana PETROVIĆ,1961-02-28,YUG,"Poljud Stadion, Split (CRO)",1990-08-31,senior,high jump,29,F,0
1.96,Yelena YELESINA,1970-04-04,URS,"Poljud Stadion, Split (CRO)",1990-08-31,senior,high jump,20,F,0
1.96,Yelena YELESINA,1970-04-04,URS,Athina (GRE),1990-09-07,senior,high jump,20,F,0
1.96,Yelena GULYAYEVA,1967-08-14,URS,Moskva (URS) (i),1991-01-06,senior,high jump,23,F,1
1.96,Silvia COSTA,1964-05-04,CUB,Stuttgart (GER) (i),1991-02-10,senior,high jump,26,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,Arnstadt (GER) (i),1991-02-22,senior,high jump,23,F,1
1.96,Yolanda HENRY,1964-12-02,USA,"New York, NY (USA) (i)",1991-02-22,senior,high jump,26,F,1
1.96,Heike BALCK,1970-08-19,GER,Berlin (GER) (i),1991-03-01,senior,high jump,20,F,1
1.96,Heike HENKEL,1964-05-05,GER,Berlin (GER) (i),1991-03-01,senior,high jump,26,F,1
1.96,Heike HENKEL,1964-05-05,GER,München (GER) (i),1991-03-03,senior,high jump,26,F,1
1.96,Heike BALCK,1970-08-19,GER,Zweibrücken (GER) (i),1991-03-15,senior,high jump,20,F,1
1.96,Tamara BYKOVA,1958-12-21,URS,Den Haag (NED) (i),1991-03-17,senior,high jump,32,F,1
1.96,Sue REMBAO,1962-05-15,USA,San José (USA),1991-05-25,senior,high jump,29,F,0
1.96,Svetlana LESEVA,1967-03-18,BUL,Frankfurt (GER),1991-06-30,senior,high jump,24,F,0
1.96,Inga BABAKOVA,1967-06-27,URS,"National Stadium, Tokyo (JPN)",1991-08-31,senior,high jump,24,F,0
1.96,Beata HOŁUB,1967-07-19,POL,"National Stadium, Tokyo (JPN)",1991-08-31,senior,high jump,24,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,Liévin (FRA) (i),1992-01-25,senior,high jump,24,F,1
1.96,Heike HENKEL,1964-05-05,GER,Bad Segeberg (GER) (i),1992-01-25,senior,high jump,27,F,1
1.96,Inga BABAKOVA,1967-06-27,UKR,Berlin (GER) (i),1992-01-29,senior,high jump,24,F,1
1.96,Inga BABAKOVA,1967-06-27,UKR,Madrid (ESP) (i),1992-02-14,senior,high jump,24,F,1
1.96,Tatyana SHEVCHIK,1969-06-11,BLR,Berlin (GER) (i),1992-02-21,senior,high jump,22,F,1
1.96,Angela SPANGLER-BRADBURN,1968-09-04,USA,"New York, NY (USA) (i)",1992-02-28,senior,high jump,23,F,1
1.96,Galina ISACHENKO,1965-03-04,BLR,Gomel (BLR),1992-07-17,senior,high jump,27,F,0
1.96,Yelena PONIKAROVSKIKH,1959-12-04,RUS,St. Petersburg (RUS) (i),1993-01-09,senior,high jump,33,F,1
1.96,Ioamnet QUINTERO,1972-09-08,CUB,Wuppertal (GER) (i),1993-02-05,senior,high jump,20,F,1
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Berlin (GER) (i),1993-03-05,senior,high jump,27,F,1
1.96,Yelena GRIBANOVA,1972-03-07,RUS,Bratislava (SVK),1993-06-01,senior,high jump,21,F,0
1.96,Alina ASTAFEI,1969-06-07,ROU,Villeneuve d'Ascq (FRA),1993-07-02,senior,high jump,24,F,0
1.96,Yelena TOPCHINA,1966-09-28,RUS,"Olympiastadion, Berlin (GER)",1993-08-27,senior,high jump,26,F,0
1.96,Ioamnet QUINTERO,1972-09-08,CUB,"Olympiastadion, Berlin (GER)",1993-08-27,senior,high jump,20,F,0
1.96,Irina MIKHALCHENKO,1972-01-20,UKR,Banská Bystrica (SVK) (i),1994-01-26,senior,high jump,22,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Fairfax, VA (USA) (i)",1994-02-06,senior,high jump,23,F,1
1.96,Britta BILAČ,1968-12-04,SLO,Grenoble (FRA) (i),1994-02-06,senior,high jump,25,F,1
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Maebashi (JPN) (i),1994-02-13,senior,high jump,28,F,1
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Pireaus (GRE) (i),1994-02-16,senior,high jump,28,F,1
1.96,Britta BILAČ,1968-12-04,SLO,Pireaus (GRE) (i),1994-02-16,senior,high jump,25,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,Berlin (GER) (i),1994-03-04,senior,high jump,26,F,1
1.96,Desislava ALEKSANDROVA,1975-10-27,BUL,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-12,senior,high jump,18,F,1
1.96,Sigrid KIRCHMANN,1966-03-29,AUT,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-12,senior,high jump,27,F,1
1.96,Tatyana SHEVCHIK,1969-06-11,BLR,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-12,senior,high jump,24,F,1
1.96,Nelė ŽILINSKIENĖ,1969-12-29,LTU,Vilnius (LTU),1994-07-02,senior,high jump,24,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,"Olympiastadion, Helsinki (FIN)",1994-08-14,senior,high jump,27,F,0
1.96,Heike HENKEL,1964-05-05,GER,Wuppertal (GER) (i),1995-02-03,senior,high jump,30,F,1
1.96,Heike HENKEL,1964-05-05,GER,Stuttgart (GER) (i),1995-02-05,senior,high jump,30,F,1
1.96,Britta BILAČ,1968-12-04,SLO,Spala (POL) (i),1995-02-17,senior,high jump,26,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,Stockholm (SWE) (i),1995-02-27,senior,high jump,27,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,Berlin (GER) (i),1995-03-03,senior,high jump,27,F,1
1.96,Gwen WENTLAND,1972-04-29,USA,"Atlanta, GA (USA) (i)",1995-03-04,senior,high jump,22,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Atlanta, GA (USA) (i)",1995-03-04,senior,high jump,24,F,1
1.96,Heike HENKEL,1964-05-05,GER,Sindelfingen (GER) (i),1995-03-04,senior,high jump,30,F,1
1.96,Tatyana BABASHKINA,1968-11-23,RUS,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,26,F,1
1.96,Yelena GULYAYEVA,1967-08-14,RUS,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,27,F,1
1.96,Tatyana SHEVCHIK,1969-06-11,BLR,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,25,F,1
1.96,Nelė ŽILINSKIENĖ,1969-12-29,LTU,São Paulo (BRA),1995-05-14,senior,high jump,25,F,0
1.96,Alina ASTAFEI,1969-06-07,GER,Oslo (NOR),1995-07-21,senior,high jump,26,F,0
1.96,Amy ACUFF,1975-07-14,USA,Oslo (NOR),1995-07-21,senior,high jump,20,F,0
1.96,Tatyana BABASHKINA,1968-11-23,RUS,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,26,F,0
1.96,Tatyana SHEVCHIK,1969-06-11,BLR,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,26,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,27,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Linz (AUT),1995-08-22,senior,high jump,28,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,"Stade Louis II, Monaco (MON)",1995-09-09,senior,high jump,28,F,0
1.96,Yevgeniya ZHDANOVA-FADEYEVA,1966-07-27,RUS,Budapest (HUN) (i),1996-01-28,senior,high jump,29,F,1
1.96,Svetlana ZALEVSKAYA,1973-06-14,KAZ,Moskva (RUS) (i),1996-02-01,senior,high jump,22,F,1
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Gent (BEL) (i),1996-02-07,senior,high jump,28,F,1
1.96,Svetlana ZALEVSKAYA,1973-06-14,KAZ,Brno (CZE) (i),1996-02-09,senior,high jump,22,F,1
1.96,Niki BAKOGIANNI,1968-06-09,GRE,Pireaus (GRE) (i),1996-02-12,senior,high jump,27,F,1
1.96,Hanne HAUGLAND,1967-12-14,NOR,Spala (POL) (i),1996-02-16,senior,high jump,28,F,1
1.96,Natalya GOLODNOVA,1967-04-14,RUS,Moskva (RUS) (i),1996-02-23,senior,high jump,28,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Fairfax, VA (USA) (i)",1996-02-24,senior,high jump,25,F,1
1.96,Niki BAKOGIANNI,1968-06-09,GRE,"Globe Arena, Stockholm (SWE) (i)",1996-03-10,senior,high jump,27,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Tempe, AZ (USA)",1996-04-06,senior,high jump,25,F,0
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Osaka (JPN),1996-05-11,senior,high jump,31,F,0
1.96,Niki BAKOGIANNI,1968-06-09,GRE,Rethymno (GRE),1996-05-25,senior,high jump,27,F,0
1.96,Tisha WALLER,1970-12-01,USA,San José (USA),1996-06-01,senior,high jump,25,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,St-Denis (FRA),1996-06-03,senior,high jump,28,F,0
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Roma (ITA),1996-06-05,senior,high jump,31,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,St. Petersburg (RUS),1996-07-04,senior,high jump,28,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Stockholm (SWE),1996-07-08,senior,high jump,28,F,0
1.96,Alina ASTAFEI,1969-06-07,GER,Stockholm (SWE),1996-07-08,senior,high jump,27,F,0
1.96,Alina ASTAFEI,1969-06-07,GER,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,27,F,0
1.96,Nelė ŽILINSKIENĖ,1969-12-29,LTU,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,26,F,0
1.96,Tatyana BABASHKINA,1968-11-23,RUS,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,27,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,28,F,0
1.96,Alina ASTAFEI,1969-06-07,GER,Köln (GER),1996-08-16,senior,high jump,27,F,0
1.96,Jin LING,1967-01-25,CHN,Beijing (CHN),1996-09-30,senior,high jump,29,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Bucureşti (ROU) (i),1997-01-26,senior,high jump,23,F,1
1.96,Stefka KOSTADINOVA,1965-03-25,BUL,Arnstadt (GER) (i),1997-02-01,senior,high jump,31,F,1
1.96,Alina ASTAFEI,1969-06-07,GER,Arnstadt (GER) (i),1997-02-01,senior,high jump,27,F,1
1.96,Olga KALITURINA,1976-03-09,RUS,Moskva (RUS) (i),1997-02-08,senior,high jump,20,F,1
1.96,Mária MELOVÁ,1975-10-21,SVK,Banská Bystrica (SVK) (i),1997-02-12,senior,high jump,21,F,1
1.96,Inga BABAKOVA,1967-06-27,UKR,Spala (POL) (i),1997-02-14,senior,high jump,29,F,1
1.96,Inga BABAKOVA,1967-06-27,UKR,Ostrava (CZE),1997-05-28,senior,high jump,29,F,0
1.96,Yuliya LYAKHOVA,1977-07-08,RUS,Valencia (ESP),1997-05-31,senior,high jump,19,F,0
1.96,Antonella BEVILACQUA,1971-10-15,ITA,Foggia (ITA),1997-06-07,senior,high jump,25,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,Praha (CZE),1997-06-08,senior,high jump,24,F,0
1.96,Amy ACUFF,1975-07-14,USA,"Indianapolis, IN (USA)",1997-06-14,senior,high jump,21,F,0
1.96,Heike BALCK,1970-08-19,GER,Frankfurt (GER),1997-06-28,senior,high jump,26,F,0
1.96,Alina ASTAFEI,1969-06-07,GER,Frankfurt (GER),1997-06-28,senior,high jump,28,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Oslo (NOR),1997-07-04,senior,high jump,29,F,0
1.96,Amy ACUFF,1975-07-14,USA,Stockholm (SWE),1997-07-07,senior,high jump,21,F,0
1.96,Olga KALITURINA,1976-03-09,RUS,Tula (RUS),1997-07-09,senior,high jump,21,F,0
1.96,Antonella BEVILACQUA,1971-10-15,ITA,Formia (ITA),1997-07-13,senior,high jump,25,F,0
1.96,Antonella BEVILACQUA,1971-10-15,ITA,Nice (FRA),1997-07-16,senior,high jump,25,F,0
1.96,Olga KALITURINA,1976-03-09,RUS,"Olympic Stadium, Athina (GRE)",1997-08-10,senior,high jump,21,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,"Olympic Stadium, Athina (GRE)",1997-08-10,senior,high jump,30,F,0
1.96,Yuliya LYAKHOVA,1977-07-08,RUS,"Olympic Stadium, Athina (GRE)",1997-08-10,senior,high jump,20,F,0
1.96,Amy ACUFF,1975-07-14,USA,Zürich (SUI),1997-08-13,senior,high jump,22,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,"Stade Louis II, Monaco (MON)",1997-08-16,senior,high jump,29,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Malmö (SWE),1997-08-20,senior,high jump,29,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Catania (ITA),1997-08-30,senior,high jump,24,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Tokyo (JPN),1997-09-06,senior,high jump,29,F,0
1.96,Solange WITTEVEEN,1976-02-06,ARG,Oristano (ITA),1997-09-08,senior,high jump,21,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Fukuoka (JPN),1997-09-13,senior,high jump,24,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Fukuoka (JPN),1997-09-13,senior,high jump,29,F,0
1.96,Jin LING,1967-01-25,CHN,Shanghai (CHN),1997-10-22,senior,high jump,30,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,Pardubice (CZE) (i),1998-01-17,senior,high jump,24,F,1
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Banská Bystrica (SVK) (i),1998-02-11,senior,high jump,30,F,1
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Banská Bystrica (SVK) (i),1998-02-11,senior,high jump,24,F,1
1.96,Yuliya LYAKHOVA,1977-07-08,RUS,Moskva (RUS) (i),1998-02-14,senior,high jump,20,F,1
1.96,Yekaterina SAVCHENKO,1977-06-03,RUS,Moskva (RUS) (i),1998-02-14,senior,high jump,20,F,1
1.96,Alina ASTAFEI,1969-06-07,GER,Sindelfingen (GER) (i),1998-02-14,senior,high jump,28,F,1
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-02-28,senior,high jump,24,F,1
1.96,Yelena YELESINA,1970-04-04,RUS,Spala (POL) (i),1998-03-06,senior,high jump,27,F,1
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Spala (POL) (i),1998-03-06,senior,high jump,24,F,1
1.96,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Sofia (BUL),1998-05-16,senior,high jump,23,F,0
1.96,Tisha WALLER,1970-12-01,USA,Wörrstadt (GER),1998-05-23,senior,high jump,27,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Wörrstadt (GER),1998-05-23,senior,high jump,25,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Chania (GRE),1998-05-27,senior,high jump,30,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Bucureşti (ROU),1998-05-30,senior,high jump,25,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Athina (GRE),1998-06-17,senior,high jump,25,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Rhede (GER),1998-06-19,senior,high jump,19,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Bucureşti (ROU),1998-06-21,senior,high jump,25,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Linz (AUT),1998-07-05,senior,high jump,19,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Hechtel (BEL),1998-08-01,senior,high jump,25,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,"SGJ, Johannesburg (RSA)",1998-09-11,senior,high jump,20,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Moskva (RUS) (i),1999-02-10,senior,high jump,31,F,1
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Arnstadt (GER) (i),1999-02-13,senior,high jump,25,F,1
1.96,Tatyana SHEVCHIK,1969-06-11,BLR,Otterberg (GER) (i),1999-02-27,senior,high jump,29,F,1
1.96,Mária MELOVÁ,1975-10-21,SVK,Otterberg (GER) (i),1999-02-27,senior,high jump,23,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Atlanta, GA (USA) (i)",1999-02-27,senior,high jump,28,F,1
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,"Green Dome, Maebashi (JPN) (i)",1999-03-05,senior,high jump,25,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Green Dome, Maebashi (JPN) (i)",1999-03-05,senior,high jump,28,F,1
1.96,Hestrie CLOETE,1978-08-26,RSA,Doha (QAT),1999-05-13,senior,high jump,20,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Doha (QAT),1999-05-13,senior,high jump,26,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Athina (GRE),1999-05-30,senior,high jump,31,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,Praha (CZE),1999-06-05,senior,high jump,26,F,0
1.96,Tisha WALLER,1970-12-01,USA,"New York, NY (USA)",1999-06-06,senior,high jump,28,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,"Stadion Rošický, Praha (CZE)",1999-06-14,senior,high jump,26,F,0
1.96,Kajsa BERGQVIST,1976-10-12,SWE,"Stadion Rošický, Praha (CZE)",1999-06-14,senior,high jump,22,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Athina (GRE),1999-06-16,senior,high jump,20,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,Athina (GRE),1999-06-16,senior,high jump,26,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Athina (GRE),1999-06-16,senior,high jump,31,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Oslo (NOR),1999-06-30,senior,high jump,26,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Oslo (NOR),1999-06-30,senior,high jump,31,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Oslo (NOR),1999-06-30,senior,high jump,31,F,0
1.96,Svetlana LAPINA,1978-04-12,RUS,Cheboksary (RUS),1999-07-03,senior,high jump,21,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,Nice (FRA),1999-07-17,senior,high jump,26,F,0
1.96,Svetlana LAPINA,1978-04-12,RUS,Nice (FRA),1999-07-17,senior,high jump,21,F,0
1.96,Yelena GULYAYEVA,1967-08-14,RUS,Nice (FRA),1999-07-17,senior,high jump,31,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Nice (FRA),1999-07-17,senior,high jump,20,F,0
1.96,Hanne HAUGLAND,1967-12-14,NOR,Nice (FRA),1999-07-17,senior,high jump,31,F,0
1.96,Yelena YELESINA,1970-04-04,RUS,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,senior,high jump,29,F,0
1.96,Svetlana LAPINA,1978-04-12,RUS,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,senior,high jump,21,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,senior,high jump,26,F,0
1.96,Vita STYOPINA,1976-02-21,UKR,Belaya Tserkva (UKR),1999-07-25,senior,high jump,23,F,0
1.96,Irina MIKHALCHENKO,1972-01-20,UKR,Belaya Tserkva (UKR),1999-07-25,senior,high jump,27,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,"Stade Louis II, Monaco (MON)",1999-08-04,senior,high jump,32,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,"Stade Louis II, Monaco (MON)",1999-08-04,senior,high jump,26,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Köln (GER),1999-08-08,senior,high jump,26,F,0
1.96,Yelena YELESINA,1970-04-04,RUS,Köln (GER),1999-08-08,senior,high jump,29,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,26,F,0
1.96,Kajsa BERGQVIST,1976-10-12,SWE,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,22,F,0
1.96,Tisha WALLER,1970-12-01,USA,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,28,F,0
1.96,Vita STYOPINA,1976-02-21,UKR,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,23,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,"Olympiastadion, München (GER)",1999-09-11,senior,high jump,21,F,0
1.96,Zuzana HLAVONOVÁ,1973-04-16,CZE,"Olympiastadion, München (GER)",1999-09-11,senior,high jump,26,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,"Olympiastadion, München (GER)",1999-09-11,senior,high jump,32,F,0
1.96,Yelena YELESINA,1970-04-04,RUS,"Olympiastadion, München (GER)",1999-09-11,senior,high jump,29,F,0
1.96,Viktoriya SERYOGINA,1973-05-22,RUS,Salgótarján (HUN),1999-09-12,senior,high jump,26,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Johannesburg (RSA),1999-09-15,senior,high jump,21,F,0
1.96,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Budapest (HUN) (i),2000-01-15,senior,high jump,25,F,1
1.96,Kajsa BERGQVIST,1976-10-12,SWE,Sätra (SWE) (i),2000-02-02,senior,high jump,23,F,1
1.96,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Patra (GRE) (i),2000-02-15,senior,high jump,25,F,1
1.96,Olga KALITURINA,1976-03-09,RUS,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-26,senior,high jump,23,F,1
1.96,Tisha WALLER,1970-12-01,USA,"Atlanta, GA (USA) (i)",2000-03-04,senior,high jump,29,F,1
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Osaka (JPN),2000-05-13,senior,high jump,27,F,0
1.96,Vita PALAMAR,1977-10-12,UKR,Kyiv (UKR),2000-07-25,senior,high jump,22,F,0
1.96,Marina KUPTSOVA,1981-12-22,RUS,Tula (RUS),2000-07-26,senior,high jump,18,F,0
1.96,Kajsa BERGQVIST,1976-10-12,SWE,Stockholm (SWE),2000-08-01,senior,high jump,23,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,Stockholm (SWE),2000-08-01,senior,high jump,33,F,0
1.96,Vita STYOPINA,1976-02-21,UKR,Kyiv (UKR),2000-08-05,senior,high jump,24,F,0
1.96,Vita PALAMAR,1977-10-12,UKR,Avezzano (ITA),2000-08-20,senior,high jump,22,F,0
1.96,Yuliya LYAKHOVA,1977-07-08,RUS,Leverkusen (GER),2000-08-20,senior,high jump,23,F,0
1.96,Monica IAGĂR DINESCU,1973-04-02,ROU,Padova (ITA),2000-08-27,senior,high jump,27,F,0
1.96,Hestrie CLOETE,1978-08-26,RSA,Yokohama (JPN),2000-09-09,senior,high jump,22,F,0
1.96,Inga BABAKOVA,1967-06-27,UKR,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,33,F,0
1.96,Svetlana ZALEVSKAYA,1973-06-14,KAZ,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,27,F,0
1.96,Vita PALAMAR,1977-10-12,UKR,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,22,F,0
1.96,Kajsa BERGQVIST,1976-10-12,SWE,Spala (POL) (i),2001-02-09,senior,high jump,24,F,1
1.96,Viktoriya SERYOGINA,1973-05-22,RUS,Wien (AUT) (i),2001-02-12,senior,high jump,27,F,1
1.96,Vita PALAMAR,1977-10-12,UKR,Arnstadt (GER) (i),2001-02-17,senior,high jump,23,F,1
1.96,Yuliya LYAKHOVA,1977-07-08,RUS,Moskva (RUS) (i),2001-02-18,senior,high jump,23,F,1
1.96,Dóra GYŐRFFY,1978-02-23,HUN,"Boston, MA (USA) (i)",2001-02-18,senior,high jump,22,F,1
1.96,Venelina VENEVA-MATEEVA,1974-06-13,BUL,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-09,senior,high jump,26,F,1
