Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
8.13,+0.5,Stanisław JASKULKA,1958-08-25,POL,"Lenin Stadium, Moskva (URS)",1980-07-28,senior,long jump,21,M,0
8.13,0.0,Jens KNIPPHALS,1958-05-19,FRG,Sindelfingen (GER) (i),1981-02-07,senior,long jump,22,M,1
8.13,0.0,Larry MYRICKS,1956-03-10,USA,"New York, NY (USA) (i)",1981-02-27,senior,long jump,24,M,1
8.13,0.0,Jason GRIMES,1959-09-10,USA,"Johnson City, TN (USA) (i)",1982-01-09,senior,long jump,22,M,1
8.13,0.0,Sergey LAYEVSKIY,1959-03-03,URS,Sochi (URS),1982-05-30,senior,long jump,23,M,0
8.13,0.0,Steve BRIDGES,1960-03-17,USA,"Provo, UT (USA)",1982-06-04,senior,long jump,22,M,0
8.13,0.0,Vladimir TSEPELYOV,1956-10-10,URS,Riga (LAT),1982-06-05,senior,long jump,25,M,0
8.13,0.0,Gary HONEY,1959-07-26,AUS,Sydney (AUS),1982-08-23,senior,long jump,23,M,0
8.13,+0.4,Gary HONEY,1959-07-26,AUS,Brisbane (AUS),1982-10-07,senior,long jump,23,M,0
8.13,+0.9,Vesco BRADLEY,1953-05-22,USA,"Indianapolis, IN (USA)",1983-06-17,senior,long jump,30,M,0
8.13,0.0,Viktor SAVINYKH,1952-08-25,URS,Kharkov (URS),1983-06-25,senior,long jump,30,M,0
8.13,+0.2,Vance JOHNSON,1963-03-13,USA,"Westwood, CA (USA)",1984-05-13,senior,long jump,21,M,0
8.13,+2.0,Andre REICHELT,1962-10-09,GDR,Dresden (GER),1984-07-27,senior,long jump,21,M,0
8.13,+1.1,Robert EMMIYAN,1965-02-16,URS,Baku (AZE),1984-09-14,senior,long jump,19,M,0
8.13,0.0,Sergey LAYEVSKIY,1959-03-03,URS,Kishinev (URS) (i),1985-02-16,senior,long jump,25,M,1
8.13,0.0,Jan LEITNER,1953-09-14,TCH,"Peace and Friendship Stadium, Piraeus (GRE) (i)",1985-03-03,senior,long jump,31,M,1
8.13,+0.3,Gennadiy DANILOV,1961-02-19,URS,Vilnius (LTU),1985-07-07,senior,long jump,24,M,0
8.13,0.0,Jaime JEFFERSON,1962-01-17,CUB,Nassau (BAH),1985-07-25,senior,long jump,23,M,0
8.13,+1.9,Uwe LANGE,1954-12-13,GDR,Berlin (GDR),1985-09-22,senior,long jump,30,M,0
8.13,+1.9,Vadim KOBYLYANSKIY,1961-01-25,URS,Poltava (URS),1986-07-20,senior,long jump,25,M,0
8.13,NWI,Giovanni EVANGELISTI,1961-09-11,ITA,Torino (ITA),1986-07-24,senior,long jump,24,M,0
8.13,0.0,Larry MYRICKS,1956-03-10,USA,Karlsruhe (GER) (i),1987-01-28,senior,long jump,30,M,1
8.13,0.0,André ESTER,1965-04-27,USA,"Oklahoma City, OK (USA) (i)",1987-03-13,senior,long jump,21,M,1
8.13,w,Ray MITCHELL,1963-12-14,USA,"Lawrence, KS (USA)",1987-04-17,senior,long jump,23,M,0
8.13,+1.3,Tyrus JEFFERSON,1965-09-14,USA,"Modesto, CA (USA)",1987-05-09,senior,long jump,21,M,0
8.13,+0.8,Igor DOVOYNO,1964-08-19,URS,Sochi (URS),1987-05-23,senior,long jump,22,M,0
8.13,+2.4,Eric METCALF,1968-01-23,USA,"Baton Rouge, LA (USA)",1987-06-05,senior,long jump,19,M,0
8.13,NWI,Larry MYRICKS,1956-03-10,USA,Gelnhausen (GER),1987-09-13,senior,long jump,31,M,0
8.13,+0.4,Heiko RESKI,1963-08-22,FRG,Gelnhausen (GER),1987-09-13,senior,long jump,24,M,0
8.13,+1.5,David CULBERT,1967-03-17,AUS,Melbourne (AUS),1988-03-06,senior,long jump,20,M,0
8.13,NWI,Vernon GEORGE,1964-10-06,USA,"Houston, TX (USA)",1988-05-21,senior,long jump,23,M,0
8.13,NWI,Vladimir BOBYLYOV,1966-07-15,URS,Bryansk (URS),1988-07-11,senior,long jump,21,M,0
8.13,NWI,Sergey ZAOZERSKIY,1964-01-27,URS,Vilnius (LTU),1988-08-27,senior,long jump,24,M,0
8.13,+0.2,Pang YAN,1963-01-15,CHN,Tianjin (CHN),1988-09-01,senior,long jump,25,M,0
8.13,w,Bill AYEARS,1966-04-06,USA,"Eugene, OR (USA)",1989-05-13,senior,long jump,23,M,0
8.13,NWI,Larry MYRICKS,1956-03-10,USA,Edinburgh (GBR),1989-07-07,senior,long jump,33,M,0
8.13,NWI,Christian THOMAS,1965-03-31,FRG,Bad Cannstatt (FRG),1989-07-09,senior,long jump,24,M,0
8.13,NWI,Stewart FAULKNER,1969-02-19,GBR,Birmingham (GBR),1989-08-12,senior,long jump,20,M,0
8.13,NWI,Mike POWELL,1963-11-10,USA,Bern (SUI),1989-08-29,senior,long jump,25,M,0
8.13,+1.0,Marco DELONGE,1966-06-16,GDR,Berlin (GER),1989-08-30,senior,long jump,23,M,0
8.13,+3.4,Gordon MCKEE,1966-10-12,USA,Sestriere (ITA),1990-08-08,senior,long jump,23,M,0
8.13,+1.6,Jarmo KÄRNÄ,1958-08-04,FIN,"Poljud Stadion, Split (CRO)",1990-08-29,senior,long jump,32,M,0
8.13,NWI,George OGBEIDE,1968-08-04,NGR,"Eugene, OR (USA)",1991-05-31,senior,long jump,22,M,0
8.13,+1.2,Giovanni EVANGELISTI,1961-09-11,ITA,Udine (ITA),1991-07-04,senior,long jump,29,M,0
8.13,0.0,Larry MYRICKS,1956-03-10,USA,Rieti (ITA),1991-09-06,senior,long jump,35,M,0
8.13,-0.7,Sergey LAYEVSKIY,1959-03-03,UKR,Kyiv (UKR),1992-05-31,senior,long jump,33,M,0
8.13,0.0,Dion BENTLEY,1971-08-26,USA,"Gainesville, FL (USA) (i)",1993-02-05,senior,long jump,21,M,1
8.13,0.0,Joe GREENE,1967-02-17,USA,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,long jump,26,M,1
8.13,0.0,Mike FRANCIS,1970-10-23,PUR,"Raleigh, NC (USA)",1993-04-03,senior,long jump,22,M,0
8.13,+0.1,Yevgeniy SEMENYUK,1968-12-11,UKR,Uzhgorod (UKR),1993-05-08,senior,long jump,24,M,0
8.13,0.0,Erick WALDER,1971-11-05,USA,Villeneuve d'Ascq (FRA),1993-07-02,senior,long jump,21,M,0
8.13,0.0,Iván PEDROSO,1972-12-17,CUB,Stockholm (SWE),1993-07-05,senior,long jump,20,M,0
8.13,0.0,Mike POWELL,1963-11-10,USA,"Olympiastadion, Berlin (GER)",1993-08-27,senior,long jump,29,M,0
8.13,+0.7,Nobuharu ASAHARA,1972-06-21,JPN,Manila (PHI),1993-12-03,senior,long jump,21,M,0
8.13,NWI,James BECKFORD,1975-01-09,JAM,"Odessa, TX (USA)",1994-05-20,senior,long jump,19,M,0
8.13,-0.4,Milko CAMPUS,1969-04-02,ITA,Formia (ITA),1994-06-05,senior,long jump,25,M,0
8.13,+3.0,Aleksandr GLAVATSKIY,1970-05-02,BLR,Valencia (ESP),1994-06-11,senior,long jump,24,M,0
8.13,+0.9,Jaime JEFFERSON,1962-01-17,CUB,La Habana (CUB),1994-06-23,senior,long jump,32,M,0
8.13,0.0,Milan GOMBALA,1968-01-29,CZE,Praha (CZE) (i),1995-02-05,senior,long jump,27,M,1
8.13,0.0,Ángel HERNÁNDEZ,1966-04-15,ESP,Madrid (ESP) (i),1995-02-09,senior,long jump,28,M,1
8.13,0.0,Roland MCGHEE,1971-10-15,USA,"Stade Louis II, Monaco (MON)",1995-07-25,senior,long jump,23,M,0
8.13,+0.7,Georg ACKERMANN,1972-07-13,GER,"Ullevi Stadium, Göteborg (SWE)",1995-08-11,senior,long jump,23,M,0
8.13,0.0,Mike POWELL,1963-11-10,USA,Madrid (ESP) (i),1996-02-09,senior,long jump,32,M,1
8.13,0.0,Chen JING,1976-03-11,CHN,Nanjing (CHN),1996-05-07,senior,long jump,20,M,0
8.13,0.0,Kareem STREETE-THOMPSON,1973-03-30,USA,"College Station, TX (USA)",1996-05-09,senior,long jump,23,M,0
8.13,0.0,Yevgeniy TRETYAK,1971-07-18,RUS,Sochi (RUS),1996-05-25,senior,long jump,24,M,0
8.13,+0.3,Yevgeniy SEMENYUK,1968-12-11,UKR,Innsbruck (AUT),1996-05-29,senior,long jump,27,M,0
8.13,+0.8,Pedro Pavel GARCÍA,1976-06-11,CUB,La Habana (CUB),1996-06-13,senior,long jump,20,M,0
8.13,-0.4,Kareem STREETE-THOMPSON,1973-03-30,USA,Paris (FRA),1996-06-28,senior,long jump,23,M,0
8.13,+1.3,Craig HEPBURN,1969-12-10,BAH,Nassau (BAH),1996-07-15,senior,long jump,26,M,0
8.13,+0.8,Mattias SUNNEBORN,1970-09-27,SWE,Helsinki (FIN),1996-08-23,senior,long jump,25,M,0
8.13,0.0,Kirill SOSUNOV,1975-11-01,RUS,Moskva (RUS) (i),1997-01-23,senior,long jump,21,M,1
8.13,0.0,Yevgeniy TRETYAK,1971-07-18,RUS,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-07,senior,long jump,25,M,1
8.13,+1.7,Erick WALDER,1971-11-05,USA,Rio de Janeiro (BRA),1997-05-04,senior,long jump,25,M,0
8.13,+1.1,Masaki MORINAGA,1972-03-27,JPN,Busan (KOR),1997-05-17,senior,long jump,25,M,0
8.13,0.0,Gregor CANKAR,1975-01-25,SLO,Bad Langensalza (GER),1997-06-15,senior,long jump,22,M,0
8.13,+1.3,Cheikh Tidiane TOURE,1970-01-25,SEN,Paris (FRA),1997-06-25,senior,long jump,27,M,0
8.13,+0.9,Stanislav TARASENKO,1966-07-22,RUS,Linz (AUT),1998-07-05,senior,long jump,31,M,0
8.13,+0.9,Kevin DILWORTH,1974-02-14,USA,"New York, NY (USA)",1998-07-20,senior,long jump,24,M,0
8.13,+1.7,Franck MONNEL,1969-01-20,FRA,Font-Romeu (FRA),1998-07-24,senior,long jump,29,M,0
8.13,+0.1,Mohamed Hassine MERSAL HATEM,1975-01-20,EGY,Dakar (SEN),1998-08-22,senior,long jump,23,M,0
8.13,0.0,Bogdan TUDOR,1970-02-01,ROU,Bucureşti (ROU) (i),1999-02-06,senior,long jump,29,M,1
8.13,0.0,James BECKFORD,1975-01-09,JAM,Madrid (ESP) (i),1999-02-16,senior,long jump,24,M,1
8.13,+0.2,Iván PEDROSO,1972-12-17,CUB,La Habana (CUB),1999-05-14,senior,long jump,26,M,0
8.13,0.0,Iván PEDROSO,1972-12-17,CUB,Stuttgart (GER),1999-06-06,senior,long jump,26,M,0
8.13,+1.7,Oleksiy LUKASHEVYCH,1977-01-11,UKR,Lisboa (POR),1999-06-19,senior,long jump,22,M,0
8.13,+3.7,Shane HAIR,1975-10-24,AUS,Perth (AUS),2000-01-16,senior,long jump,24,M,0
8.13,0.0,Luis Felipe MÉLIZ,1979-08-11,CUB,Pireaus (GRE) (i),2000-02-09,senior,long jump,20,M,1
8.13,-0.2,Kirill SOSUNOV,1975-11-01,RUS,Tula (RUS),2000-06-03,senior,long jump,24,M,0
8.13,-0.1,Roman SHCHURENKO,1976-09-14,UKR,Kalamata (GRE),2000-06-04,senior,long jump,23,M,0
8.13,+1.3,Gregor CANKAR,1975-01-25,SLO,Velenje (SLO),2000-06-23,senior,long jump,25,M,0
8.13,+0.6,Dwight PHILLIPS,1977-10-01,USA,"Palo Alto, CA (USA)",2000-07-01,senior,long jump,22,M,0
8.13,+1.5,Carlos CALADO,1975-10-05,POR,Thessaloniki (GRE),2000-08-30,senior,long jump,24,M,0
8.13,+1.1,Jai TAURIMA,1972-06-26,AUS,Brisbane (AUS),2000-09-03,senior,long jump,28,M,0
8.13,+0.7,Dwight PHILLIPS,1977-10-01,USA,"Olympic Stadium, Sydney (AUS)",2000-09-25,senior,long jump,22,M,0
8.13,0.0,Kofi Amoah PRAH,1974-12-20,GER,Erfurt (GER) (i),2001-02-02,senior,long jump,26,M,1
8.13,0.0,Iván PEDROSO,1972-12-17,CUB,Wien (AUT) (i),2001-02-12,senior,long jump,28,M,1
8.13,0.0,Carlos CALADO,1975-10-05,POR,Lisboa (POR) (i),2001-03-04,senior,long jump,25,M,1
8.13,+0.8,Walter DAVIS,1979-07-02,USA,"Eugene, OR (USA)",2001-05-31,senior,long jump,21,M,0
8.13,0.0,Bogdan ŢĂRUŞ,1975-08-01,ROU,Bucureşti (ROU),2001-06-09,senior,long jump,25,M,0
8.13,-0.2,Kevin DILWORTH,1974-02-14,USA,Athina (GRE),2001-06-11,senior,long jump,27,M,0
8.13,+3.5,Cheikh Tidiane TOURE,1970-01-25,FRA,Mulhouse (FRA),2001-06-13,senior,long jump,31,M,0
8.13,+1.7,Volodymyr ZYUSKOV,1981-08-29,UKR,Kyiv (UKR),2001-07-02,senior,long jump,19,M,0
8.13,+1.1,Dwight PHILLIPS,1977-10-01,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2001-07-04,senior,long jump,23,M,0
8.13,+1.7,Oleksiy LUKASHEVYCH,1977-01-11,UKR,Oslo (NOR),2001-07-13,senior,long jump,24,M,0
8.13,+1.9,Yann DOMENECH,1979-03-17,FRA,Bron (FRA),2001-07-21,senior,long jump,22,M,0
8.13,0.0,Savanté STRINGFELLOW,1978-11-06,USA,"Letzigrund, Zürich (SUI)",2001-08-17,senior,long jump,22,M,0
8.13,+2.9,Joan Lino MARTÍNEZ,1978-01-17,CUB,Padova (ITA),2001-08-26,senior,long jump,23,M,0
8.13,+4.1,Kevin DILWORTH,1974-02-14,USA,"Walnut, CA (USA)",2002-04-21,senior,long jump,28,M,0
8.13,+0.8,Kevin DILWORTH,1974-02-14,USA,Cayenne (GUY),2002-05-04,senior,long jump,28,M,0
8.13,+3.5,Petar DACHEV,1979-06-15,BUL,Sofia (BUL),2002-06-09,senior,long jump,22,M,0
8.13,+0.6,Yago LAMELA,1977-07-24,ESP,Madrid (ESP),2002-07-03,senior,long jump,24,M,0
8.13,+1.5,Iván PEDROSO,1972-12-17,CUB,Salamanca (ESP),2002-07-10,senior,long jump,29,M,0
8.13,0.0,Dmitriy MITROFANOV,1975-09-07,RUS,Cheboksary (RUS),2002-07-14,senior,long jump,26,M,0
8.13,+1.0,Vitaliy SHKURLATOV,1979-05-25,RUS,Thessaloniki (GRE),2002-07-24,senior,long jump,23,M,0
8.13,0.0,Dwight PHILLIPS,1977-10-01,USA,"Schleyer Halle, Stuttgart (GER) (i)",2003-02-02,senior,long jump,25,M,1
8.13,+0.1,Oleksandr PATSELYA,1983-07-03,UKR,Kharkiv (UKR),2003-05-17,senior,long jump,19,M,0
8.13,+6.5,Kirill SOSUNOV,1975-11-01,RUS,Valencia (ESP),2003-05-24,senior,long jump,27,M,0
8.13,+1.8,Louis TSATOUMAS,1982-02-12,GRE,Chania (GRE),2003-06-09,senior,long jump,21,M,0
8.13,+1.8,Arnaud CASQUETTE,1978-04-16,MRI,Sestriere (ITA),2003-07-19,senior,long jump,25,M,0
8.13,-0.7,Savanté STRINGFELLOW,1978-11-06,USA,Madrid (ESP),2003-07-19,senior,long jump,24,M,0
8.13,0.0,Ignisious GAISAH,1983-07-20,GHA,"Stade de France, Paris-St-Denis (FRA)",2003-08-29,senior,long jump,20,M,0
8.13,+0.9,Abdulrahman AL NUBI,1979-10-17,QAT,Manila (PHI),2003-09-21,senior,long jump,23,M,0
8.13,0.0,Vitaliy SHKURLATOV,1979-05-25,RUS,Moskva (RUS) (i),2004-02-01,senior,long jump,24,M,1
8.13,0.0,Can ZHOU,1979-05-20,CHN,Tianjin (CHN) (i),2004-02-18,senior,long jump,24,M,1
8.13,0.0,Volodymyr ZYUSKOV,1981-08-29,UKR,Sumy (UKR) (i),2004-02-22,senior,long jump,22,M,1
8.13,+0.1,Chris TOMLINSON,1981-09-15,GBR,Limassol (CYP),2004-05-22,senior,long jump,22,M,0
8.13,+1.0,Vitaliy SHKURLATOV,1979-05-25,RUS,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2004-06-19,senior,long jump,25,M,0
8.13,+1.9,James BECKFORD,1975-01-09,JAM,Kingston (JAM),2004-06-27,senior,long jump,29,M,0
8.13,+1.3,Bogdan ŢĂRUŞ,1975-08-01,ROU,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,senior,long jump,28,M,0
8.13,+0.4,Hussein Taher AL SABEE,1979-11-14,KSA,Linz (AUT),2004-08-02,senior,long jump,24,M,0
8.13,0.0,Povilas MYKOLAITIS,1983-02-23,LTU,Kaunas (LTU) (i),2005-02-11,senior,long jump,21,M,1
8.13,+1.7,Leevan SANDS,1981-08-16,BAH,Nassau (BAH),2005-07-10,senior,long jump,23,M,0
8.13,+1.7,Issam NIMA,1979-04-08,ALG,"Olympiastadion, Helsinki (FIN)",2005-08-12,senior,long jump,26,M,0
8.13,+2.4,James BECKFORD,1975-01-09,JAM,"Olympiastadion, Helsinki (FIN)",2005-08-12,senior,long jump,30,M,0
8.13,0.0,Salim SDIRI,1978-10-26,FRA,Stockholm (SWE) (i),2006-02-02,senior,long jump,27,M,1
8.13,+1.0,Yahya BERRABAH,1981-10-13,MAR,Dakar (SEN),2006-04-29,senior,long jump,24,M,0
8.13,+1.6,Wilbert WALKER,1985-01-07,JAM,"Emporia, KS (USA)",2006-05-25,senior,long jump,21,M,0
8.13,+0.3,Ruslan GATAULLIN,1979-12-01,RUS,Tula (RUS),2006-06-13,senior,long jump,26,M,0
8.13,-0.1,Kirill SOSUNOV,1975-11-01,RUS,"Meteor, Zhukovskiy (RUS)",2006-06-24,senior,long jump,30,M,0
8.13,+1.0,Greg RUTHERFORD,1986-11-17,GBR,"Ullevi Stadium, Göteborg (SWE)",2006-08-08,senior,long jump,19,M,0
8.13,0.0,Godfrey Khotso MOKOENA,1985-03-06,RSA,"National Indoor Arena, Birmingham (GBR) (i)",2007-02-17,senior,long jump,21,M,1
8.13,0.0,Salim SDIRI,1978-10-26,FRA,Paris (FRA) (i),2007-02-23,senior,long jump,28,M,1
8.13,-0.2,Marcin STARZAK,1985-10-20,POL,Warszawa (POL),2007-06-17,senior,long jump,21,M,0
8.13,+0.7,Rogério DA SILVA BISPO,1985-11-16,BRA,Velenje (SLO),2007-06-28,senior,long jump,21,M,0
8.13,+0.4,Trevell QUINLEY,1983-01-16,USA,"Olympic Stadium, Athina (GRE)",2007-07-02,senior,long jump,24,M,0
8.13,-0.1,Irving SALADINO,1983-01-23,PAN,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,senior,long jump,24,M,0
8.13,0.0,Brian JOHNSON,1980-03-05,USA,"Baton Rouge, LA (USA) (i)",2008-02-01,senior,long jump,27,M,1
8.13,0.0,Wilfredo MARTÍNEZ,1985-01-09,CUB,La Habana (CUB),2008-06-01,senior,long jump,23,M,0
8.13,+3.0,Yohei SUGAI,1985-06-14,JPN,Kawasaki (JPN),2008-06-28,senior,long jump,23,M,0
8.13,+0.9,Andriy MAKARCHEV,1985-11-15,UKR,Istanbul (TUR),2008-06-28,senior,long jump,22,M,0
8.13,+1.3,Godfrey Khotso MOKOENA,1985-03-06,RSA,Salamanca (ESP),2008-07-02,senior,long jump,23,M,0
8.13,+1.4,Ibrahim CAMEJO,1982-06-28,CUB,Salamanca (ESP),2008-07-02,senior,long jump,26,M,0
8.13,+0.4,Ndiss Kaba BADJI,1983-09-21,SEN,Rieti (ITA),2008-09-07,senior,long jump,24,M,0
8.13,+1.0,Hussein Taher AL SABEE,1979-11-14,KSA,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2008-09-14,senior,long jump,28,M,0
8.13,+1.3,Deokhyeon KIM,1985-12-08,KOR,Yeochun (KOR),2008-10-14,senior,long jump,22,M,0
8.13,0.0,Louis TSATOUMAS,1982-02-12,GRE,Peania (GRE) (i),2009-02-14,senior,long jump,27,M,1
8.13,0.0,Sebastian BAYER,1986-06-11,GER,Leipzig (GER) (i),2009-02-21,senior,long jump,22,M,1
8.13,+1.5,Fabrice LAPIERRE,1983-10-17,AUS,Ostrava (CZE),2009-06-17,senior,long jump,25,M,0
8.13,+1.3,Ndiss Kaba BADJI,1983-09-21,SEN,Beograd (SRB),2009-07-12,senior,long jump,25,M,0
8.13,+1.0,Hussein Taher AL SABEE,1979-11-14,KSA,Rethymno (GRE),2009-07-20,senior,long jump,29,M,0
8.13,+1.4,Mitchell WATT,1988-03-25,AUS,Canberra (AUS),2010-01-30,senior,long jump,21,M,0
8.13,+1.8,Fabrice LAPIERRE,1983-10-17,AUS,Perth (AUS),2010-04-18,senior,long jump,26,M,0
8.13,+1.9,Trevell QUINLEY,1983-01-16,USA,"Sacramento, CA (USA)",2010-05-29,senior,long jump,27,M,0
8.13,-0.4,Irving SALADINO,1983-01-23,PAN,"Stadio Olimpico, Roma (ITA)",2010-06-10,senior,long jump,27,M,0
8.13,0.0,Michel TORNÉUS,1986-05-26,SWE,Stockholm (SWE) (i),2011-02-22,senior,long jump,24,M,1
8.13,+0.1,Mitchell WATT,1988-03-25,AUS,Brisbane (AUS),2011-02-25,senior,long jump,22,M,0
8.13,+1.4,Godfrey Khotso MOKOENA,1985-03-06,RSA,Durban (RSA),2011-04-09,senior,long jump,26,M,0
8.13,+3.7,Salim SDIRI,1978-10-26,FRA,Albi (FRA),2011-07-30,senior,long jump,32,M,0
8.13,+0.3,Christian REIF,1984-10-24,GER,"DS, Daegu (KOR)",2011-09-01,senior,long jump,26,M,0
8.13,+4.5,Godfrey Khotso MOKOENA,1985-03-06,RSA,Port Elizabeth (RSA),2012-04-13,senior,long jump,27,M,0
8.13,+3.5,Kafétien GOMIS,1980-03-23,FRA,"Gainesville, FL (USA)",2012-04-21,senior,long jump,32,M,0
8.13,+1.2,Damar FORBES,1990-09-11,JAM,"Baton Rouge, LA (USA)",2012-05-12,senior,long jump,21,M,0
8.13,+2.0,Godfrey Khotso MOKOENA,1985-03-06,RSA,Turku (FIN),2012-06-13,senior,long jump,27,M,0
8.13,+3.1,Rogério DA SILVA BISPO,1985-11-16,BRA,São Paulo (BRA),2013-02-23,senior,long jump,27,M,0
8.13,0.0,Ignisious GAISAH,1983-07-20,GHA,Beijing (CHN),2013-05-21,senior,long jump,29,M,0
8.13,+1.8,Tyron STEWART,1989-07-08,USA,"Chula Vista, CA (USA)",2013-06-06,senior,long jump,23,M,0
8.13,+1.7,Tyrone SMITH,1984-08-07,BER,Szczecin (POL),2013-06-15,senior,long jump,28,M,0
8.13,+1.3,Michael HARTFIELD,1990-03-29,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-23,senior,long jump,23,M,0
8.13,+3.0,Julian HOWARD,1989-04-03,GER,Karlsruhe (GER),2013-06-23,senior,long jump,24,M,0
8.13,0.0,Christian REIF,1984-10-24,GER,"Ergo Arena, Sopot (POL) (i)",2014-03-07,senior,long jump,29,M,1
8.13,0.0,Louis TSATOUMAS,1982-02-12,GRE,"Ergo Arena, Sopot (POL) (i)",2014-03-08,senior,long jump,32,M,1
8.13,-1.2,Ruswahl SAMAAI,1991-09-25,RSA,Germiston (RSA),2014-03-15,senior,long jump,22,M,0
8.13,+2.3,Jeff HENDERSON,1989-02-19,USA,"Los Angeles, CA (USA)",2014-04-12,senior,long jump,25,M,0
8.13,-0.5,Christian REIF,1984-10-24,GER,"Eintracht-Stadion, Braunschweig (GER)",2014-06-21,senior,long jump,29,M,0
8.13,+2.6,Jarrion LAWSON,1994-05-06,USA,"Sacramento, CA (USA)",2014-06-29,senior,long jump,20,M,0
8.13,+0.5,Ignisious GAISAH,1983-07-20,NED,"Olympiastadion, Berlin (GER)",2014-08-31,senior,long jump,31,M,0
8.13,+1.2,Paulo Sérgio OLIVEIRA,1993-06-01,BRA,São Paulo (BRA),2014-09-27,senior,long jump,21,M,0
8.13,+3.1,Rudolph PIENAAR,1993-12-23,RSA,"Jonesboro, AR (USA)",2015-04-24,senior,long jump,21,M,0
8.13,-0.4,Jinzhe LI,1989-09-01,CHN,"National Stadium, Beijing (CHN)",2015-05-20,senior,long jump,25,M,0
8.13,+1.2,Kafétien GOMIS,1980-03-23,FRA,"Stade de France, Paris-St-Denis (FRA)",2015-07-04,senior,long jump,35,M,0
8.13,+4.4,Vasiliy KOPEYKIN,1988-03-09,RUS,"Main Stadium, Gwangju (KOR)",2015-07-12,senior,long jump,27,M,0
8.13,+2.5,Andreas OTTERLING,1986-05-25,SWE,Karlstad (SWE),2015-07-22,senior,long jump,29,M,0
8.13,+0.5,Marquise GOODWIN,1990-11-19,USA,"CIBC, Toronto (CAN)",2015-07-22,senior,long jump,24,M,0
8.13,+0.5,Michael HARTFIELD,1990-03-29,USA,"National Stadium, Beijing (CHN)",2015-08-24,senior,long jump,25,M,0
8.13,0.0,Marquis DENDY,1992-11-17,USA,"New York, NY (USA) (i)",2016-02-20,senior,long jump,23,M,1
8.13,+1.0,Benjamin GFÖHLER,1994-01-27,SUI,Oberteuringen (GER),2016-06-05,senior,long jump,22,M,0
8.13,+1.9,Tyrone SMITH,1984-08-07,BER,"Houston, TX (USA)",2016-06-23,senior,long jump,31,M,0
8.13,+3.4,Ndiss Kaba BADJI,1983-09-21,SEN,La Chaux-de-Fonds (SUI),2016-06-26,senior,long jump,32,M,0
8.13,+2.7,Emiliano LASA,1990-01-25,URU,São Paulo (BRA),2017-02-15,senior,long jump,27,M,0
8.13,0.0,Changzhou HUANG,1994-08-20,CHN,Xianlin (CHN) (i),2017-02-23,senior,long jump,22,M,1
8.13,+1.3,Jarvis GOTCH,1992-03-25,USA,"Torrance, CA (USA)",2017-04-15,senior,long jump,25,M,0
8.13,+3.2,KeAndre BATES,1996-05-24,USA,"Fort Worth, TX (USA)",2017-04-15,senior,long jump,20,M,0
8.13,+0.2,Marquis DENDY,1992-11-17,USA,"Gainesville, FL (USA)",2017-04-28,senior,long jump,24,M,0
8.13,+4.2,Charles BROWN,1997-05-28,USA,"Lubbock, TX (USA)",2017-04-28,senior,long jump,19,M,0
8.13,0.0,Ja'Mari WARD,1998-03-21,USA,"Columbia, SC (USA)",2017-05-12,senior,long jump,19,M,0
8.13,+0.5,Yuhao SHI,1998-09-26,CHN,Ordos (CHN),2017-06-04,senior,long jump,18,M,0
8.13,+1.8,Emiliano LASA,1990-01-25,URU,"Moratalaz, Madrid (ESP)",2017-07-14,senior,long jump,27,M,0
8.13,+3.0,Sergey POLYANSKIY,1989-10-29,RUS,Zhukovskiy (RUS),2017-07-29,senior,long jump,27,M,0
8.13,+3.3,Janaka PRASAD,1992-09-08,SRI,Diyagama (SRI),2017-10-03,senior,long jump,25,M,0
8.13,0.0,Marquis DENDY,1992-11-17,USA,"Albuquerque, NM (USA) (i)",2018-01-19,senior,long jump,25,M,1
8.13,0.0,Zack BAZILE,1996-01-07,USA,"Nashville, TN (USA) (i)",2018-02-09,senior,long jump,22,M,1
8.13,0.0,Yuhao SHI,1998-09-26,CHN,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,senior,long jump,19,M,1
8.13,0.0,Grant HOLLOWAY,1997-11-19,USA,"College Station, TX (USA) (i)",2018-03-09,senior,long jump,20,M,1
8.13,-1.1,Marquis DENDY,1992-11-17,USA,"FBK Stadium, Hengelo (NED)",2018-06-03,senior,long jump,25,M,0
8.13,+0.8,Kafétien GOMIS,1980-03-23,FRA,Albi (FRA),2018-07-08,senior,long jump,38,M,0
8.13,+0.2,Ramone BAILEY,1991-10-31,JAM,London (GBR),2018-07-15,senior,long jump,26,M,0
8.13,-0.2,Fabian HEINLE,1994-05-14,GER,"Olympiastadion, Berlin (GER)",2018-08-08,senior,long jump,24,M,0
8.13,+0.1,Serhiy NYKYFOROV,1994-02-06,UKR,"Olympiastadion, Berlin (GER)",2018-08-08,senior,long jump,24,M,0
