Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.29,Juan Francisco CENTELLES,1961-01-26,CUB,Caracas (VEN),1983-08-24,senior,high jump,22,M,0
2.29,Yuriy SERGIYENKO,1965-03-19,URS,Tashkent (UZB),1983-09-25,senior,high jump,18,M,0
2.29,Jake JACOBY,1961-09-24,USA,"Los Angeles, CA (USA)",1984-03-24,senior,high jump,22,M,0
2.29,Del DAVIS,1960-05-03,USA,"Westwood, CA (USA)",1984-05-20,senior,high jump,24,M,0
2.29,Igor PAKLIN,1963-06-15,URS,Torino (ITA),1984-06-02,senior,high jump,20,M,0
2.29,Igor PAKLIN,1963-06-15,URS,Kiev (URS),1984-06-24,senior,high jump,21,M,0
2.29,Aleksey DEMYANYUK,1958-07-30,URS,Kiev (URS),1984-06-24,senior,high jump,25,M,0
2.29,Doug NORDQUIST,1958-12-20,USA,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,senior,high jump,25,M,0
2.29,Milton OTTEY,1959-12-29,CAN,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,senior,high jump,24,M,0
2.29,Yunpeng LIU,1962-10-24,CHN,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,senior,high jump,21,M,0
2.29,Joe PATRONE,1962-12-07,USA,"Hanover, NH (USA) (i)",1985-01-06,senior,high jump,22,M,1
2.29,Gerd WESSIG,1959-07-16,GDR,Leipzig (GDR) (i),1985-01-26,senior,high jump,25,M,1
2.29,Yuriy SHEVCHENKO,1960-04-18,URS,Kishinev (URS) (i),1985-02-16,senior,high jump,24,M,1
2.29,Gennadiy AVDEYENKO,1963-11-04,URS,Kishinev (URS) (i),1985-02-16,senior,high jump,21,M,1
2.29,Yuriy SERGIYENKO,1965-03-19,URS,Kishinev (URS) (i),1985-02-16,senior,high jump,19,M,1
2.29,Yuriy GOTOVSKIY,1961-05-31,URS,Leningrad (URS) (i),1985-02-24,senior,high jump,23,M,1
2.29,Jeff LOESCHER,1963-11-11,USA,"Boulder, CO (USA) (i)",1985-03-02,senior,high jump,21,M,1
2.29,Jake JACOBY,1961-09-24,USA,"Los Angeles, CA (USA)",1985-03-24,senior,high jump,23,M,0
2.29,Jindřich VONDRA,1957-04-15,TCH,Gateshead (GBR),1985-06-29,senior,high jump,28,M,0
2.29,Igor IVLIYEV,1963-01-07,URS,Gorkiy (URS),1985-08-25,senior,high jump,22,M,0
2.29,Jacek WSZOLA,1956-12-30,POL,Rieti (ITA),1985-09-04,senior,high jump,28,M,0
2.29,Jim HOWARD,1959-09-11,USA,Rieti (ITA),1985-09-04,senior,high jump,25,M,0
2.29,Gennadiy MARTSINOVICH,1961-05-04,URS,Vilnius (LTU) (i),1986-01-11,senior,high jump,24,M,1
2.29,Hollis CONWAY,1967-01-08,USA,"Lafayette, LA (USA)",1986-04-12,senior,high jump,19,M,0
2.29,Victor SMALLS,1964-09-20,USA,"Atlanta, GA (USA)",1986-05-10,senior,high jump,21,M,0
2.29,Ron LEE,1962-01-04,USA,"Pomona, CA (USA)",1986-05-10,senior,high jump,24,M,0
2.29,Georgi DAKOV,1967-10-21,BUL,Sofia (BUL),1986-06-01,senior,high jump,18,M,0
2.29,Krzysztof KRAWCZYK,1962-01-28,POL,Grudziadz (POL),1986-06-03,senior,high jump,24,M,0
2.29,Ján ZVARA,1963-02-12,TCH,Ostrava (TCH),1986-06-11,senior,high jump,23,M,0
2.29,Jake JACOBY,1961-09-24,USA,Birmingham (GBR),1986-07-19,senior,high jump,24,M,0
2.29,Gennadiy VASHKEVICH,1966-08-20,URS,Kiev (URS),1986-08-31,senior,high jump,20,M,0
2.29,Yuriy SERGIYENKO,1965-03-19,URS,Tashkent (UZB),1986-09-20,senior,high jump,21,M,0
2.29,Sergey SEREBRYANSKIY,1962-12-14,URS,Kiev (URS) (i),1987-01-25,senior,high jump,24,M,1
2.29,James LOTT,1965-10-13,USA,"Flagstaff, AZ (USA) (i)",1987-01-31,senior,high jump,21,M,1
2.29,Aleksandr KOTOVICH,1961-11-06,URS,Penza (URS) (i),1987-02-08,senior,high jump,25,M,1
2.29,Grigoriy FYODORKOV,1964-11-09,URS,Penza (URS) (i),1987-02-08,senior,high jump,22,M,1
2.29,James HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1987-02-27,senior,high jump,27,M,1
2.29,Rudolf POVARNITSYN,1962-06-13,URS,Klaipėda (LTU) (i),1987-02-28,senior,high jump,24,M,1
2.29,Bill JASINSKI,1964-02-13,USA,"Fayetteville, AR (USA) (i)",1987-03-04,senior,high jump,23,M,1
2.29,James LOTT,1965-10-13,USA,"Oklahoma City, OK (USA) (i)",1987-03-14,senior,high jump,21,M,1
2.29,Hollis CONWAY,1967-01-08,USA,"Lafayette, LA (USA)",1987-03-21,senior,high jump,20,M,0
2.29,Neal GUIDRY,1967-04-03,USA,"Lafayette, LA (USA)",1987-03-21,senior,high jump,19,M,0
2.29,Vadim OGANYAN,1963-04-09,URS,Sochi (URS),1987-05-17,senior,high jump,24,M,0
2.29,Javier SOTOMAYOR,1967-10-13,CUB,Sevilla (ESP),1987-05-28,senior,high jump,19,M,0
2.29,Patrik SJÖBERG,1965-01-05,SWE,Sevilla (ESP),1987-05-28,senior,high jump,22,M,0
2.29,Rudolf POVARNITSYN,1962-06-13,URS,Moskva (URS),1987-06-06,senior,high jump,24,M,0
2.29,James HOWARD,1959-09-11,USA,Paris-St-Denis (FRA),1987-06-11,senior,high jump,27,M,0
2.29,Igor PAKLIN,1963-06-15,URS,Reims (FRA),1987-06-13,senior,high jump,23,M,0
2.29,Krzysztof KRAWCZYK,1962-01-28,POL,Lublin (POL),1987-06-21,senior,high jump,25,M,0
2.29,Yuriy GOTOVSKIY,1961-05-31,URS,Schwechat (AUT),1987-06-24,senior,high jump,26,M,0
2.29,Ján ZVARA,1963-02-12,TCH,Praha (TCH),1987-06-27,senior,high jump,24,M,0
2.29,Gennadiy AVDEYENKO,1963-11-04,URS,Bryansk (URS),1987-07-18,senior,high jump,23,M,0
2.29,Aleksandr KOTOVICH,1961-11-06,URS,Bryansk (URS),1987-07-18,senior,high jump,25,M,0
2.29,Carlo THRÄNHARDT,1957-07-05,FRG,"Stadio Olimpico, Roma (ITA)",1987-09-06,senior,high jump,30,M,0
2.29,Javier SOTOMAYOR,1967-10-13,CUB,"Stadio Olimpico, Roma (ITA)",1987-09-06,senior,high jump,19,M,0
2.29,Dietmar MÖGENBURG,1961-08-15,FRG,Rieti (ITA),1987-09-08,senior,high jump,26,M,0
2.29,Ján ZVARA,1963-02-12,TCH,Gelnhausen (GER),1987-09-13,senior,high jump,24,M,0
2.29,Jim HOWARD,1959-09-11,USA,Ottawa (CAN) (i),1988-01-22,senior,high jump,28,M,1
2.29,Hollis CONWAY,1967-01-08,USA,Ottawa (CAN) (i),1988-01-22,senior,high jump,21,M,1
2.29,Gennadiy AVDEYENKO,1963-11-04,URS,Kiev (URS) (i),1988-01-30,senior,high jump,24,M,1
2.29,Rudolf POVARNITSYN,1962-06-13,URS,Kiev (URS) (i),1988-01-30,senior,high jump,25,M,1
2.29,Gerd WESSIG,1959-07-16,GDR,Torino (ITA) (i),1988-02-10,senior,high jump,28,M,1
2.29,Aleksey YEMELIN,1968-10-16,URS,Moskva (URS) (i),1988-02-20,senior,high jump,19,M,1
2.29,Gerd NAGEL,1957-10-22,FRG,Dortmund (GER) (i),1988-02-20,senior,high jump,30,M,1
2.29,Igor PAKLIN,1963-06-15,URS,"New York, NY (USA) (i)",1988-02-26,senior,high jump,24,M,1
2.29,Jim HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1988-02-26,senior,high jump,28,M,1
2.29,Tom MCCANTS,1962-11-27,USA,"New York, NY (USA) (i)",1988-02-26,senior,high jump,25,M,1
2.29,Hollis CONWAY,1967-01-08,USA,"Eugene, OR (USA)",1988-06-04,senior,high jump,21,M,0
2.29,Clarence Nicholas SAUNDERS,1963-09-14,BER,Bratislava (TCH),1988-06-09,senior,high jump,24,M,0
2.29,Krzysztof KRAWCZYK,1962-01-28,POL,Bratislava (TCH),1988-06-09,senior,high jump,26,M,0
2.29,Georgi DAKOV,1967-10-21,BUL,Bratislava (TCH),1988-06-09,senior,high jump,20,M,0
2.29,Dalton GRANT,1966-04-08,GBR,Portsmouth (GBR),1988-06-19,senior,high jump,22,M,0
2.29,Sorin MATEI,1963-07-06,ROU,Stockholm (SWE),1988-07-05,senior,high jump,24,M,0
2.29,Hollis CONWAY,1967-01-08,USA,Stockholm (SWE),1988-07-05,senior,high jump,21,M,0
2.29,Rudolf POVARNITSYN,1962-06-13,URS,Tallinn (EST),1988-07-06,senior,high jump,26,M,0
2.29,James LOTT,1965-10-13,USA,"Indianapolis, IN (USA)",1988-07-16,senior,high jump,22,M,0
2.29,Doug NORDQUIST,1958-12-20,USA,"Indianapolis, IN (USA)",1988-07-16,senior,high jump,29,M,0
2.29,Jake JACOBY,1961-09-24,USA,"Indianapolis, IN (USA)",1988-07-16,senior,high jump,26,M,0
2.29,Jacek WSZOLA,1956-12-30,POL,Grudziadz (POL),1988-08-14,senior,high jump,31,M,0
2.29,Krzysztof KRAWCZYK,1962-01-28,POL,Athina (GRE),1988-09-03,senior,high jump,26,M,0
2.29,Tom MCCANTS,1962-11-27,USA,Athina (GRE),1988-09-03,senior,high jump,25,M,0
2.29,Jacek WSZOLA,1956-12-30,POL,Athina (GRE),1988-09-03,senior,high jump,31,M,0
2.29,Sergey ZASIMOVICH,1962-09-06,URS,Karaganda (KAZ) (i),1989-01-22,senior,high jump,26,M,1
2.29,Sergey DYMCHENKO,1967-08-23,URS,Gomel (BLR) (i),1989-02-04,senior,high jump,21,M,1
2.29,Sergey MALCHENKO,1963-11-02,URS,Gomel (BLR) (i),1989-02-04,senior,high jump,25,M,1
2.29,Brian BROWN,1967-01-09,USA,"Monroe, NC (USA) (i)",1989-02-25,senior,high jump,22,M,1
2.29,Dalton GRANT,1966-04-08,GBR,Glasgow (GBR) (i),1989-03-10,senior,high jump,22,M,1
2.29,Patrik SJÖBERG,1965-01-05,SWE,Helsinki (FIN),1989-06-08,senior,high jump,24,M,0
2.29,James HOWARD,1959-09-11,USA,Helsinki (FIN),1989-06-08,senior,high jump,29,M,0
2.29,Hollis CONWAY,1967-01-08,USA,"Houston, TX (USA)",1989-06-17,senior,high jump,22,M,0
2.29,James HOWARD,1959-09-11,USA,"Houston, TX (USA)",1989-06-17,senior,high jump,29,M,0
2.29,Brian STANTON,1961-02-19,USA,"Houston, TX (USA)",1989-06-17,senior,high jump,28,M,0
2.29,Troy KEMP,1966-06-18,BAH,Schwechat (AUT),1989-06-22,senior,high jump,23,M,0
2.29,Robert RUFFINI,1967-01-26,TCH,Gateshead (GBR),1989-08-05,senior,high jump,22,M,0
2.29,Hollis CONWAY,1967-01-08,USA,Linz (AUT),1989-08-14,senior,high jump,22,M,0
2.29,Tony BARTON,1969-10-17,USA,"Norwalk, CA (USA)",1990-06-15,senior,high jump,20,M,0
2.29,Rolandas VERKYS,1967-03-17,URS,Kuortane (FIN),1990-06-23,senior,high jump,23,M,0
2.29,Juha ISOLEHTO,1968-06-06,FIN,Kuortane (FIN),1990-06-23,senior,high jump,22,M,0
2.29,Geoffrey PARSONS,1964-08-14,GBR,Kapfenberg (AUT),1990-06-24,senior,high jump,25,M,0
2.29,Georgi DAKOV,1967-10-21,BUL,Formia (ITA),1990-07-07,senior,high jump,22,M,0
2.29,Dalton GRANT,1966-04-08,GBR,Birmingham (GBR),1990-08-04,senior,high jump,24,M,0
2.29,Ralf SONN,1967-01-17,FRG,Boswil (SUI),1990-08-04,senior,high jump,23,M,0
2.29,Georgi DAKOV,1967-10-21,BUL,Budapest (HUN),1990-08-05,senior,high jump,22,M,0
2.29,Troy KEMP,1966-06-18,BAH,Budapest (HUN),1990-08-05,senior,high jump,24,M,0
2.29,Jerome CARTER,1963-03-25,USA,Sestriere (ITA),1990-08-08,senior,high jump,27,M,0
2.29,Troy KEMP,1966-06-18,BAH,Bruxelles (BEL),1990-08-10,senior,high jump,24,M,0
2.29,Brian BROWN,1967-01-09,USA,Bruxelles (BEL),1990-08-10,senior,high jump,23,M,0
2.29,Tim FORSYTH,1973-08-17,AUS,"Deveti Septemvri Stadium, Plovdiv (BUL)",1990-08-12,senior,high jump,16,M,0
2.29,Hollis CONWAY,1967-01-08,USA,Athina (GRE),1990-09-07,senior,high jump,23,M,0
2.29,Dietmar MÖGENBURG,1961-08-15,FRG,Athina (GRE),1990-09-07,senior,high jump,29,M,0
2.29,Aleksey YEMELIN,1968-10-16,URS,Athina (GRE),1990-09-07,senior,high jump,21,M,0
2.29,Ian GARRETT,1970-05-12,AUS,Whitehaven (GBR),1991-07-06,senior,high jump,21,M,0
2.29,Tom MCCANTS,1962-11-27,USA,Rhede (GER),1991-07-07,senior,high jump,28,M,0
2.29,Steinar HOEN,1971-02-08,NOR,Fana (NOR),1991-08-04,senior,high jump,20,M,0
2.29,Steve SMITH,1973-03-29,GBR,"Kaftanzoglio Stadium, Thessaloniki (GRE)",1991-08-09,senior,high jump,18,M,0
2.29,Ralf SONN,1967-01-17,GER,"Palazzo dello Sport, Genova (ITA) (i)",1992-03-01,senior,high jump,25,M,1
2.29,Dragutin TOPIĆ,1971-03-12,YUG,"Palazzo dello Sport, Genova (ITA) (i)",1992-03-01,senior,high jump,20,M,1
2.29,Aleksey YEMELIN,1968-10-16,EUN,"Palazzo dello Sport, Genova (ITA) (i)",1992-03-01,senior,high jump,23,M,1
2.29,Georgi DAKOV,1967-10-21,BUL,"Palazzo dello Sport, Genova (ITA) (i)",1992-03-01,senior,high jump,24,M,1
2.29,Joël VINCENT,1969-01-19,FRA,Pau (FRA),1992-06-20,senior,high jump,23,M,0
2.29,Marino Rafael DRAKE,1967-06-18,CUB,"Estadio Olímpico, Barcelona (ESP)",1992-07-31,senior,high jump,25,M,0
2.29,Steve SMITH,1973-03-29,GBR,"Estadio Olímpico, Barcelona (ESP)",1992-07-31,senior,high jump,19,M,0
2.29,Yuriy SERGIYENKO,1965-03-19,UKR,Salgótarján (HUN),1992-08-24,senior,high jump,27,M,0
2.29,Takahiro KIMINO,1973-02-19,JPN,"Olympic Stadium, Seoul (KOR)",1992-09-20,senior,high jump,19,M,0
2.29,Yuriy SERGIYENKO,1965-03-19,UKR,"Estadio Panamericano, La Habana (CUB)",1992-09-27,senior,high jump,27,M,0
2.29,Lambros PAPAKOSTAS,1969-10-20,GRE,Pireaus (GRE) (i),1993-01-30,senior,high jump,23,M,1
2.29,Patrik SJÖBERG,1965-01-05,SWE,Bruxelles (BEL),1993-06-12,senior,high jump,28,M,0
2.29,Håkon SÄRNBLOM,1966-03-03,NOR,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-13,senior,high jump,28,M,1
2.29,Gustavo Adolfo BECKER,1966-06-17,ESP,Barcelona (ESP),1994-06-19,senior,high jump,28,M,0
2.29,Tony BARTON,1969-10-17,USA,Köln (GER),1994-08-21,senior,high jump,24,M,0
2.29,Hollis CONWAY,1967-01-08,USA,Köln (GER),1994-08-21,senior,high jump,27,M,0
2.29,Rick NOJI,1967-10-22,USA,"Reno, NV (USA) (i)",1995-02-10,senior,high jump,27,M,1
2.29,Grigoriy FYODORKOV,1964-11-09,RUS,Samara (RUS) (i),1995-03-04,senior,high jump,30,M,1
2.29,Stephen SMITH,1971-01-11,USA,Mar del Plata (ARG),1995-03-25,senior,high jump,24,M,0
2.29,Gilmar MAYO,1969-09-30,COL,Cali (COL),1995-06-27,senior,high jump,25,M,0
2.29,Steinar HOEN,1971-02-08,NOR,Stockholm (SWE),1995-07-10,senior,high jump,24,M,0
2.29,Steve SMITH,1973-03-29,GBR,Stockholm (SWE),1995-07-10,senior,high jump,22,M,0
2.29,Ian THOMPSON,1968-12-08,BAH,Kotka (FIN),1995-07-25,senior,high jump,26,M,0
2.29,Steve SMITH,1973-03-29,GBR,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,22,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,24,M,0
2.29,Tony BARTON,1969-10-17,USA,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,25,M,0
2.29,Tim FORSYTH,1973-08-17,AUS,"Ullevi Stadium, Göteborg (SWE)",1995-08-06,senior,high jump,21,M,0
2.29,Tony BARTON,1969-10-17,USA,"Ullevi Stadium, Göteborg (SWE)",1995-08-08,senior,high jump,25,M,0
2.29,Wolfgang KREIßIG,1970-08-29,GER,Fukuoka (JPN),1995-08-30,senior,high jump,25,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,Fukuoka (JPN),1995-09-01,senior,high jump,24,M,0
2.29,Hollis CONWAY,1967-01-08,USA,"New York, NY (USA) (i)",1996-02-02,senior,high jump,29,M,1
2.29,Randy JENKINS,1970-09-18,USA,"New York, NY (USA) (i)",1996-02-02,senior,high jump,25,M,1
2.29,Steinar HOEN,1971-02-08,NOR,Liévin (FRA) (i),1996-02-18,senior,high jump,25,M,1
2.29,Jarosław KOTEWICZ,1969-03-16,POL,"Globe Arena, Stockholm (SWE) (i)",1996-03-10,senior,high jump,26,M,1
2.29,Brian BROWN,1967-01-09,USA,"Natchitoches, LA (USA)",1996-04-27,senior,high jump,29,M,0
2.29,Omar DIXON,1974-01-23,USA,"Raleigh, NC (USA)",1996-05-15,senior,high jump,22,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),1996-05-19,senior,high jump,25,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,Seoul (KOR),1996-05-21,senior,high jump,24,M,0
2.29,Tomáš JANKŮ,1974-12-27,CZE,Praha (CZE),1996-05-25,senior,high jump,21,M,0
2.29,Eric BISHOP,1976-06-07,USA,"Eugene, OR (USA)",1996-05-30,senior,high jump,19,M,0
2.29,Cameron WRIGHT,1972-11-07,USA,San José (USA),1996-06-01,senior,high jump,23,M,0
2.29,Dimitros KOKOTIS,1972-04-12,GRE,Sevilla (ESP),1996-06-06,senior,high jump,24,M,0
2.29,Tim FORSYTH,1973-08-17,AUS,Paris (FRA),1996-06-28,senior,high jump,22,M,0
2.29,Vyacheslav VORONIN,1974-04-05,RUS,Hexham (GBR),1996-07-14,senior,high jump,22,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,senior,high jump,24,M,0
2.29,Wolfgang KREIßIG,1970-08-29,GER,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,senior,high jump,25,M,0
2.29,Przemysław RADKIEWICZ,1970-08-25,POL,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,senior,high jump,25,M,0
2.29,Konstantin MATUSEVICH,1971-02-25,ISR,Zaporozhye (UKR),1996-09-16,senior,high jump,25,M,0
2.29,Sam HILL,1972-09-01,USA,"Atlanta, GA (USA) (i)",1997-02-28,senior,high jump,24,M,1
2.29,Eric BISHOP,1976-06-07,USA,"Indianapolis, IN (USA) (i)",1997-03-07,senior,high jump,20,M,1
2.29,Charles AUSTIN,1967-12-19,USA,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-08,senior,high jump,29,M,1
2.29,Steinar HOEN,1971-02-08,NOR,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-08,senior,high jump,26,M,1
2.29,Steve SMITH,1973-03-29,GBR,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-08,senior,high jump,23,M,1
2.29,Charles LEFRANCOIS,1972-12-19,CAN,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-09,senior,high jump,24,M,1
2.29,Wolfgang KREIßIG,1970-08-29,GER,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-09,senior,high jump,26,M,1
2.29,Sam HILL,1972-09-01,USA,"Albuquerque, NM (USA)",1997-03-15,senior,high jump,24,M,0
2.29,Cameron WRIGHT,1972-11-07,USA,"Tallahassee, FL (USA)",1997-03-15,senior,high jump,24,M,0
2.29,Gregory ROBERTS,1976-07-16,USA,"Philadelphia, PA (USA)",1997-04-26,senior,high jump,20,M,0
2.29,Jan JANKŮ,1971-08-10,CZE,Praha (CZE),1997-06-10,senior,high jump,25,M,0
2.29,Tomáš JANKŮ,1974-12-27,CZE,Praha (CZE),1997-06-10,senior,high jump,22,M,0
2.29,Lambros PAPAKOSTAS,1969-10-20,GRE,Athina (GRE),1997-07-20,senior,high jump,27,M,0
2.29,Konstantin MATUSEVICH,1971-02-25,ISR,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,26,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,25,M,0
2.29,Martin BUß,1976-04-07,GER,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,21,M,0
2.29,Gilmar MAYO,1969-09-30,COL,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,27,M,0
2.29,Sergey KLYUGIN,1974-03-24,RUS,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,23,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,Tokyo (JPN),1997-09-06,senior,high jump,25,M,0
2.29,Tim FORSYTH,1973-08-17,AUS,Adelaide (AUS),1998-01-26,senior,high jump,24,M,0
2.29,Didier DETCHÉNIQUE,1972-10-04,FRA,Bordeaux (FRA) (i),1998-02-15,senior,high jump,25,M,1
2.29,Brian BROWN,1967-01-09,USA,"Boston, MA (USA) (i)",1998-02-20,senior,high jump,31,M,1
2.29,Tim FORSYTH,1973-08-17,AUS,Sydney (AUS),1998-02-28,senior,high jump,24,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,Sydney (AUS),1998-02-28,senior,high jump,25,M,0
2.29,Steinar HOEN,1971-02-08,NOR,Sydney (AUS),1998-02-28,senior,high jump,27,M,0
2.29,Tomáš JANKŮ,1974-12-27,CZE,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-03-01,senior,high jump,23,M,1
2.29,Kenny EVANS,1979-04-06,USA,"Indianapolis, IN (USA) (i)",1998-03-13,senior,high jump,18,M,1
2.29,Mark BOSWELL,1977-07-28,CAN,"Austin, TX (USA)",1998-04-04,senior,high jump,20,M,0
2.29,Randy JENKINS,1970-09-18,USA,"Knoxville, TN (USA)",1998-05-13,senior,high jump,27,M,0
2.29,Brian BROWN,1967-01-09,USA,"New York, NY (USA)",1998-07-22,senior,high jump,31,M,0
2.29,Sergey KLYUGIN,1974-03-24,RUS,Paris (FRA),1998-07-29,senior,high jump,24,M,0
2.29,Javier SOTOMAYOR,1967-10-13,CUB,Paris (FRA),1998-07-29,senior,high jump,30,M,0
2.29,Staffan STRAND,1976-04-18,SWE,Stockholm (SWE),1998-08-05,senior,high jump,22,M,0
2.29,Sergey KLYUGIN,1974-03-24,RUS,Karlsruhe (GER) (i),1999-01-24,senior,high jump,24,M,1
2.29,Elvir KREHMIĆ,1973-04-27,BIH,Pireaus (GRE) (i),1999-02-13,senior,high jump,25,M,1
2.29,Martin BUß,1976-04-07,GER,Karlsruhe (GER) (i),1999-02-21,senior,high jump,22,M,1
2.29,Stefan HOLM,1976-05-25,SWE,Stockholm (SWE) (i),1999-02-25,senior,high jump,22,M,1
2.29,Kenny EVANS,1979-04-06,USA,"Indianapolis, IN (USA) (i)",1999-03-05,senior,high jump,19,M,1
2.29,Jamie NIETO,1976-11-02,USA,"Indianapolis, IN (USA) (i)",1999-03-05,senior,high jump,22,M,1
2.29,Charles CLINGER,1976-12-28,USA,"Provo, UT (USA)",1999-04-10,senior,high jump,22,M,0
2.29,Andriy SOKOLOVSKIY,1978-07-16,UKR,Torino (ITA),1999-06-24,senior,high jump,20,M,0
2.29,Mark BOSWELL,1977-07-28,CAN,Viersen (GER),1999-07-18,senior,high jump,21,M,0
2.29,Stefan HOLM,1976-05-25,SWE,Stockholm (SWE),1999-07-30,senior,high jump,23,M,0
2.29,Kwaku BOATENG,1974-06-30,CAN,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,25,M,0
2.29,Vyacheslav VORONIN,1974-04-05,RUS,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,25,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,28,M,0
2.29,Charles AUSTIN,1967-12-19,USA,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,31,M,0
2.29,Martin BUß,1976-04-07,GER,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,23,M,0
2.29,Staffan STRAND,1976-04-18,SWE,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,23,M,0
2.29,Wilbert PENNINGS,1975-02-23,NED,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,24,M,0
2.29,Abderrahmane HAMMAD,1977-05-27,ALG,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,22,M,0
2.29,Mark BOSWELL,1977-07-28,CAN,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,22,M,0
2.29,Stefan HOLM,1976-05-25,SWE,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,23,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,"La Cartuja, Sevilla (ESP)",1999-08-21,senior,high jump,27,M,0
2.29,Staffan STRAND,1976-04-18,SWE,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,23,M,0
2.29,Kwaku BOATENG,1974-06-30,CAN,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,25,M,0
2.29,Jin-taek LEE,1972-04-13,KOR,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,27,M,0
2.29,Brendan REILLY,1972-12-23,IRL,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,26,M,0
2.29,Charles AUSTIN,1967-12-19,USA,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,31,M,0
2.29,Martin BUß,1976-04-07,GER,"Olympiastadion, Berlin (GER)",1999-09-07,senior,high jump,23,M,0
2.29,Henry PATTERSON,1975-05-27,USA,"Ypsilanti, MI (USA) (i)",2000-02-19,senior,high jump,24,M,1
2.29,Jacques FREITAG,1982-06-11,RSA,Cape Town (RSA),2000-03-04,senior,high jump,17,M,0
2.29,Nathan LEEPER,1977-06-13,USA,"Walnut, CA (USA)",2000-04-16,senior,high jump,22,M,0
2.29,Jeremy FISCHER,1976-02-17,USA,"Walnut, CA (USA)",2000-04-16,senior,high jump,24,M,0
2.29,Konstantin MATUSEVICH,1971-02-25,ISR,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,senior,high jump,29,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,senior,high jump,29,M,0
2.29,Nathan LEEPER,1977-06-13,USA,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,senior,high jump,23,M,0
2.29,Dragutin TOPIĆ,1971-03-12,YUG,"Stadio Olimpico, Roma (ITA)",2000-06-30,senior,high jump,29,M,0
2.29,Kwaku BOATENG,1974-06-30,CAN,Stockholm (SWE),2000-08-01,senior,high jump,26,M,0
2.29,Stefan HOLM,1976-05-25,SWE,Stockholm (SWE),2000-08-01,senior,high jump,24,M,0
2.29,Staffan STRAND,1976-04-18,SWE,Stockholm (SWE),2000-08-01,senior,high jump,24,M,0
2.29,Abderrahmane HAMMAD,1977-05-27,ALG,Zürich (SUI),2000-08-11,senior,high jump,23,M,0
